N,sqrt(1/N),Mesh,x1,x2,x3,x4,x5,x6,x7
1060864,0.00097089,2369x449,0.381041467,0.547736525,0.708406627,0.783022284,0.846891165,0.876906395,0.908341765
265216,0.00194178,1185x225,0.38023454,0.547090113,0.707409322,0.7817505,0.845569491,0.875690043,0.907327831
66304,0.00388356,593x113,0.376908362,0.545083582,0.705266774,0.779316127,0.843023419,0.873261809,0.90527761
16576,0.00776712,297x57,0.364227116,0.538635254,0.700806439,0.77481693,0.837975681,0.868194521,0.900453865
4144,0.0155342,149x29,0.317397326,0.526578784,0.697970986,0.770820797,0.831614971,0.860351801,0.891293585
