Y_1,X_1,Y_2,X_2,Y_3,X_3,Y_4,X_4,Y_5,X_5,Y_6,X_6,Y_7,X_7
-1.792391539,0.9964537621,-1.884959579,0.9965016246,-2.032842159,0.996573329,-2.153399944,0.996661365,-2.34231782,0.9968971014,-2.503962755,0.9971719384,-2.81399703,0.9977355003
-1.73138845,0.9964081049,-1.820498824,0.9964511991,-1.963753581,0.996512413,-2.08146739,0.9965950251,-2.267019033,0.996835053,-2.426386833,0.9971220493,-2.732868671,0.9977104068
-1.672460914,0.9963622093,-1.758240342,0.9964004159,-1.897024751,0.996450007,-2.011974812,0.9965265989,-2.194227934,0.9967713356,-2.35134387,0.9970715642,-2.65427804,0.9976857901
-1.615538955,0.9963158965,-1.698110223,0.9963489175,-1.832577467,0.9963858128,-1.944842219,0.996455729,-2.12386322,0.9967059493,-2.278753281,0.9970203638,-2.578147173,0.9976617694
-1.560554504,0.9962688088,-1.640036821,0.996296525,-1.770335674,0.9963196516,-1.879991531,0.9963822961,-2.055846453,0.9966387153,-2.208536386,0.9969685674,-2.504399538,0.9976382852
-1.507442951,0.9962204695,-1.583951712,0.9962427616,-1.710226774,0.9962511063,-1.817348123,0.9963060021,-1.990101576,0.9965694547,-2.140617847,0.9969161153,-2.432961702,0.9976154566
-1.456141472,0.9961705208,-1.529788613,0.9961871505,-1.652179718,0.9961796999,-1.756839037,0.9962264895,-1.92655468,0.9964981675,-2.074923992,0.9968630075,-2.363761663,0.9975933433
-1.406588554,0.9961185455,-1.4774822,0.9961292744,-1.596125007,0.9961050749,-1.698392987,0.9961436391,-1.865133405,0.9964247346,-2.011382341,0.9968092442,-2.296729326,0.9975717664
-1.358725309,0.9960640073,-1.426970124,0.9960686564,-1.541996121,0.9960266352,-1.641941428,0.9960568547,-1.805767894,0.9963492751,-1.949923277,0.9967548847,-2.231796026,0.9975510836
-1.312495232,0.99600631,-1.378192425,0.9960047603,-1.489728808,0.9959440231,-1.587418079,0.9959659576,-1.748391032,0.9962716699,-1.890479445,0.9967001081,-2.168896198,0.997531116
-1.26784277,0.9959448576,-1.331089973,0.9959370494,-1.439259887,0.9958566427,-1.534757853,0.9958705306,-1.692936182,0.9961918592,-1.832984805,0.9966449738,-2.107965231,0.9975118637
-1.22471416,0.9958789349,-1.285606027,0.995864749,-1.390528321,0.9957640171,-1.483897924,0.9957702756,-1.639339566,0.9961099625,-1.777374983,0.9965895414,-2.048939943,0.9974933863
-1.1830585,0.9958079457,-1.241686106,0.9957873821,-1.343475699,0.9956655502,-1.434778094,0.995664835,-1.587539673,0.9960257411,-1.723588586,0.9965338707,-1.991759896,0.9974756837
-1.142825365,0.9957310557,-1.199276567,0.995704174,-1.298044682,0.9955607653,-1.387338996,0.9955539703,-1.537475824,0.9959394336,-1.671565056,0.9964781404,-1.936365843,0.9974588752
-1.103965998,0.9956476092,-1.158325791,0.9956142306,-1.254179597,0.9954490066,-1.341523051,0.995437324,-1.489089608,0.9958510399,-1.621245503,0.99642241,-1.882699966,0.9974430799
-1.066433787,0.9955567122,-1.118783951,0.9955169559,-1.211826921,0.9953297377,-1.297275424,0.9953147173,-1.442324519,0.9957605004,-1.572573543,0.9963667989,-1.830706716,0.9974281788
-1.030183315,0.9954576492,-1.080602527,0.9954116344,-1.170934677,0.9952024221,-1.254541993,0.9951859117,-1.397125602,0.9956681728,-1.525493979,0.9963114262,-1.780331612,0.9974142909
-0.995170176,0.995349586,-1.04373455,0.9952973723,-1.131452084,0.9950664639,-1.213270545,0.9950506687,-1.353439093,0.9955739975,-1.479952931,0.9962563515,-1.731521726,0.9974013567
-0.9613518715,0.9952316284,-1.008134365,0.9951733351,-1.093330383,0.9949214458,-1.173410416,0.9949088693,-1.311213613,0.9954782128,-1.435898781,0.9962017536,-1.684225917,0.9973894358
-0.9286869764,0.995102942,-0.9737581611,0.9950389266,-1.056522012,0.9947667718,-1.134912729,0.9947603345,-1.270398855,0.9953809381,-1.393280983,0.9961476326,-1.638394594,0.9973785877
-0.8971354365,0.9949627519,-0.9405630231,0.9948931336,-1.020981193,0.994601965,-1.097729802,0.9946050644,-1.230946183,0.9952822924,-1.352050662,0.9960944057,-1.593979359,0.9973686337
-0.8666585088,0.9948102236,-0.9085077047,0.9947353005,-0.9866632819,0.9944267273,-1.061815739,0.994443059,-1.192808509,0.9951826334,-1.312160492,0.9960417151,-1.550933361,0.9973597527
-0.8372187614,0.9946445227,-0.8775523305,0.9945646524,-0.9535253644,0.994240582,-1.027126193,0.994274199,-1.155940294,0.99508214,-1.273564816,0.9959900379,-1.509211302,0.9973518848
-0.8087800145,0.9944649339,-0.8476583362,0.9943805337,-0.9215260148,0.9940431118,-0.9936180115,0.9940987229,-1.120297432,0.9949810505,-1.236219287,0.995939374,-1.46876955,0.9973450303
-0.7813075185,0.9942708015,-0.8187885284,0.9941823483,-0.8906250596,0.9938341379,-0.9612498283,0.9939166903,-1.085837483,0.9948796034,-1.200080991,0.9958899617,-1.42956531,0.9973390698
-0.7547675371,0.9940613508,-0.7909069657,0.9939692616,-0.8607839346,0.9936134219,-0.9299816489,0.9937281609,-1.052519441,0.9947780371,-1.1651088,0.9958418608,-1.391557932,0.9973341227
-0.7291278839,0.9938359261,-0.7639793754,0.993740797,-0.8319654465,0.9933808446,-0.8997750282,0.9935334921,-1.020303726,0.9946765304,-1.131263018,0.9957951307,-1.354707837,0.9973302484
-0.7043573856,0.99359411,-0.7379724383,0.9934964776,-0.8041338325,0.9931362271,-0.870592773,0.9933329225,-0.9891522527,0.9945754409,-1.09850502,0.9957500696,-1.31897676,0.9973272085
-0.6804260612,0.9933351874,-0.7128540277,0.9932358265,-0.7772544622,0.9928795695,-0.8423991203,0.9931268096,-0.959028244,0.9944750071,-1.066797853,0.9957065582,-1.284327745,0.9973251224
-0.6573053598,0.9930588007,-0.6885936856,0.9929583669,-0.7512943745,0.9926108122,-0.8151598573,0.9929153919,-0.9298966527,0.9943754673,-1.03610611,0.9956646562,-1.250725746,0.9973239899
-0.6349676251,0.9927646518,-0.6651619673,0.9926638007,-0.7262217999,0.9923301935,-0.7888420224,0.992698729,-0.9017233849,0.994276762,-1.006395459,0.9956244826,-1.218136311,0.9973236322
-0.6133861542,0.9924523234,-0.6425302029,0.9923519492,-0.7020058036,0.9920378327,-0.7634136677,0.9924774766,-0.8744756579,0.9941795468,-0.977632761,0.9955862164,-1.186526537,0.9973241687
-0.5925353169,0.9921215177,-0.6206710935,0.9920225739,-0.6786168814,0.9917339683,-0.7388440967,0.9922522306,-0.8481218815,0.9940838814,-0.9497861266,0.995549798,-1.155864596,0.9973255396
-0.5723937154,0.9917719364,-0.5995613933,0.9916756749,-0.6560297012,0.9914188981,-0.7151068449,0.9920236468,-0.822634697,0.9939901829,-0.9228278399,0.9955152869,-1.126122355,0.9973276854
-0.5529382825,0.9914039373,-0.5791766047,0.9913110137,-0.6342176199,0.9910929799,-0.6921743155,0.9917921424,-0.7979854941,0.9938984513,-0.8967289329,0.9954828024,-1.097271085,0.9973305464
-0.5341456532,0.9910175204,-0.5594915748,0.9909288287,-0.6131537557,0.9907568097,-0.6700184941,0.991558373,-0.7741455436,0.9938092232,-0.8714604974,0.9954521656,-1.069281578,0.9973341227
-0.5159932971,0.9906128049,-0.5404824018,0.990529418,-0.5928120613,0.9904100299,-0.6486126184,0.9913229346,-0.7510872483,0.9937223792,-0.8469944596,0.995423317,-1.042125821,0.9973384142
-0.4984593987,0.9901898503,-0.5221257806,0.9901130199,-0.5731675625,0.9900535941,-0.6279306412,0.9910863042,-0.7287838459,0.9936382771,-0.8233038783,0.9953967929,-1.015776873,0.9973433614
-0.4815229774,0.9897488356,-0.5043992996,0.9896798134,-0.5541961193,0.9896883368,-0.607947588,0.9908489585,-0.7072095871,0.9935568571,-0.8003626466,0.9953718185,-0.990208447,0.9973489046
-0.4651636481,0.9892900586,-0.4872812927,0.9892300963,-0.5358744264,0.9893148541,-0.5886392593,0.990611434,-0.6863394976,0.9934784174,-0.7781455517,0.9953491092,-0.9653953314,0.9973550439
-0.4493618011,0.9888137579,-0.4707508087,0.988764286,-0.5181798339,0.9889340401,-0.5699822903,0.9903743863,-0.6661495566,0.9934030175,-0.7566282749,0.9953280687,-0.9413129687,0.9973617792
-0.4340984523,0.9883204699,-0.454787612,0.9882827401,-0.5010906458,0.9885464311,-0.5519540906,0.9901382327,-0.6466164589,0.9933306575,-0.7357872128,0.9953089356,-0.917937696,0.9973689318
