"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 0.000000000000000e+00, 0.000000000000000e+00, 1.175310462714048e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.411576620495254e+06, 9.646306481981012e+05, 2.859740047018147e+02, 0.000000000000000e+00, -1.109194279544532e+00, 1.000000000000000e+01, 0.000000000000000e+00, 0.000000000000000e+00, 4.708922051111322e+05, 0.000000000000000e+00
1, 3.125000000000000e-02, 0.000000000000000e+00, 1.175551892207256e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.420968472293222e+06, 9.683873889172886e+05, 2.870287657386490e+02, 0.000000000000000e+00, -5.571588540918363e-01, 1.000000000000000e+01, 1.577981212777929e+00, 0.000000000000000e+00, 4.262794166753184e+05, 1.110309294021967e+00
2, 6.250000000000000e-02, 0.000000000000000e+00, 1.175575303181160e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421051885949885e+06, 9.684207543799536e+05, 2.870329389921955e+02, 0.000000000000000e+00, -5.522559558738106e-01, 1.000000000000000e+01, 1.602313060335367e+00, 0.000000000000000e+00, 5.176989910676801e+05, 1.118847953294673e+00
3, 9.375000000000000e-02, 0.000000000000000e+00, 1.175569572574137e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421035381531360e+06, 9.684141526125435e+05, 2.870323814799652e+02, 0.000000000000000e+00, -5.532260546251931e-01, 1.000000000000000e+01, 1.596526439939732e+00, 0.000000000000000e+00, 5.000877212372533e+05, 1.116823090653000e+00
4, 1.250000000000000e-01, 0.000000000000000e+00, 1.175569481426877e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421035110246183e+06, 9.684140440984728e+05, 2.870323715719454e+02, 0.000000000000000e+00, -5.532420002588390e-01, 1.000000000000000e+01, 1.596310456716934e+00, 0.000000000000000e+00, 4.993879946891360e+05, 1.116747501097861e+00
5, 1.562500000000000e-01, 0.000000000000000e+00, 1.175569489414223e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421035133419419e+06, 9.684140533677674e+05, 2.870323723690846e+02, 0.000000000000000e+00, -5.532406381794862e-01, 1.000000000000000e+01, 1.596327819574689e+00, 0.000000000000000e+00, 4.994427273042549e+05, 1.116753578232659e+00
6, 1.875000000000000e-01, 0.000000000000000e+00, 1.175569489610987e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421035134006020e+06, 9.684140536024078e+05, 2.870323723905878e+02, 0.000000000000000e+00, -5.532406037001748e-01, 1.000000000000000e+01, 1.596328519070823e+00, 0.000000000000000e+00, 4.994449898151938e+05, 1.116753823001653e+00
7, 2.187500000000000e-01, 0.000000000000000e+00, 1.175569489601692e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421035133978794e+06, 9.684140535915175e+05, 2.870323723896294e+02, 0.000000000000000e+00, -5.532406053004539e-01, 1.000000000000000e+01, 1.596328488615114e+00, 0.000000000000000e+00, 4.994448937141710e+05, 1.116753812344190e+00
8, 2.500000000000000e-01, 0.000000000000000e+00, 1.175569489601391e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421035133977892e+06, 9.684140535911566e+05, 2.870323723895960e+02, 0.000000000000000e+00, -5.532406053534846e-01, 1.000000000000000e+01, 1.596328487306975e+00, 0.000000000000000e+00, 4.994448894946151e+05, 1.116753811886475e+00
9, 2.812500000000000e-01, 0.000000000000000e+00, 1.175569489601400e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421035133977917e+06, 9.684140535911667e+05, 2.870323723895968e+02, 0.000000000000000e+00, -5.532406053519964e-01, 1.000000000000000e+01, 1.596328487340874e+00, 0.000000000000000e+00, 4.994448896014288e+05, 1.116753811898337e+00
