"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 0.000000000000000e+00, 0.000000000000000e+00, 1.175302777671420e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.426683122758574e+06, 9.706732491034295e+05, 2.877672733113788e+02, 0.000000000000000e+00, -2.212624229283372e-01, 1.000000000000000e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.948683917085723e+05, 0.000000000000000e+00
1, 3.125000000000000e-02, 0.000000000000000e+00, 1.175558562235661e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430892878972047e+06, 9.723571515888185e+05, 2.882037629891730e+02, 0.000000000000000e+00, 2.617914795112725e-02, 1.000000000000000e+01, 1.592624002181375e+00, 0.000000000000000e+00, -4.821620357331802e+04, 1.115452089670336e+00
2, 6.250000000000000e-02, 0.000000000000000e+00, 1.175563209928250e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430909427001322e+06, 9.723637708005287e+05, 2.882045854571117e+02, 0.000000000000000e+00, 2.715181006057888e-02, 1.000000000000000e+01, 1.600861277680112e+00, 0.000000000000000e+00, -1.712478925081293e+04, 1.118335217670752e+00
3, 9.375000000000000e-02, 0.000000000000000e+00, 1.175562209397144e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430906489484256e+06, 9.723625957937023e+05, 2.882044824830706e+02, 0.000000000000000e+00, 2.697914831950818e-02, 1.000000000000000e+01, 1.598769129607274e+00, 0.000000000000000e+00, -2.352506016109769e+04, 1.117603733130233e+00
4, 1.250000000000000e-01, 0.000000000000000e+00, 1.175562203199336e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430906470526204e+06, 9.723625882104813e+05, 2.882044817549075e+02, 0.000000000000000e+00, 2.697803400076247e-02, 1.000000000000000e+01, 1.598745257249788e+00, 0.000000000000000e+00, -2.360292596047909e+04, 1.117595386285400e+00
5, 1.562500000000000e-01, 0.000000000000000e+00, 1.175562203653324e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430906471883130e+06, 9.723625887532519e+05, 2.882044818044814e+02, 0.000000000000000e+00, 2.697811375835676e-02, 1.000000000000000e+01, 1.598747090594042e+00, 0.000000000000000e+00, -2.359708782614413e+04, 1.117596027296375e+00
6, 1.875000000000000e-01, 0.000000000000000e+00, 1.175562203657046e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430906471894574e+06, 9.723625887578292e+05, 2.882044818049254e+02, 0.000000000000000e+00, 2.697811443095742e-02, 1.000000000000000e+01, 1.598747110831918e+00, 0.000000000000000e+00, -2.359702191626735e+04, 1.117596034371737e+00
7, 2.187500000000000e-01, 0.000000000000000e+00, 1.175562203656919e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430906471894190e+06, 9.723625887576756e+05, 2.882044818049110e+02, 0.000000000000000e+00, 2.697811440839370e-02, 1.000000000000000e+01, 1.598747110125510e+00, 0.000000000000000e+00, -2.359702416650932e+04, 1.117596034124771e+00
8, 2.500000000000000e-01, 0.000000000000000e+00, 1.175562203656918e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430906471894186e+06, 9.723625887576742e+05, 2.882044818049109e+02, 0.000000000000000e+00, 2.697811440818842e-02, 1.000000000000000e+01, 1.598747110117852e+00, 0.000000000000000e+00, -2.359702419132844e+04, 1.117596034122094e+00
9, 2.812500000000000e-01, 0.000000000000000e+00, 1.175562203656918e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.430906471894186e+06, 9.723625887576743e+05, 2.882044818049109e+02, 0.000000000000000e+00, 2.697811440820553e-02, 1.000000000000000e+01, 1.598747110117965e+00, 0.000000000000000e+00, -2.359702419099854e+04, 1.117596034122133e+00
