"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 0.000000000000000e+00, 0.000000000000000e+00, 1.175528621146969e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.391171496358281e+06, 9.564685985433121e+05, 2.835016638937867e+02, 0.000000000000000e+00, -2.308569187356148e+00, 1.000000000000000e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.291958890673144e+07, 0.000000000000000e+00
1, 3.906250000000000e-03, 0.000000000000000e+00, 1.175498365352172e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421619461406671e+06, 9.686477845626682e+05, 2.871190201705594e+02, 0.000000000000000e+00, -5.188949355443183e-01, 1.000000000000000e+01, 9.103913005178349e+00, 0.000000000000000e+00, 4.421522005135189e+06, 3.333552014066243e-01
2, 7.812500000000000e-03, 0.000000000000000e+00, 1.175596771330077e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421950431281304e+06, 9.687801725125213e+05, 2.871342243443071e+02, 0.000000000000000e+00, -4.994411473580079e-01, 1.000000000000000e+01, 1.277018328275682e+01, 0.000000000000000e+00, 3.628441669213620e+06, 3.948298048298524e-01
3, 1.171875000000000e-02, 0.000000000000000e+00, 1.175565432092827e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421859404667904e+06, 9.687437618671614e+05, 2.871310870723751e+02, 0.000000000000000e+00, -5.047915208878064e-01, 1.000000000000000e+01, 1.277831777175683e+01, 0.000000000000000e+00, 3.642026039106181e+06, 3.949502718556974e-01
4, 1.562500000000000e-02, 0.000000000000000e+00, 1.175565300632774e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421858963955490e+06, 9.687435855821957e+05, 2.871310669313713e+02, 0.000000000000000e+00, -5.048174251365477e-01, 1.000000000000000e+01, 1.277718621973208e+01, 0.000000000000000e+00, 3.640071115340194e+06, 3.949327624688650e-01
5, 1.953125000000000e-02, 0.000000000000000e+00, 1.175565313441165e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421859002240636e+06, 9.687436008962542e+05, 2.871310683419454e+02, 0.000000000000000e+00, -5.048151748074884e-01, 1.000000000000000e+01, 1.277718179123267e+01, 0.000000000000000e+00, 3.640059221350313e+06, 3.949326961796424e-01
6, 2.343750000000000e-02, 0.000000000000000e+00, 1.175565313488621e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421859002396109e+06, 9.687436009584434e+05, 2.871310683487869e+02, 0.000000000000000e+00, -5.048151656690799e-01, 1.000000000000000e+01, 1.277718207518204e+01, 0.000000000000000e+00, 3.640059518902925e+06, 3.949327005759403e-01
7, 2.734375000000000e-02, 0.000000000000000e+00, 1.175565313486286e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421859002389243e+06, 9.687436009556970e+05, 2.871310683485431e+02, 0.000000000000000e+00, -5.048151660726438e-01, 1.000000000000000e+01, 1.277718207641188e+01, 0.000000000000000e+00, 3.640059521260328e+06, 3.949327005945550e-01
8, 3.125000000000000e-02, 0.000000000000000e+00, 1.175565313486277e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421859002389215e+06, 9.687436009556857e+05, 2.871310683485420e+02, 0.000000000000000e+00, -5.048151660743031e-01, 1.000000000000000e+01, 1.277718207636461e+01, 0.000000000000000e+00, 3.640059521215925e+06, 3.949327005938229e-01
9, 3.515625000000000e-02, 0.000000000000000e+00, 1.175565313486278e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.421859002389216e+06, 9.687436009556862e+05, 2.871310683485420e+02, 0.000000000000000e+00, -5.048151660742346e-01, 1.000000000000000e+01, 1.277718207636440e+01, 0.000000000000000e+00, 3.640059521215954e+06, 3.949327005938197e-01
