"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 0.000000000000000e+00, 0.000000000000000e+00, 1.175341752383728e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.435191723822782e+06, 9.740766895291127e+05, 2.887666865416748e+02, 0.000000000000000e+00, 2.788571817595515e-01, 1.000000000000000e+01, 0.000000000000000e+00, 0.000000000000000e+00, 3.799811713815598e+04, 0.000000000000000e+00
1, 3.125000000000000e-02, 0.000000000000000e+00, 1.175562602818068e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436367201355666e+06, 9.745468805422662e+05, 2.888517992978329e+02, 0.000000000000000e+00, 3.479495454312141e-01, 1.000000000000000e+01, 1.599993629689834e+00, 0.000000000000000e+00, -3.133762615841058e+05, 1.118031825626640e+00
2, 6.250000000000000e-02, 0.000000000000000e+00, 1.175562828882484e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079339581e+06, 9.745472317358322e+05, 2.888518478430755e+02, 0.000000000000000e+00, 3.480011516782538e-01, 1.000000000000000e+01, 1.599999986887977e+00, 0.000000000000000e+00, -3.133578402511115e+05, 1.118034154243345e+00
3, 9.375000000000000e-02, 0.000000000000000e+00, 1.175562829055259e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079962744e+06, 9.745472319850975e+05, 2.888518478745036e+02, 0.000000000000000e+00, 3.480011883066268e-01, 1.000000000000000e+01, 1.599999999914836e+00, 0.000000000000000e+00, -3.133578037317483e+05, 1.118034158876902e+00
4, 1.250000000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963183e+06, 9.745472319852732e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324408e-01, 1.000000000000000e+01, 1.599999999939043e+00, 0.000000000000000e+00, -3.133578036568341e+05, 1.118034158885419e+00
5, 1.562500000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
6, 1.875000000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
7, 2.187500000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
8, 2.500000000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
9, 2.812500000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
10, 3.125000000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
11, 3.437500000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
12, 3.750000000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
13, 4.062500000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
14, 4.375000000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
15, 4.687500000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
16, 5.000000000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
17, 5.312500000000000e-01, 0.000000000000000e+00, 1.175562829055384e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.436368079963184e+06, 9.745472319852734e+05, 2.888518478745250e+02, 0.000000000000000e+00, 3.480011883324750e-01, 1.000000000000000e+01, 1.599999999939088e+00, 0.000000000000000e+00, -3.133578036567072e+05, 1.118034158885435e+00
