"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 0.000000000000000e+00, 0.000000000000000e+00, 1.175306515027589e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.418277197950661e+06, 9.673108791802641e+05, 2.867695480896446e+02, 0.000000000000000e+00, -7.153469099369192e-01, 1.000000000000000e+01, 0.000000000000000e+00, 0.000000000000000e+00, 3.486609233189555e+05, 0.000000000000000e+00
1, 3.125000000000000e-02, 0.000000000000000e+00, 1.175554670281158e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425374991184798e+06, 9.701499964739190e+05, 2.875505207899608e+02, 0.000000000000000e+00, -2.981519422065098e-01, 1.000000000000000e+01, 1.584550413041077e+00, 0.000000000000000e+00, 2.161466023097614e+05, 1.112619339833731e+00
2, 6.250000000000000e-02, 0.000000000000000e+00, 1.175568058312640e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425422674972467e+06, 9.701690699889865e+05, 2.875528992899726e+02, 0.000000000000000e+00, -2.953491786430397e-01, 1.000000000000000e+01, 1.601703850874651e+00, 0.000000000000000e+00, 2.807273970412572e+05, 1.118631789590489e+00
3, 9.375000000000000e-02, 0.000000000000000e+00, 1.175564872667167e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425413441677436e+06, 9.701653766709742e+05, 2.875525838426465e+02, 0.000000000000000e+00, -2.958918943992354e-01, 1.000000000000000e+01, 1.597500342577540e+00, 0.000000000000000e+00, 2.679045729231553e+05, 1.117161444083410e+00
4, 1.250000000000000e-01, 0.000000000000000e+00, 1.175564835466314e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425413329867940e+06, 9.701653319471759e+05, 2.875525796863436e+02, 0.000000000000000e+00, -2.958984663515901e-01, 1.000000000000000e+01, 1.597393222814947e+00, 0.000000000000000e+00, 2.675566686222494e+05, 1.117123970367234e+00
5, 1.562500000000000e-01, 0.000000000000000e+00, 1.175564838651456e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425413339207679e+06, 9.701653356830714e+05, 2.875525800145346e+02, 0.000000000000000e+00, -2.958979173792716e-01, 1.000000000000000e+01, 1.597402028880699e+00, 0.000000000000000e+00, 2.675845619177059e+05, 1.117127051101658e+00
6, 1.875000000000000e-01, 0.000000000000000e+00, 1.175564838706313e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425413339373135e+06, 9.701653357492535e+05, 2.875525800207322e+02, 0.000000000000000e+00, -2.958979076541210e-01, 1.000000000000000e+01, 1.597402260479460e+00, 0.000000000000000e+00, 2.675853128781971e+05, 1.117127132110853e+00
7, 2.187500000000000e-01, 0.000000000000000e+00, 1.175564838703790e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425413339365646e+06, 9.701653357462580e+05, 2.875525800204616e+02, 0.000000000000000e+00, -2.958979080942931e-01, 1.000000000000000e+01, 1.597402250260233e+00, 0.000000000000000e+00, 2.675852804726420e+05, 1.117127128536298e+00
8, 2.500000000000000e-01, 0.000000000000000e+00, 1.175564838703736e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425413339365482e+06, 9.701653357461926e+05, 2.875525800204554e+02, 0.000000000000000e+00, -2.958979081039070e-01, 1.000000000000000e+01, 1.597402249986090e+00, 0.000000000000000e+00, 2.675852795864368e+05, 1.117127128440413e+00
9, 2.812500000000000e-01, 0.000000000000000e+00, 1.175564838703738e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.425413339365486e+06, 9.701653357461941e+05, 2.875525800204554e+02, 0.000000000000000e+00, -2.958979081036847e-01, 1.000000000000000e+01, 1.597402249993168e+00, 0.000000000000000e+00, 2.675852796089212e+05, 1.117127128442888e+00
