N,sqrt(1/N),Mesh,Cl,Cd,Cdp,Cdv
1060864,0.00097089,2369x449,0.156418177699268,0.0101038463971058,0.001596,0.008508
265216,0.00194178,1185x225,0.156469629869359,0.0100663465292416,0.001621,0.008446
66304,0.00388356,593x113,0.156757584247859,0.0101446398048403,0.001855,0.008289
16576,0.00776712,297x57,0.158213044540983,0.0116964848865524,0.003658,0.008039
4144,0.0155342,149x29,0.155948343115723,0.023352634368207,0.015006,0.008346
