N,sqrt(1/N),Mesh,x1,x2,x3,x4,x5,x6,x7
1060864,0.00097089,2369x449,0.32319915766396357,0.5107429450871708,0.692669357535844,0.7755863915044191,0.8427236636680794,0.872578105574263,0.9030409835545977
265216,0.00194178,1185x225,0.3213677632080816,0.5111091178594053,0.6932737985439495,0.7769553882769858,0.844727002021186,0.8747312589040765,0.9051893927434822
66304,0.00388356,593x113,0.31747644403393266,0.5120217719706319,0.6952732042539177,0.7798990028776493,0.8480552665745449,0.8780464770698804,0.9083377544789787
16576,0.00776712,297x57,0.3100341665858407,0.5167025536491195,0.7036134664301004,0.7876737759396703,0.8544023029085485,0.8838055520432164,0.9133699147007511
4144,0.0155342,149x29,0.2851040805411074,0.5422090528167328,0.741871841877567,0.8200670823177808,0.8811734901711962,0.9068977828611972,0.9331711474408291
