"Density","Diffusivity_0","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_Species_0","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Species_0","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.8279,5.8291e-06,0.00015128,1680,0,8.04e-06,10119,-63.099,-0.024577,-1.0416e-11,1.3878e-17,1.5015e-20,-1.8694e-15,8.1519e-16,-1.31e-15,0,0,0,0,1,0.30029,0.83751,65.412,0.022555,0,0,1,0,0,0,0
1.8279,5.8291e-06,0.00015526,1680,0,8.04e-06,10191,-47.095,-0.018343,-4.7227e-13,6.5154e-17,3.5607e-20,-9.2633e-17,4.0845e-15,9.7838e-15,0,0,0,0,1,0.30772,0.86559,65.308,0.025168,0,0,1,0.0004208,0.0004208,0,0
1.8279,5.8291e-06,0.00015938,1680,0,8.04e-06,10262,-40.009,-0.015583,-2.1447e-13,2.3898e-16,5.7428e-18,-4.9116e-17,1.7444e-14,3.7638e-14,0,0,0,0,1,0.3154,0.89475,65.219,0.028416,0,0,1,0.0008416,0.0008416,0,0
1.8279,5.8291e-06,0.00016366,1680,0,8.04e-06,10334,-32.284,-0.012574,-3.5553e-13,3.728e-16,2.7452e-18,-7.5266e-17,2.4572e-14,5.7249e-14,0,0,0,0,1,0.32339,0.92525,65.126,0.028583,0,0,1,0.0012624,0.0012624,0,0
1.8279,5.8291e-06,0.0001681,1680,0,8.04e-06,10407,-24.689,-0.0096163,-3.4645e-13,5.3023e-16,-3.4593e-18,-9.5076e-17,3.7199e-14,8.0462e-14,0,0,0,0,1,0.33168,0.95707,65.038,0.026567,0,0,1,0.0016832,0.0016832,0,0
1.8279,5.8291e-06,0.00017272,1680,0,8.04e-06,10481,-17.872,-0.0069612,-2.9837e-13,7.1088e-16,2.6609e-19,-9.3833e-17,4.7086e-14,1.0285e-13,0,0,0,0,1,0.3403,0.99041,64.959,0.023503,0,0,1,0.002104,0.002104,0,0
1.8279,5.8291e-06,0.0001775,1680,0,8.04e-06,10556,-12.029,-0.0046851,-2.8853e-13,8.6554e-16,-1.7297e-19,-8.1172e-17,5.8675e-14,1.2369e-13,0,0,0,0,1,0.34923,1.0251,64.89,0.020369,0,0,1,0.0025248,0.0025248,0,0
1.8279,5.8291e-06,0.00018246,1680,0,8.04e-06,10632,-7.2438,-0.0028214,-1.2428e-13,1.0031e-15,1.1645e-19,-6.4427e-17,6.7755e-14,1.4136e-13,0,0,0,0,1,0.35849,1.0613,64.83,0.01759,0,0,1,0.0029456,0.0029456,0,0
1.8279,5.8291e-06,0.00018759,1680,0,8.04e-06,10708,-3.4072,-0.0013271,1.3617e-13,1.1284e-15,3.9956e-19,-3.1588e-17,7.5814e-14,1.5592e-13,0,0,0,0,1,0.36807,1.099,64.778,0.015311,0,0,1,0.0033664,0.0033664,0,0
1.8279,5.8291e-06,0.00019286,1680,0,8.04e-06,10785,-0.29705,-0.0001157,4.1142e-13,1.2402e-15,-2.6522e-18,1.4805e-17,8.3674e-14,1.6855e-13,0,0,0,0,1,0.37791,1.138,64.732,0.013476,0,0,1,0.0037872,0.0037872,0,0
1.8279,5.8291e-06,0.00019839,1680,0,8.04e-06,10863,1.8522,0.00072142,6.5542e-13,1.3278e-15,2.6419e-19,5.2683e-17,8.9449e-14,1.7797e-13,0,0,0,0,1,0.38822,1.1791,64.692,0.012297,0,0,1,0.004208,0.004208,0,0
1.8279,5.8291e-06,0.00020406,1680,0,8.04e-06,10941,3.61,0.0014061,9.2392e-13,1.403e-15,1.3833e-18,1.0029e-16,9.4141e-14,1.8566e-13,0,0,0,0,1,0.39881,1.2216,64.653,0.011398,0,0,1,0.0046288,0.0046288,0,0
1.8279,5.8291e-06,0.0002099,1680,0,8.04e-06,11019,4.933,0.0019214,1.2196e-12,1.4644e-15,5.0659e-19,1.5869e-16,9.7629e-14,1.9142e-13,0,0,0,0,1,0.40971,1.2655,64.617,0.010811,0,0,1,0.0050496,0.0050496,0,0
1.8279,5.8291e-06,0.00021597,1680,0,8.04e-06,11098,5.8947,0.0022959,1.5581e-12,1.499e-15,1.0725e-19,2.2098e-16,9.9657e-14,1.9487e-13,0,0,0,0,1,0.42104,1.3115,64.582,0.010489,0,0,1,0.0054704,0.0054704,0,0
1.8279,5.8291e-06,0.00022219,1680,0,8.04e-06,11176,6.6253,0.0025805,1.9241e-12,1.5164e-15,1.3243e-20,2.8577e-16,1.0075e-13,1.9684e-13,0,0,0,0,1,0.43265,1.3588,64.548,0.010337,0,0,1,0.0058912,0.0058912,0,0
1.8279,5.8291e-06,0.00022859,1680,0,8.04e-06,11255,7.2015,0.002805,2.1987e-12,1.5232e-15,1.0592e-19,3.4889e-16,1.0114e-13,1.9726e-13,0,0,0,0,1,0.44461,1.4078,64.514,0.010304,0,0,1,0.006312,0.006312,0,0
1.8279,5.8291e-06,0.00023527,1680,0,8.04e-06,11334,7.5619,0.0029453,2.3457e-12,1.5151e-15,4.5944e-19,4.0968e-16,1.0054e-13,1.9553e-13,0,0,0,0,1,0.45706,1.4593,64.479,0.010435,0,0,1,0.0067328,0.0067328,0,0
1.8279,5.8291e-06,0.00024194,1680,0,8.04e-06,11413,7.9223,0.0030857,2.4927e-12,1.5071e-15,8.1296e-19,4.7047e-16,9.9947e-14,1.938e-13,0,0,0,0,1,0.46952,1.5107,64.444,0.010566,0,0,1,0.0071536,0.0071536,0,0
1.8279,5.8291e-06,0.00024907,1680,0,8.04e-06,11491,8.1204,0.0031629,2.753e-12,1.477e-15,-8.8264e-19,5.4403e-16,9.7912e-14,1.8942e-13,0,0,0,0,1,0.48283,1.5664,64.408,0.01084,0,0,1,0.0075744,0.0075744,0,0
1.8279,5.8291e-06,0.00025629,1680,0,8.04e-06,11569,8.2869,0.0032277,3.0353e-12,1.4427e-15,-2.9762e-18,6.2006e-16,9.5598e-14,1.8453e-13,0,0,0,0,1,0.49631,1.6228,64.371,0.011143,0,0,1,0.0079952,0.0079952,0,0
1.8279,5.8291e-06,0.00026351,1680,0,8.04e-06,11648,8.4534,0.0032926,3.3175e-12,1.4084e-15,-5.0697e-18,6.961e-16,9.3284e-14,1.7964e-13,0,0,0,0,1,0.50979,1.6793,64.334,0.011446,0,0,1,0.008416,0.008416,0,0
1.8279,5.8291e-06,0.00027126,1680,0,8.04e-06,11725,8.5602,0.0033342,3.522e-12,1.3518e-15,-2.8471e-18,7.7428e-16,8.9378e-14,1.7236e-13,0,0,0,0,1,0.52424,1.7407,64.293,0.011837,0,0,1,0.0088368,0.0088368,0,0
1.8279,5.8291e-06,0.00027913,1680,0,8.04e-06,11802,8.6524,0.0033701,3.7073e-12,1.2896e-15,4.385e-19,8.5298e-16,8.5081e-14,1.6449e-13,0,0,0,0,1,0.53894,1.8033,64.252,0.01225,0,0,1,0.0092576,0.0092576,0,0
1.8279,5.8291e-06,0.000287,1680,0,8.04e-06,11879,8.7445,0.003406,3.8926e-12,1.2274e-15,3.7241e-18,9.3169e-16,8.0783e-14,1.5663e-13,0,0,0,0,0.99999,0.55364,1.866,64.211,0.012664,0,0,1,0.0096784,0.0096784,0,0
