"Density","Diffusivity_0","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_Species_0","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Species_0","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.4549,1.0583e-05,0.0053738,1350.7,0,1.2294e-05,9233.7,14.07,0.0054803,-1.279e-13,4.7474e-17,2.0305e-15,6.0571e-16,1.3696e-15,5.9523e-15,0,0,0,0,0.50889,8.0784,33.907,34.143,0.0559,0,0,1,0,0.0789,0,0
1.4541,1.0601e-05,0.0053914,1349.7,0,1.2307e-05,9230.6,12.973,0.0050531,-1.2954e-13,3.8539e-17,1.6947e-15,1.5718e-16,1.2511e-15,5.0211e-15,0,0,0,0,0.50753,8.0996,34.03,34.029,0.072404,0,0,1,0.0001052,0.0789,0.0001052,0
1.4532,1.062e-05,0.0054091,1348.8,0,1.2321e-05,9227.6,11.877,0.0046259,-1.3119e-13,2.9603e-17,1.359e-15,-2.9134e-16,1.1326e-15,4.09e-15,0,0,0,0,0.50618,8.1208,34.154,33.916,0.088908,0,0,1,0.0002104,0.0789,0.0002104,0
1.4524,1.0638e-05,0.0054268,1347.9,0,1.2335e-05,9224.5,10.78,0.0041987,-1.3283e-13,2.0667e-17,1.0232e-15,-7.3987e-16,1.0141e-15,3.1588e-15,0,0,0,0,0.50482,8.1421,34.277,33.802,0.10541,0,0,1,0.0003156,0.0789,0.0003156,0
1.4516,1.0656e-05,0.0054445,1347,0,1.2349e-05,9221.4,9.683,0.0037715,-1.3448e-13,1.1732e-17,6.8747e-16,-1.1884e-15,8.9564e-16,2.2276e-15,0,0,0,0,0.50346,8.1633,34.4,33.688,0.12192,0,0,1,0.0004208,0.0789,0.0004208,0
1.4507,1.0674e-05,0.0054622,1346.1,0,1.2362e-05,9218.4,8.5862,0.0033443,-1.3612e-13,2.796e-18,3.5171e-16,-1.6369e-15,7.7716e-16,1.2964e-15,0,0,0,0,0.50211,8.1846,34.523,33.575,0.13842,0,0,1,0.000526,0.0789,0.000526,0
1.4495,1.0701e-05,0.0054837,1344.8,0,1.2383e-05,9236.1,8.2747,0.0032229,-7.4098e-14,1.7847e-18,4.213e-16,-1.1343e-15,3.9988e-16,9.8752e-16,0,0,0,0,0.50009,8.2085,34.76,33.411,0.15397,0,0,1,0.0006312,0.0789,0.0006312,0
1.4483,1.0729e-05,0.0055052,1343.4,0,1.2404e-05,9254.4,7.9871,0.003111,-1.0124e-14,1.0159e-18,5.0328e-16,-6.0268e-16,1.4689e-17,6.9771e-16,0,0,0,0,0.49805,8.2326,34.999,33.247,0.16949,0,0,1,0.0007364,0.0789,0.0007364,0
1.4471,1.0756e-05,0.0055268,1342,0,1.2424e-05,9272.7,7.6996,0.002999,5.385e-14,2.4715e-19,5.8526e-16,-7.102e-17,-3.705e-16,4.0791e-16,0,0,0,0,0.49602,8.2567,35.239,33.082,0.18501,0,0,1,0.0008416,0.0789,0.0008416,0
1.4458,1.0784e-05,0.0055483,1340.7,0,1.2445e-05,9291,7.4121,0.002887,1.1782e-13,-5.2164e-19,6.6725e-16,4.6063e-16,-7.557e-16,1.181e-16,0,0,0,0,0.49398,8.2808,35.479,32.917,0.20053,0,0,1,0.0009468,0.0789,0.0009468,0
1.4443,1.082e-05,0.0055716,1338.9,0,1.2472e-05,9310.2,6.9516,0.0027076,-5.0403e-14,-3.5609e-19,6.6447e-16,1.5502e-16,-2.7171e-16,8.7711e-17,0,0,0,0,0.49134,8.3046,35.745,32.709,0.21585,0,0,1,0.001052,0.0789,0.001052,0
1.4427,1.0857e-05,0.0055949,1337.1,0,1.25e-05,9329.5,6.4814,0.0025245,-2.3174e-13,-1.3777e-19,6.5691e-16,-1.9787e-16,2.6136e-16,7.1964e-17,0,0,0,0,0.48867,8.3284,36.014,32.498,0.23116,0,0,1,0.0011572,0.0789,0.0011572,0
1.441,1.0893e-05,0.0056182,1335.3,0,1.2527e-05,9348.7,6.0111,0.0023413,-4.1308e-13,8.056e-20,6.4935e-16,-5.5076e-16,7.9442e-16,5.6216e-17,0,0,0,0,0.486,8.3522,36.282,32.288,0.24646,0,0,1,0.0012624,0.0789,0.0012624,0
1.4393,1.0935e-05,0.0056402,1333.3,0,1.2558e-05,9365.2,5.5401,0.0021579,-3.384e-13,-2.7214e-19,6.3519e-16,-1.139e-15,4.7273e-16,1.974e-17,0,0,0,0,0.483,8.3725,36.538,32.055,0.26078,0,0,1,0.0013676,0.0789,0.0013676,0
1.4374,1.0978e-05,0.0056617,1331.2,0,1.259e-05,9380.7,5.0688,0.0019743,-1.6786e-13,-8.3868e-19,6.1858e-16,-1.8153e-15,-1.6903e-16,-2.4499e-17,0,0,0,0,0.47988,8.3913,36.789,31.815,0.27473,0,0,1,0.0014728,0.0789,0.0014728,0
1.4355,1.1022e-05,0.0056827,1329.1,0,1.2623e-05,9395.4,4.6043,0.0017933,1.3037e-14,-1.1298e-18,5.9658e-16,-1.932e-15,-6.8609e-16,-5.9263e-17,0,0,0,0,0.47671,8.4092,37.035,31.571,0.28846,0,0,1,0.001578,0.0789,0.001578,0
1.4335,1.1071e-05,0.0057007,1326.8,0,1.2659e-05,9406.2,4.1772,0.001627,2.5152e-13,1.1125e-19,5.447e-16,1.0648e-15,-5.0933e-16,-4.1308e-17,0,0,0,0,0.47327,8.4214,37.252,31.31,0.30099,0,0,1,0.0016832,0.0789,0.0016832,0
1.4314,1.112e-05,0.0057184,1324.4,0,1.2695e-05,9416.5,3.7545,0.0014624,4.1302e-13,1.1299e-18,5.0024e-16,3.4158e-15,-3.0807e-16,-1.9841e-17,0,0,0,0,0.46981,8.433,37.466,31.048,0.3134,0,0,1,0.0017884,0.0789,0.0017884,0
1.4293,1.1172e-05,0.0057326,1322,0,1.2733e-05,9422.8,3.3745,0.0013143,-1.8366e-13,-4.1721e-20,5.2901e-16,-5.9192e-16,1.3441e-16,3.6224e-17,0,0,0,0,0.46614,8.4384,37.644,30.774,0.32468,0,0,1,0.0018936,0.0789,0.0018936,0
1.4271,1.1225e-05,0.0057452,1319.5,0,1.2772e-05,9427.3,3.0126,0.0011734,-3.763e-13,-9.7431e-19,5.4337e-16,-2.4571e-15,5.3464e-16,1.2139e-17,0,0,0,0,0.4624,8.4411,37.807,30.495,0.33552,0,0,1,0.0019988,0.0789,0.0019988,0
1.4248,1.1281e-05,0.0057554,1316.9,0,1.2812e-05,9429.3,2.6778,0.001043,8.9477e-14,-1.3625e-18,5.5649e-16,-3.7094e-16,5.0049e-16,-8.0012e-17,0,0,0,0,0.45855,8.4397,37.944,30.211,0.34569,0,0,1,0.002104,0.0789,0.002104,0
1.4225,1.1338e-05,0.0057626,1314.2,0,1.2854e-05,9428.3,2.3745,0.00092487,1.272e-12,-1.9748e-19,6.8981e-16,8.0297e-15,-1.7795e-15,3.2668e-17,0,0,0,0,0.45458,8.4333,38.052,29.921,0.3551,0,0,1,0.0022092,0.0789,0.0022092,0
1.4202,1.1398e-05,0.0057667,1311.5,0,1.2897e-05,9424.3,2.1016,0.00081856,-1.2821e-12,-9.2136e-19,7.5478e-16,-5.1171e-15,5.8897e-16,-4.4437e-17,0,0,0,0,0.45051,8.4219,38.128,29.626,0.36377,0,0,1,0.0023144,0.0789,0.0023144,0
1.4178,1.1459e-05,0.0057679,1308.7,0,1.2941e-05,9417.7,1.8554,0.00072267,2.9682e-12,6.6175e-19,1.1691e-15,3.353e-15,-5.5193e-16,-8.0082e-17,0,0,0,0,0.44635,8.406,38.177,29.326,0.37181,0,0,1,0.0024196,0.0789,0.0024196,0
1.4153,1.1522e-05,0.0057658,1305.9,0,1.2986e-05,9408.1,1.6398,0.0006387,2.2824e-12,-1.1352e-18,1.5999e-15,1.8172e-14,1.7822e-15,5.8561e-17,0,0,0,0,0.44209,8.3848,38.191,29.023,0.37912,0,0,1,0.0025248,0.0789,0.0025248,0
1.4128,1.1586e-05,0.0057605,1302.9,0,1.3032e-05,9395.6,1.9462,0.00075803,-1.1027e-11,1.2029e-18,-4.4813e-16,-6.6663e-14,2.0598e-14,2.8056e-16,0,0,0,0,0.43775,8.3585,38.173,28.716,0.38635,0,0,1,0.00263,0.0789,0.00263,0
1.4103,1.1652e-05,0.0057514,1300,0,1.308e-05,9380.1,1.9618,0.00076411,-2.2608e-12,7.5535e-20,1.7057e-16,-1.1612e-14,1.9882e-15,5.5731e-17,0,0,0,0,0.43334,8.3266,38.119,28.41,0.39164,0,0,1,0.0027352,0.0789,0.0027352,0
1.4077,1.172e-05,0.0057392,1297,0,1.3128e-05,9362.2,1.8889,0.00073571,1.2283e-13,4.7192e-19,1.5083e-16,3.666e-15,8.4557e-16,-5.8802e-17,0,0,0,0,0.42885,8.2898,38.034,28.102,0.39669,0,0,1,0.0028404,0.0789,0.0028404,0
1.4052,1.1789e-05,0.0057238,1293.9,0,1.3177e-05,9341.8,1.7882,0.00069649,2.2711e-13,9.91e-19,1.5371e-16,1.7147e-15,5.8346e-16,-8.6362e-17,0,0,0,0,0.4243,8.2483,37.919,27.793,0.40128,0,0,1,0.0029456,0.0789,0.0029456,0
1.4026,1.186e-05,0.0057052,1290.8,0,1.3226e-05,9319.1,1.683,0.00065554,-7.1966e-14,1.0386e-18,1.7224e-16,-1.9539e-15,-9.6001e-16,-7.6338e-17,0,0,0,0,0.41968,8.202,37.774,27.482,0.4053,0,0,1,0.0030508,0.0789,0.0030508,0
1.3999,1.1932e-05,0.0056834,1287.7,0,1.3277e-05,9294.2,1.5783,0.00061476,-1.4178e-13,7.8988e-19,1.0597e-16,-8.5724e-16,-9.0966e-16,-4.9292e-17,0,0,0,0,0.415,8.151,37.598,27.17,0.40875,0,0,1,0.003156,0.0789,0.003156,0
1.3973,1.2006e-05,0.0056583,1284.5,0,1.3329e-05,9266.9,1.4751,0.00057453,1.1244e-13,8.1305e-19,9.4999e-17,2.3168e-15,1.4655e-15,6.1427e-18,0,0,0,0,0.41026,8.0952,37.393,26.858,0.41163,0,0,1,0.0032612,0.0789,0.0032612,0
1.3946,1.2081e-05,0.0056297,1281.3,0,1.3381e-05,9237.2,1.3737,0.00053504,6.0687e-15,-3.1664e-19,1.1501e-16,-4.4515e-16,-1.9821e-16,-1.3443e-16,0,0,0,0,0.40545,8.0343,37.154,26.546,0.41389,0,0,1,0.0033664,0.0789,0.0033664,0
1.3919,1.2158e-05,0.0055976,1278,0,1.3434e-05,9205.2,1.2742,0.00049631,-6.7823e-13,6.639e-19,8.7903e-17,4.9195e-16,-7.1607e-17,8.6812e-19,0,0,0,0,0.40059,7.9683,36.884,26.234,0.41557,0,0,1,0.0034716,0.0789,0.0034716,0
1.3891,1.2237e-05,0.0055623,1274.7,0,1.3488e-05,9171.1,1.1767,0.00045831,1.9423e-13,1.0605e-18,2.3223e-17,-6.7515e-16,-3.2479e-16,-3.28e-17,0,0,0,0,0.39567,7.898,36.585,25.922,0.41672,0,0,1,0.0035768,0.0789,0.0035768,0
1.3864,1.2317e-05,0.005524,1271.4,0,1.3543e-05,9135,1.081,0.00042106,4.7286e-13,1.0332e-18,-3.8837e-17,-7.9316e-16,6.5126e-17,-1.0466e-16,0,0,0,0,0.3907,7.8233,36.259,25.61,0.41735,0,0,1,0.003682,0.0789,0.003682,0
1.3836,1.2398e-05,0.0054826,1268,0,1.3599e-05,9096.9,0.98739,0.00038458,-2.2752e-13,1.3287e-18,-6.1431e-17,-7.9971e-16,6.4788e-16,-1.0447e-16,0,0,0,0,0.38568,7.7444,35.906,25.3,0.41749,0,0,1,0.0037872,0.0789,0.0037872,0
1.3809,1.2481e-05,0.0054382,1264.6,0,1.3655e-05,9056.9,0.89579,0.0003489,-3.7036e-13,1.9687e-18,-3.7891e-17,-2.4695e-15,-8.926e-18,-4.4497e-17,0,0,0,0,0.38061,7.6614,35.527,24.99,0.41715,0,0,1,0.0038924,0.0789,0.0038924,0
1.3781,1.2565e-05,0.0053907,1261.2,0,1.3712e-05,9014.9,0.80639,0.00031408,3.8703e-13,1.9072e-19,-3.1913e-17,7.3352e-15,-5.3716e-16,3.1475e-17,0,0,0,0,0.37549,7.5742,35.122,24.682,0.4163,0,0,1,0.0039976,0.0789,0.0039976,0
1.3753,1.2651e-05,0.0053398,1257.7,0,1.377e-05,8970.8,0.71965,0.0002803,6.3814e-14,6.7189e-21,-1.1926e-16,-3.0588e-15,-5.4901e-16,-1.0946e-16,0,0,0,0,0.37033,7.4825,34.687,24.375,0.41492,0,0,1,0.0041028,0.0789,0.0041028,0
1.3725,1.2738e-05,0.0052861,1254.2,0,1.3828e-05,8924.9,0.63591,0.00024768,-1.9849e-13,1.4437e-18,-1.5705e-16,-1.5555e-15,1.0654e-15,-6.1022e-17,0,0,0,0,0.36512,7.3871,34.229,24.069,0.4131,0,0,1,0.004208,0.0789,0.004208,0
1.3696,1.2827e-05,0.0052297,1250.7,0,1.3888e-05,8877.2,0.55967,0.00021799,2.6588e-14,1.1057e-18,-1.8904e-16,1.1236e-15,3.0475e-16,-4.1556e-17,0,0,0,0,0.35987,7.2881,33.749,23.766,0.41088,0,0,1,0.0043132,0.0789,0.0043132,0
1.3668,1.2917e-05,0.0051706,1247.2,0,1.3947e-05,8827.8,0.51875,0.00020205,7.2605e-14,-6.391e-18,-7.951e-17,7.2168e-16,-1.6608e-15,4.0478e-15,0,0,0,0,0.35458,7.1857,33.247,23.464,0.40838,0,0,1,0.0044184,0.0789,0.0044184,0
1.3639,1.3009e-05,0.0051091,1243.6,0,1.4008e-05,8776.9,0.67447,0.0002627,1.6936e-12,-1.4099e-18,-2.0182e-15,1.1696e-14,6.7376e-15,1.9077e-17,0,0,0,0,0.34924,7.0802,32.726,23.163,0.40532,0,0,1,0.0045236,0.0789,0.0045236,0
1.3611,1.3102e-05,0.0050442,1240,0,1.4069e-05,8723.3,0.61735,0.00024045,-1.3144e-14,-1.8674e-18,-1.2305e-15,2.9473e-15,5.8784e-15,1.5134e-17,0,0,0,0,0.34385,6.9705,32.177,22.862,0.40169,0,0,1,0.0046288,0.0789,0.0046288,0
1.3582,1.3197e-05,0.0049767,1236.3,0,1.4132e-05,8667.8,0.51307,0.00019984,7.4757e-13,-1.7802e-18,-1.0786e-15,6.978e-15,-1.2483e-15,1.0659e-16,0,0,0,0,0.33842,6.8574,31.606,22.564,0.39774,0,0,1,0.004734,0.0789,0.004734,0
1.3553,1.3294e-05,0.0049066,1232.7,0,1.4194e-05,8610.3,0.39928,0.00015552,4.7942e-13,-1.3423e-18,-1.0616e-15,-2.0383e-16,1.656e-15,8.6522e-17,0,0,0,0,0.33296,6.7414,31.016,22.269,0.39341,0,0,1,0.0048392,0.0789,0.0048392,0
1.3524,1.3392e-05,0.0048342,1229,0,1.4258e-05,8550.9,0.27686,0.00010784,-4.5501e-13,-4.2718e-19,-1.0421e-15,-6.8245e-16,-5.9273e-16,9.1452e-17,0,0,0,0,0.32746,6.6227,30.409,21.978,0.3887,0,0,1,0.0049444,0.0789,0.0049444,0
1.3496,1.3492e-05,0.0047595,1225.3,0,1.4322e-05,8489.7,0.1466,5.7101e-05,2.7406e-13,-7.8059e-19,-9.9907e-16,9.6108e-16,2.9645e-16,4.9205e-17,0,0,0,0,0.32193,6.5012,29.784,21.689,0.38363,0,0,1,0.0050496,0.0789,0.0050496,0
1.3467,1.3593e-05,0.0046827,1221.5,0,1.4387e-05,8426.8,0.009476,3.6909e-06,2.362e-13,-1.0144e-18,-1.0493e-15,-3.8442e-16,-7.233e-16,5.5285e-17,0,0,0,0,0.31636,6.3775,29.144,21.405,0.37823,0,0,1,0.0051548,0.0789,0.0051548,0
1.3438,1.3695e-05,0.004604,1217.8,0,1.4452e-05,8362,-0.13372,-5.2083e-05,-2.6197e-13,-1.1345e-18,-1.0396e-15,-1.417e-16,-5.6368e-16,4.3643e-17,0,0,0,0,0.31076,6.2516,28.491,21.123,0.37253,0,0,1,0.00526,0.0789,0.00526,0
1.3409,1.3799e-05,0.0045236,1214,0,1.4518e-05,8295.8,-0.28176,-0.00010974,-4.0311e-13,-1.3857e-18,-1.0557e-15,4.8056e-16,2.0815e-16,7.8652e-17,0,0,0,0,0.30514,6.124,27.827,20.845,0.36656,0,0,1,0.0053652,0.0789,0.0053652,0
1.338,1.3905e-05,0.0044409,1210.2,0,1.4585e-05,8227.4,-0.43592,-0.00016979,2.0816e-13,-1.1745e-18,-1.229e-15,-1.1126e-15,3.0258e-16,6.5994e-17,0,0,0,0,0.29948,5.9941,27.149,20.571,0.36022,0,0,1,0.0054704,0.0789,0.0054704,0
1.3351,1.4013e-05,0.0043568,1206.4,0,1.4653e-05,8157.4,-0.59358,-0.0002312,2.0281e-13,-1.5581e-18,-1.3681e-15,-5.0911e-16,4.1594e-16,5.2214e-17,0,0,0,0,0.29378,5.8629,26.463,20.301,0.35365,0,0,1,0.0055756,0.0789,0.0055756,0
1.3322,1.4122e-05,0.0042716,1202.6,0,1.4721e-05,8086.3,-0.75387,-0.00029363,-2.6604e-13,-2.3889e-18,-1.4816e-15,1.7457e-15,5.4353e-16,3.7589e-17,0,0,0,0,0.28807,5.7305,25.769,20.033,0.34689,0,0,1,0.0056808,0.0789,0.0056808,0
1.3292,1.4233e-05,0.0041843,1198.7,0,1.4789e-05,8012.6,-0.91799,-0.00035755,-2.3411e-13,-1.5315e-18,-1.6173e-15,1.0267e-15,-3.5364e-17,6.1454e-17,0,0,0,0,0.28231,5.5965,25.066,19.772,0.33977,0,0,1,0.005786,0.0789,0.005786,0
1.3263,1.4345e-05,0.0040964,1194.8,0,1.4858e-05,7938.2,-1.0832,-0.00042188,-6.5784e-14,-2.1425e-19,-1.7592e-15,-5.0222e-16,-8.0669e-16,9.5803e-17,0,0,0,0,0.27655,5.4619,24.36,19.512,0.33256,0,0,1,0.0058912,0.0789,0.0058912,0
1.3234,1.4459e-05,0.0040068,1190.9,0,1.4929e-05,7861.2,-1.2501,-0.00048691,8.7175e-14,-4.1096e-19,-1.9e-15,-7.6705e-16,-5.199e-16,6.6268e-17,0,0,0,0,0.27074,5.3262,23.647,19.259,0.32504,0,0,1,0.0059964,0.0789,0.0059964,0
1.3205,1.4575e-05,0.0039165,1187,0,1.4999e-05,7783.1,-1.4179,-0.00055226,2.331e-13,-1.3006e-18,-2.0403e-15,-4.5328e-16,2.512e-16,7.4916e-18,0,0,0,0,0.26491,5.19,22.932,19.009,0.31738,0,0,1,0.0061016,0.0789,0.0061016,0
1.3176,1.4691e-05,0.0038257,1183.1,0,1.507e-05,7704,-1.5855,-0.00061754,3.0586e-13,-1.9807e-18,-2.1817e-15,-1.2506e-16,7.445e-16,-3.018e-17,0,0,0,0,0.25906,5.0536,22.216,18.761,0.30963,0,0,1,0.0062068,0.0789,0.0062068,0
1.3147,1.4812e-05,0.0037333,1179.2,0,1.5142e-05,7621.4,-1.7523,-0.00068253,1.1227e-13,-1.8978e-18,-2.3271e-15,2.5573e-16,2.2641e-16,8.9819e-18,0,0,0,0,0.25317,4.9166,21.498,18.522,0.30154,0,0,1,0.006312,0.0789,0.006312,0
1.3118,1.4932e-05,0.0036409,1175.2,0,1.5214e-05,7538.8,-1.9192,-0.00074752,-8.1323e-14,-1.815e-18,-2.4725e-15,6.3652e-16,-2.9169e-16,4.8144e-17,0,0,0,0,0.24728,4.7796,20.78,18.283,0.29345,0,0,1,0.0064172,0.0789,0.0064172,0
