"Density","Diffusivity_0","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_Species_0","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Species_0","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2685,1.6952e-05,0.0059864,1114.2,0,1.637e-05,1454.3,0.62655,0.00024404,-2.3787e-13,-1.8999e-17,-2.3483e-14,-1.3827e-15,-2.2592e-15,-2.3035e-15,0,0,0,0,0.1563,7.4352,6.8637,17.15,0.003511,0,0,1,0,0.263,0,0
1.2685,1.6953e-05,0.0059865,1114.2,0,1.637e-05,1454.4,0.57489,0.00022392,-2.6296e-13,-1.5613e-17,-2.0283e-14,-1.0317e-15,-1.8804e-15,-1.9525e-15,0,0,0,0,0.15625,7.4351,6.8642,17.145,0.0045997,0,0,1,0.0001052,0.263,0.0001052,0
1.2684,1.6954e-05,0.0059865,1114.1,0,1.6371e-05,1454.4,0.52323,0.0002038,-2.8806e-13,-1.2228e-17,-1.7083e-14,-6.8061e-16,-1.5015e-15,-1.6015e-15,0,0,0,0,0.15621,7.435,6.8648,17.14,0.0056883,0,0,1,0.0002104,0.263,0.0002104,0
1.2684,1.6955e-05,0.0059866,1114.1,0,1.6372e-05,1454.5,0.47158,0.00018368,-3.1316e-13,-8.8425e-18,-1.3884e-14,-3.2956e-16,-1.1227e-15,-1.2505e-15,0,0,0,0,0.15616,7.4349,6.8653,17.135,0.006777,0,0,1,0.0003156,0.263,0.0003156,0
1.2684,1.6956e-05,0.0059867,1114.1,0,1.6372e-05,1454.6,0.41992,0.00016356,-3.3825e-13,-5.457e-18,-1.0684e-14,2.1491e-17,-7.4382e-16,-8.9949e-16,0,0,0,0,0.15611,7.4348,6.8658,17.13,0.0078657,0,0,1,0.0004208,0.263,0.0004208,0
1.2684,1.6957e-05,0.0059868,1114.1,0,1.6373e-05,1454.6,0.36826,0.00014344,-3.6335e-13,-2.0716e-18,-7.4845e-15,3.7254e-16,-3.6497e-16,-5.4849e-16,0,0,0,0,0.15607,7.4347,6.8664,17.125,0.0089543,0,0,1,0.000526,0.263,0.000526,0
1.2683,1.6959e-05,0.0059867,1114,0,1.6374e-05,1455,0.35669,0.00013893,-3.5347e-13,-9.1114e-19,-7.9693e-15,1.4473e-16,-1.2324e-15,-4.1024e-16,0,0,0,0,0.156,7.4343,6.868,17.117,0.010118,0,0,1,0.0006312,0.263,0.0006312,0
1.2683,1.6961e-05,0.0059867,1114,0,1.6375e-05,1455.3,0.34634,0.0001349,-3.4253e-13,1.8122e-19,-8.5668e-15,-1.0079e-16,-2.1379e-15,-2.785e-16,0,0,0,0,0.15592,7.434,6.8697,17.109,0.011285,0,0,1,0.0007364,0.263,0.0007364,0
1.2683,1.6962e-05,0.0059866,1113.9,0,1.6376e-05,1455.6,0.33599,0.00013087,-3.3158e-13,1.2736e-18,-9.1642e-15,-3.4632e-16,-3.0435e-15,-1.4676e-16,0,0,0,0,0.15585,7.4336,6.8713,17.101,0.012451,0,0,1,0.0008416,0.263,0.0008416,0
1.2682,1.6964e-05,0.0059866,1113.9,0,1.6377e-05,1455.9,0.32564,0.00012684,-3.2064e-13,2.3659e-18,-9.7617e-15,-5.9184e-16,-3.9491e-15,-1.5016e-17,0,0,0,0,0.15578,7.4332,6.873,17.093,0.013617,0,0,1,0.0009468,0.263,0.0009468,0
