"Density","Diffusivity_0","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_Species_0","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Species_0","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3158,1.4765e-05,0.0062201,1180.7,0,1.5114e-05,3133.5,2.3355,0.00090966,1.3653e-13,1.5939e-17,1.2535e-15,-9.2162e-16,-6.2348e-16,1.7218e-15,0,0,0,0,0.25543,8.183,14.81,21.603,0.012045,0,0,1,0,0.1578,0,0
1.3157,1.4768e-05,0.0062213,1180.6,0,1.5116e-05,3133.3,2.1467,0.00083614,4.9214e-14,1.2856e-17,9.6119e-16,-7.762e-16,-9.5897e-17,1.4845e-15,0,0,0,0,0.25527,8.1836,14.813,21.587,0.015749,0,0,1,0.0001052,0.1578,0.0001052,0
1.3156,1.4772e-05,0.0062224,1180.5,0,1.5118e-05,3133.1,1.958,0.00076263,-3.8096e-14,9.7739e-18,6.6891e-16,-6.3078e-16,4.3169e-16,1.2472e-15,0,0,0,0,0.2551,8.1843,14.815,21.571,0.019452,0,0,1,0.0002104,0.1578,0.0002104,0
1.3156,1.4775e-05,0.0062235,1180.4,0,1.512e-05,3132.9,1.7692,0.00068911,-1.2541e-13,6.6916e-18,3.7663e-16,-4.8537e-16,9.5927e-16,1.0099e-15,0,0,0,0,0.25494,8.185,14.818,21.554,0.023155,0,0,1,0.0003156,0.1578,0.0003156,0
1.3155,1.4778e-05,0.0062246,1180.2,0,1.5122e-05,3132.8,1.5805,0.00061559,-2.1272e-13,3.6092e-18,8.4353e-17,-3.3995e-16,1.4869e-15,7.7262e-16,0,0,0,0,0.25477,8.1857,14.821,21.538,0.026859,0,0,1,0.0004208,0.1578,0.0004208,0
1.3154,1.4782e-05,0.0062257,1180.1,0,1.5124e-05,3132.6,1.3917,0.00054208,-3.0003e-13,5.2685e-19,-2.0793e-16,-1.9453e-16,2.0144e-15,5.3533e-16,0,0,0,0,0.25461,8.1864,14.824,21.522,0.030562,0,0,1,0.000526,0.1578,0.000526,0
1.3153,1.4787e-05,0.0062268,1180,0,1.5128e-05,3133.8,1.345,0.00052389,-1.9614e-13,7.2468e-19,-1.3685e-16,-1.5982e-16,1.3745e-15,4.1736e-16,0,0,0,0,0.25435,8.1867,14.833,21.496,0.034459,0,0,1,0.0006312,0.1578,0.0006312,0
1.3151,1.4792e-05,0.0062279,1179.8,0,1.5131e-05,3135,1.3027,0.00050738,-8.6413e-14,1.0229e-18,-5.4658e-17,-1.285e-16,6.9883e-16,3.0304e-16,0,0,0,0,0.25409,8.1869,14.843,21.47,0.038362,0,0,1,0.0007364,0.1578,0.0007364,0
1.315,1.4798e-05,0.006229,1179.6,0,1.5134e-05,3136.2,1.2603,0.00049088,2.3317e-14,1.3211e-18,2.7537e-17,-9.7182e-17,2.3164e-17,1.8872e-16,0,0,0,0,0.25383,8.1872,14.853,21.445,0.042265,0,0,1,0.0008416,0.1578,0.0008416,0
1.3149,1.4803e-05,0.0062302,1179.4,0,1.5137e-05,3137.4,1.2179,0.00047438,1.3305e-13,1.6193e-18,1.0973e-16,-6.5863e-17,-6.5249e-16,7.4406e-17,0,0,0,0,0.25356,8.1874,14.863,21.419,0.046168,0,0,1,0.0009468,0.1578,0.0009468,0
1.3147,1.481e-05,0.0062313,1179.2,0,1.5142e-05,3139.1,1.1426,0.00044504,9.4283e-15,4.6761e-19,1.1128e-16,-1.4697e-16,-7.7446e-16,5.8179e-17,0,0,0,0,0.2532,8.1873,14.876,21.384,0.050285,0,0,1,0.001052,0.1578,0.001052,0
1.3145,1.4818e-05,0.0062325,1178.9,0,1.5146e-05,3140.8,1.0654,0.00041498,-1.2737e-13,-7.6591e-19,1.0828e-16,-2.3442e-16,-8.6517e-16,4.7491e-17,0,0,0,0,0.25284,8.1871,14.889,21.349,0.054413,0,0,1,0.0011572,0.1578,0.0011572,0
