"C3H8","EDC<psiChemistryCombustion>:kappa","N2","O2","Qdot","T","U:0","U:1","U:2","Ux","Uy","Uz","alphat","epsilon","k","mag(U)","nut","p","rDeltaT","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.22613,0,0.59062,0.18325,0,294.21,19.272,0.17394,-9.6221e-13,19.272,0.17394,-9.6221e-13,0.0074474,5155.5,14.732,19.272,0.0057406,1.0132e+05,58322,1.297,1,0.0051548,0.2578,0.0051548,0
0.22496,0,0.59152,0.18353,0,294.2,19.217,0.17552,-9.4752e-13,19.217,0.17552,-9.4752e-13,0.007379,5157.4,14.74,19.218,0.0056903,1.0132e+05,58143,1.2964,1,0.00526,0.2578,0.00526,0
0.22378,0,0.59241,0.18381,0,294.2,19.163,0.1771,-9.3282e-13,19.163,0.1771,-9.3282e-13,0.0073105,5159.3,14.749,19.164,0.00564,1.0132e+05,57964,1.2958,1,0.0053652,0.2578,0.0053652,0
0.2226,0,0.59331,0.18408,0,294.2,19.109,0.17867,-9.1812e-13,19.109,0.17867,-9.1812e-13,0.0072421,5161.1,14.757,19.11,0.0055897,1.0132e+05,57785,1.2953,1,0.0054704,0.2578,0.0054704,0
0.22143,0,0.59421,0.18436,0,294.2,19.054,0.18025,-9.0342e-13,19.054,0.18025,-9.0342e-13,0.0071736,5163,14.766,19.055,0.0055394,1.0132e+05,57606,1.2947,1,0.0055756,0.2578,0.0055756,0
0.22025,0,0.59511,0.18464,0,294.2,19,0.18182,-8.8872e-13,19,0.18182,-8.8872e-13,0.0071052,5164.8,14.774,19.001,0.0054891,1.0132e+05,57427,1.2941,1,0.0056808,0.2578,0.0056808,0
0.21894,0,0.59611,0.18495,0,294.19,18.939,0.18309,-8.5904e-13,18.939,0.18309,-8.5904e-13,0.0070392,5163.8,14.778,18.94,0.0054408,1.0132e+05,57235,1.2935,1,0.005786,0.2578,0.005786,0
0.21731,0,0.59735,0.18534,0,294.19,18.863,0.18363,-7.9424e-13,18.863,0.18363,-7.9424e-13,0.006979,5156,14.768,18.864,0.0053972,1.0132e+05,57009,1.2927,1,0.0058912,0.2578,0.0058912,0
0.21568,0,0.5986,0.18572,0,294.19,18.788,0.18418,-7.2944e-13,18.788,0.18418,-7.2944e-13,0.0069187,5148.1,14.759,18.788,0.0053536,1.0132e+05,56783,1.292,1,0.0059964,0.2578,0.0059964,0
0.21405,0,0.59984,0.18611,0,294.19,18.712,0.18472,-6.6464e-13,18.712,0.18472,-6.6464e-13,0.0068585,5140.3,14.75,18.713,0.00531,1.0132e+05,56557,1.2912,1,0.0061016,0.2578,0.0061016,0
0.21242,0,0.60109,0.1865,0,294.18,18.636,0.18527,-5.9984e-13,18.636,0.18527,-5.9984e-13,0.0067983,5132.5,14.741,18.637,0.0052664,1.0132e+05,56332,1.2904,1,0.0062068,0.2578,0.0062068,0
0.21079,0,0.60233,0.18688,0,294.18,18.56,0.18581,-5.3504e-13,18.56,0.18581,-5.3504e-13,0.006738,5124.6,14.732,18.561,0.0052228,1.0132e+05,56106,1.2897,1,0.006312,0.2578,0.006312,0
0.20915,0,0.60358,0.18727,0,294.18,18.484,0.18635,-4.7025e-13,18.484,0.18635,-4.7025e-13,0.0066778,5116.8,14.723,18.485,0.0051792,1.0132e+05,55880,1.2889,1,0.0064172,0.2578,0.0064172,0
0.20752,0,0.60482,0.18766,0,294.18,18.408,0.1869,-4.0545e-13,18.408,0.1869,-4.0545e-13,0.0066176,5109,14.714,18.409,0.0051356,1.0132e+05,55655,1.2881,1,0.0065224,0.2578,0.0065224,0
0.20589,0,0.60607,0.18804,0,294.18,18.332,0.18744,-3.4065e-13,18.332,0.18744,-3.4065e-13,0.0065573,5101.1,14.705,18.333,0.005092,1.0132e+05,55429,1.2873,1,0.0066276,0.2578,0.0066276,0
0.20426,0,0.60731,0.18843,0,294.17,18.257,0.18798,-2.7585e-13,18.257,0.18798,-2.7585e-13,0.0064971,5093.3,14.695,18.258,0.0050484,1.0132e+05,55203,1.2866,1,0.0067328,0.2578,0.0067328,0
0.20263,0,0.60856,0.18881,0,294.17,18.181,0.18853,-2.1105e-13,18.181,0.18853,-2.1105e-13,0.0064369,5085.5,14.686,18.182,0.0050047,1.0132e+05,54978,1.2858,1,0.006838,0.2578,0.006838,0
0.201,0,0.6098,0.1892,0,294.17,18.105,0.18907,-1.4625e-13,18.105,0.18907,-1.4625e-13,0.0063766,5077.6,14.677,18.106,0.0049611,1.0132e+05,54752,1.285,1,0.0069432,0.2578,0.0069432,0
0.19931,0,0.61109,0.1896,0,294.17,18.026,0.1893,-1.0948e-13,18.026,0.1893,-1.0948e-13,0.006319,5066.4,14.661,18.027,0.0049195,1.0132e+05,54526,1.2842,1,0.0070484,0.2578,0.0070484,0
0.19743,0,0.61252,0.19005,0,294.16,17.939,0.18847,-1.6786e-13,17.939,0.18847,-1.6786e-13,0.0062702,5043.8,14.62,17.94,0.0048846,1.0132e+05,54298,1.2834,1,0.0071536,0.2578,0.0071536,0
0.19555,0,0.61396,0.19049,0,294.16,17.851,0.18765,-2.2623e-13,17.851,0.18765,-2.2623e-13,0.0062214,5021.3,14.579,17.852,0.0048497,1.0132e+05,54071,1.2825,1,0.0072588,0.2578,0.0072588,0
0.19367,0,0.6154,0.19094,0,294.16,17.764,0.18682,-2.8461e-13,17.764,0.18682,-2.8461e-13,0.0061726,4998.7,14.537,17.765,0.0048148,1.0132e+05,53843,1.2816,1,0.007364,0.2578,0.007364,0
0.19178,0,0.61683,0.19138,0,294.16,17.676,0.18599,-3.4299e-13,17.676,0.18599,-3.4299e-13,0.0061239,4976.1,14.496,17.677,0.0047799,1.0132e+05,53616,1.2807,1,0.0074692,0.2578,0.0074692,0
0.1899,0,0.61827,0.19183,0,294.15,17.588,0.18517,-4.0137e-13,17.588,0.18517,-4.0137e-13,0.0060751,4953.5,14.455,17.589,0.004745,1.0132e+05,53388,1.2798,1,0.0075744,0.2578,0.0075744,0
0.18802,0,0.61971,0.19227,0,294.15,17.501,0.18434,-4.5975e-13,17.501,0.18434,-4.5975e-13,0.0060263,4930.9,14.414,17.502,0.0047101,1.0132e+05,53160,1.279,1,0.0076796,0.2578,0.0076796,0
0.18614,0,0.62114,0.19272,0,294.15,17.413,0.18351,-5.1813e-13,17.413,0.18351,-5.1813e-13,0.0059775,4908.3,14.373,17.414,0.0046752,1.0132e+05,52933,1.2781,1,0.0077848,0.2578,0.0077848,0
0.18426,0,0.62258,0.19316,0,294.15,17.326,0.18268,-5.7651e-13,17.326,0.18268,-5.7651e-13,0.0059287,4885.7,14.332,17.327,0.0046403,1.0132e+05,52705,1.2772,1,0.00789,0.2578,0.00789,0
0.18237,0,0.62402,0.19361,0,294.14,17.238,0.18186,-6.3489e-13,17.238,0.18186,-6.3489e-13,0.0058799,4863.1,14.291,17.239,0.0046054,1.0132e+05,52478,1.2763,1,0.0079952,0.2578,0.0079952,0
0.18049,0,0.62545,0.19406,0,294.14,17.151,0.18103,-6.9326e-13,17.151,0.18103,-6.9326e-13,0.0058312,4840.5,14.25,17.151,0.0045705,1.0132e+05,52250,1.2755,1,0.0081004,0.2578,0.0081004,0
0.17861,0,0.62689,0.1945,0,294.14,17.063,0.1802,-7.5164e-13,17.063,0.1802,-7.5164e-13,0.0057824,4817.9,14.209,17.064,0.0045356,1.0132e+05,52022,1.2746,1,0.0082056,0.2578,0.0082056,0
0.17672,0,0.62833,0.19495,0,294.13,16.975,0.17931,-8.1321e-13,16.975,0.17931,-8.1321e-13,0.0057337,4794.5,14.166,16.976,0.0045008,1.0132e+05,51796,1.2737,1,0.0083108,0.2578,0.0083108,0
0.17468,0,0.62989,0.19543,0,294.13,16.88,0.17723,-9.3579e-13,16.88,0.17723,-9.3579e-13,0.0056879,4756.1,14.085,16.881,0.0044678,1.0132e+05,51595,1.2728,1,0.008416,0.2578,0.008416,0
0.17264,0,0.63145,0.19592,0,294.13,16.786,0.17515,-1.0584e-12,16.786,0.17515,-1.0584e-12,0.0056421,4717.6,14.005,16.787,0.0044349,1.0132e+05,51394,1.2718,1,0.0085212,0.2578,0.0085212,0
0.1706,0,0.633,0.1964,0,294.13,16.691,0.17307,-1.181e-12,16.691,0.17307,-1.181e-12,0.0055963,4679.2,13.924,16.692,0.0044019,1.0132e+05,51194,1.2709,1,0.0086264,0.2578,0.0086264,0
0.16855,0,0.63456,0.19688,0,294.12,16.596,0.17098,-1.3035e-12,16.596,0.17098,-1.3035e-12,0.0055505,4640.8,13.844,16.597,0.004369,1.0132e+05,50993,1.2699,1,0.0087316,0.2578,0.0087316,0
0.16651,0,0.63612,0.19737,0,294.12,16.502,0.1689,-1.4261e-12,16.502,0.1689,-1.4261e-12,0.0055047,4602.4,13.763,16.502,0.004336,1.0132e+05,50792,1.269,1,0.0088368,0.2578,0.0088368,0
0.16447,0,0.63768,0.19785,0,294.12,16.407,0.16682,-1.5487e-12,16.407,0.16682,-1.5487e-12,0.0054589,4563.9,13.683,16.408,0.0043031,1.0132e+05,50591,1.2681,1,0.008942,0.2578,0.008942,0
0.16243,0,0.63924,0.19833,0,294.12,16.312,0.16474,-1.6713e-12,16.312,0.16474,-1.6713e-12,0.0054131,4525.5,13.603,16.313,0.0042701,1.0132e+05,50390,1.2671,1,0.0090472,0.2578,0.0090472,0
0.16039,0,0.6408,0.19882,0,294.11,16.218,0.16266,-1.7939e-12,16.218,0.16266,-1.7939e-12,0.0053673,4487.1,13.522,16.218,0.0042372,1.0132e+05,50190,1.2662,1,0.0091524,0.2578,0.0091524,0
0.15835,0,0.64235,0.1993,0,294.11,16.123,0.16057,-1.9164e-12,16.123,0.16057,-1.9164e-12,0.0053215,4448.6,13.442,16.124,0.0042042,1.0132e+05,49989,1.2653,1,0.0092576,0.2578,0.0092576,0
0.15631,0,0.64391,0.19978,0,294.11,16.028,0.15849,-2.039e-12,16.028,0.15849,-2.039e-12,0.0052758,4410.2,13.361,16.029,0.0041713,1.0132e+05,49788,1.2643,1,0.0093628,0.2578,0.0093628,0
0.15426,0,0.64547,0.20027,0,294.11,15.934,0.15641,-2.1616e-12,15.934,0.15641,-2.1616e-12,0.00523,4371.8,13.281,15.934,0.0041383,1.0132e+05,49587,1.2634,1,0.009468,0.2578,0.009468,0
0.15222,0,0.64703,0.20075,0,294.1,15.839,0.15433,-2.2842e-12,15.839,0.15433,-2.2842e-12,0.0051842,4333.3,13.2,15.84,0.0041054,1.0132e+05,49386,1.2625,1,0.0095732,0.2578,0.0095732,0
0.15012,0,0.64863,0.20125,0,294.1,15.742,0.15142,-2.3329e-12,15.742,0.15142,-2.3329e-12,0.005136,4284.6,13.09,15.743,0.0040701,1.0132e+05,49194,1.2615,1,0.0096784,0.2578,0.0096784,0
0.148,0,0.65025,0.20175,0,294.1,15.644,0.14825,-2.3589e-12,15.644,0.14825,-2.3589e-12,0.0050871,4232.6,12.969,15.645,0.0040342,1.0132e+05,49005,1.2605,1,0.0097836,0.2578,0.0097836,0
0.14588,0,0.65187,0.20225,0,294.1,15.547,0.14509,-2.3848e-12,15.547,0.14509,-2.3848e-12,0.0050382,4180.7,12.849,15.548,0.0039982,1.0132e+05,48815,1.2596,1,0.0098888,0.2578,0.0098888,0
0.14375,0,0.65349,0.20276,0,294.09,15.449,0.14192,-2.4108e-12,15.449,0.14192,-2.4108e-12,0.0049894,4128.8,12.729,15.45,0.0039622,1.0132e+05,48625,1.2586,1,0.009994,0.2578,0.009994,0
0.14163,0,0.65511,0.20326,0,294.09,15.352,0.13876,-2.4368e-12,15.352,0.13876,-2.4368e-12,0.0049405,4076.8,12.609,15.352,0.0039262,1.0132e+05,48436,1.2577,1,0.010099,0.2578,0.010099,0
0.13951,0,0.65673,0.20376,0,294.09,15.254,0.13559,-2.4627e-12,15.254,0.13559,-2.4627e-12,0.0048916,4024.9,12.489,15.255,0.0038903,1.0132e+05,48246,1.2567,1,0.010204,0.2578,0.010204,0
0.13739,0,0.65835,0.20426,0,294.09,15.156,0.13243,-2.4887e-12,15.156,0.13243,-2.4887e-12,0.0048427,3972.9,12.369,15.157,0.0038543,1.0132e+05,48057,1.2558,1,0.01031,0.2578,0.01031,0
0.13527,0,0.65997,0.20477,0,294.08,15.059,0.12926,-2.5147e-12,15.059,0.12926,-2.5147e-12,0.0047939,3921,12.249,15.059,0.0038183,1.0132e+05,47867,1.2548,1,0.010415,0.2578,0.010415,0
0.13315,0,0.66159,0.20527,0,294.08,14.961,0.1261,-2.5406e-12,14.961,0.1261,-2.5406e-12,0.004745,3869,12.129,14.962,0.0037824,1.0132e+05,47678,1.2538,1,0.01052,0.2578,0.01052,0
0.13102,0,0.66321,0.20577,0,294.08,14.864,0.12293,-2.5666e-12,14.864,0.12293,-2.5666e-12,0.0046961,3817.1,12.009,14.864,0.0037464,1.0132e+05,47488,1.2529,1,0.010625,0.2578,0.010625,0
0.1289,0,0.66483,0.20627,0,294.08,14.766,0.11977,-2.5925e-12,14.766,0.11977,-2.5925e-12,0.0046472,3765.1,11.889,14.767,0.0037104,1.0132e+05,47298,1.2519,1,0.01073,0.2578,0.01073,0
0.12678,0,0.66645,0.20677,0,294.07,14.668,0.1166,-2.6185e-12,14.668,0.1166,-2.6185e-12,0.0045984,3713.2,11.768,14.669,0.0036745,1.0132e+05,47109,1.251,1,0.010836,0.2578,0.010836,0
0.12465,0,0.66807,0.20728,0,294.07,14.571,0.11311,-2.6241e-12,14.571,0.11311,-2.6241e-12,0.004547,3657.8,11.635,14.571,0.0036363,1.0132e+05,46923,1.25,1,0.010941,0.2578,0.010941,0
0.12251,0,0.6697,0.20779,0,294.07,14.474,0.10907,-2.5952e-12,14.474,0.10907,-2.5952e-12,0.0044916,3596.5,11.48,14.474,0.0035943,1.0132e+05,46744,1.2491,1,0.011046,0.2578,0.011046,0
0.12037,0,0.67134,0.20829,0,294.07,14.376,0.10503,-2.5664e-12,14.376,0.10503,-2.5664e-12,0.0044362,3535.1,11.325,14.377,0.0035523,1.0132e+05,46565,1.2481,1,0.011151,0.2578,0.011151,0
0.11823,0,0.67297,0.2088,0,294.07,14.279,0.10099,-2.5375e-12,14.279,0.10099,-2.5375e-12,0.0043807,3473.8,11.17,14.28,0.0035103,1.0132e+05,46386,1.2472,1,0.011256,0.2578,0.011256,0
0.11609,0,0.67461,0.20931,0,294.06,14.182,0.096951,-2.5086e-12,14.182,0.096951,-2.5086e-12,0.0043253,3412.5,11.015,14.182,0.0034683,1.0132e+05,46207,1.2462,1,0.011362,0.2578,0.011362,0
0.11394,0,0.67624,0.20981,0,294.06,14.085,0.09291,-2.4797e-12,14.085,0.09291,-2.4797e-12,0.0042698,3351.1,10.86,14.085,0.0034263,1.0132e+05,46028,1.2453,1,0.011467,0.2578,0.011467,0
0.1118,0,0.67788,0.21032,0,294.06,13.987,0.088869,-2.4509e-12,13.987,0.088869,-2.4509e-12,0.0042144,3289.8,10.705,13.988,0.0033844,1.0132e+05,45849,1.2443,1,0.011572,0.2578,0.011572,0
0.10966,0,0.67951,0.21083,0,294.06,13.89,0.084829,-2.422e-12,13.89,0.084829,-2.422e-12,0.004159,3228.5,10.549,13.89,0.0033424,1.0132e+05,45670,1.2434,1,0.011677,0.2578,0.011677,0
0.10752,0,0.68114,0.21134,0,294.05,13.793,0.080788,-2.3931e-12,13.793,0.080788,-2.3931e-12,0.0041035,3167.2,10.394,13.793,0.0033004,1.0132e+05,45491,1.2424,1,0.011782,0.2578,0.011782,0
0.10538,0,0.68278,0.21184,0,294.05,13.695,0.076747,-2.3642e-12,13.695,0.076747,-2.3642e-12,0.0040481,3105.8,10.239,13.696,0.0032584,1.0132e+05,45312,1.2415,1,0.011888,0.2578,0.011888,0
0.10324,0,0.68441,0.21235,0,294.05,13.598,0.072706,-2.3354e-12,13.598,0.072706,-2.3354e-12,0.0039926,3044.5,10.084,13.598,0.0032164,1.0132e+05,45134,1.2405,1,0.011993,0.2578,0.011993,0
