"C3H8","EDC<psiChemistryCombustion>:kappa","N2","O2","Qdot","T","U:0","U:1","U:2","Ux","Uy","Uz","alphat","epsilon","k","mag(U)","nut","p","rDeltaT","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99968,0,0.00024257,7.5271e-05,0,293.68,63.674,0.018878,8.2198e-12,63.674,0.018878,8.2198e-12,0.00029736,2162.7,1.5299,63.674,0.00016252,1.0133e+05,2.1614e+05,1.8296,1,0,0.12104,0,0
0.99937,0,0.00047759,0.0001482,0,293.69,63.545,0.018126,8.0857e-12,63.545,0.018126,8.0857e-12,0.00030294,2983.1,1.8317,63.545,0.00016561,1.0133e+05,2.1574e+05,1.8293,1,0.0001052,0.12104,0.0001052,0
0.99907,0,0.00071261,0.00022113,0,293.7,63.416,0.017374,7.9516e-12,63.416,0.017374,7.9516e-12,0.00030853,3803.5,2.1335,63.416,0.0001687,1.0133e+05,2.1533e+05,1.8289,1,0.0002104,0.12104,0.0002104,0
0.99876,0,0.00094764,0.00029405,0,293.71,63.286,0.016622,7.8175e-12,63.286,0.016622,7.8175e-12,0.00031411,4624,2.4354,63.286,0.00017179,1.0133e+05,2.1492e+05,1.8286,1,0.0003156,0.12104,0.0003156,0
0.99845,0,0.0011827,0.00036698,0,293.72,63.157,0.01587,7.6834e-12,63.157,0.01587,7.6834e-12,0.00031969,5444.4,2.7372,63.157,0.00017488,1.0133e+05,2.1451e+05,1.8282,1,0.0004208,0.12104,0.0004208,0
0.99813,0,0.0014272,0.00044286,0,293.73,63.025,0.015189,7.5448e-12,63.025,0.015189,7.5448e-12,0.00032555,6292.1,3.047,63.025,0.00017813,1.0133e+05,2.1409e+05,1.8278,1,0.000526,0.12104,0.000526,0
0.9952,0,0.0036603,0.0011358,0,293.77,62.396,0.029189,6.4805e-12,62.396,0.029189,6.4805e-12,0.00038989,12857,5.0231,62.396,0.00021415,1.0133e+05,2.1267e+05,1.8248,1,0.0006312,0.12104,0.0006312,0
0.99228,0,0.0058934,0.0018287,0,293.8,61.768,0.04319,5.4162e-12,61.768,0.04319,5.4162e-12,0.00045422,19421,6.9991,61.768,0.00025017,1.0133e+05,2.1125e+05,1.8218,1,0.0007364,0.12104,0.0007364,0
0.98935,0,0.0081266,0.0025216,0,293.84,61.139,0.057191,4.3518e-12,61.139,0.057191,4.3518e-12,0.00051856,25986,8.9752,61.139,0.00028619,1.0133e+05,2.0983e+05,1.8188,1,0.0008416,0.12104,0.0008416,0
0.98643,0,0.01036,0.0032145,0,293.87,60.511,0.071192,3.2875e-12,60.511,0.071192,3.2875e-12,0.00058289,32551,10.951,60.511,0.00032222,1.0133e+05,2.0841e+05,1.8158,1,0.0009468,0.12104,0.0009468,0
