"C3H8","EDC<psiChemistryCombustion>:kappa","N2","O2","Qdot","T","U:0","U:1","U:2","Ux","Uy","Uz","alphat","epsilon","k","mag(U)","nut","p","rDeltaT","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.52901,0,0.35947,0.11153,0,294.41,33.473,0.30014,-2.7397e-12,33.473,0.30014,-2.7397e-12,0.011505,56010,50.551,33.475,0.0078671,1.0133e+05,1.0982e+05,1.462,1,0.0012624,0.1789,0.0012624,0
0.5267,0,0.36123,0.11207,0,294.41,33.358,0.32145,-2.5787e-12,33.358,0.32145,-2.5787e-12,0.011181,56218,50.745,33.359,0.0076523,1.0133e+05,1.096e+05,1.4606,1,0.0013676,0.1789,0.0013676,0
0.52439,0,0.36299,0.11262,0,294.41,33.242,0.34276,-2.4178e-12,33.242,0.34276,-2.4178e-12,0.010856,56426,50.939,33.244,0.0074375,1.0133e+05,1.0939e+05,1.4592,1,0.0014728,0.1789,0.0014728,0
0.52206,0,0.36477,0.11317,0,294.4,33.126,0.36403,-2.262e-12,33.126,0.36403,-2.262e-12,0.010532,56635,51.133,33.128,0.0072231,1.0133e+05,1.0917e+05,1.4578,1,0.001578,0.1789,0.001578,0
0.51851,0,0.36748,0.11401,0,294.4,32.948,0.38206,-2.4591e-12,32.948,0.38206,-2.4591e-12,0.010257,56863,51.38,32.95,0.007044,1.0133e+05,1.0872e+05,1.4557,1,0.0016832,0.1789,0.0016832,0
0.51496,0,0.37018,0.11485,0,294.39,32.77,0.40008,-2.6563e-12,32.77,0.40008,-2.6563e-12,0.0099825,57091,51.627,32.773,0.0068648,1.0133e+05,1.0828e+05,1.4535,1,0.0017884,0.1789,0.0017884,0
0.51141,0,0.37289,0.11569,0,294.38,32.593,0.41811,-2.8534e-12,32.593,0.41811,-2.8534e-12,0.0097078,57319,51.874,32.596,0.0066856,1.0133e+05,1.0784e+05,1.4514,1,0.0018936,0.1789,0.0018936,0
0.50786,0,0.3756,0.11653,0,294.38,32.415,0.43614,-3.0506e-12,32.415,0.43614,-3.0506e-12,0.0094331,57547,52.122,32.418,0.0065065,1.0133e+05,1.074e+05,1.4493,1,0.0019988,0.1789,0.0019988,0
0.50429,0,0.37833,0.11738,0,294.37,32.236,0.45407,-3.2469e-12,32.236,0.45407,-3.2469e-12,0.0091598,57773,52.369,32.24,0.0063282,1.0133e+05,1.0695e+05,1.4471,1,0.002104,0.1789,0.002104,0
0.49921,0,0.3822,0.11858,0,294.37,31.983,0.46693,-3.4033e-12,31.983,0.46693,-3.4033e-12,0.008955,57923,52.613,31.986,0.0061985,1.0133e+05,1.0617e+05,1.4441,1,0.0022092,0.1789,0.0022092,0
0.49414,0,0.38607,0.11978,0,294.36,31.729,0.47979,-3.5596e-12,31.729,0.47979,-3.5596e-12,0.0087502,58072,52.858,31.733,0.0060687,1.0133e+05,1.0538e+05,1.4411,1,0.0023144,0.1789,0.0023144,0
0.48907,0,0.38995,0.12098,0,294.35,31.476,0.49265,-3.7159e-12,31.476,0.49265,-3.7159e-12,0.0085454,58222,53.102,31.48,0.005939,1.0133e+05,1.0459e+05,1.4381,1,0.0024196,0.1789,0.0024196,0
0.484,0,0.39382,0.12219,0,294.34,31.223,0.50551,-3.8723e-12,31.223,0.50551,-3.8723e-12,0.0083406,58371,53.346,31.227,0.0058092,1.0133e+05,1.0381e+05,1.4351,1,0.0025248,0.1789,0.0025248,0
0.47891,0,0.3977,0.12339,0,294.33,30.968,0.51819,-4.0251e-12,30.968,0.51819,-4.0251e-12,0.0081376,58515,53.588,30.973,0.0056807,1.0133e+05,1.0302e+05,1.4321,1,0.00263,0.1789,0.00263,0
0.47316,0,0.40209,0.12475,0,294.33,30.682,0.52336,-4.0326e-12,30.682,0.52336,-4.0326e-12,0.0080105,58441,53.694,30.686,0.0056041,1.0133e+05,1.0219e+05,1.4288,1,0.0027352,0.1789,0.0027352,0
0.46741,0,0.40647,0.12611,0,294.32,30.395,0.52853,-4.0401e-12,30.395,0.52853,-4.0401e-12,0.0078833,58366,53.801,30.399,0.0055274,1.0133e+05,1.0136e+05,1.4255,1,0.0028404,0.1789,0.0028404,0
0.46167,0,0.41086,0.12747,0,294.31,30.108,0.53369,-4.0476e-12,30.108,0.53369,-4.0476e-12,0.0077561,58291,53.908,30.113,0.0054508,1.0133e+05,1.0053e+05,1.4222,1,0.0029456,0.1789,0.0029456,0
0.45592,0,0.41525,0.12884,0,294.3,29.821,0.53886,-4.0552e-12,29.821,0.53886,-4.0552e-12,0.007629,58217,54.014,29.826,0.0053741,1.0133e+05,99695,1.4188,1,0.0030508,0.1789,0.0030508,0
0.45017,0,0.41963,0.1302,0,294.29,29.534,0.54403,-4.0627e-12,29.534,0.54403,-4.0627e-12,0.0075018,58142,54.121,29.539,0.0052974,1.0133e+05,98864,1.4155,1,0.003156,0.1789,0.003156,0
0.44431,0,0.42411,0.13158,0,294.28,29.242,0.54852,-4.0666e-12,29.242,0.54852,-4.0666e-12,0.0073781,58034,54.205,29.247,0.0052232,1.0133e+05,98038,1.4122,1,0.0032612,0.1789,0.0032612,0
0.43748,0,0.42932,0.1332,0,294.28,28.904,0.54718,-4.0396e-12,28.904,0.54718,-4.0396e-12,0.0072843,57636,54.1,28.909,0.0051702,1.0133e+05,97248,1.4083,1,0.0033664,0.1789,0.0033664,0
0.43065,0,0.43453,0.13482,0,294.27,28.565,0.54585,-4.0126e-12,28.565,0.54585,-4.0126e-12,0.0071905,57238,53.995,28.571,0.0051172,1.0133e+05,96459,1.4045,1,0.0034716,0.1789,0.0034716,0
0.42382,0,0.43974,0.13644,0,294.26,28.227,0.54451,-3.9856e-12,28.227,0.54451,-3.9856e-12,0.0070966,56840,53.89,28.232,0.0050641,1.0133e+05,95670,1.4007,1,0.0035768,0.1789,0.0035768,0
0.41699,0,0.44495,0.13805,0,294.25,27.889,0.54318,-3.9586e-12,27.889,0.54318,-3.9586e-12,0.0070028,56441,53.784,27.894,0.0050111,1.0133e+05,94880,1.3968,1,0.003682,0.1789,0.003682,0
0.41017,0,0.45017,0.13967,0,294.24,27.55,0.54184,-3.9316e-12,27.55,0.54184,-3.9316e-12,0.006909,56043,53.679,27.555,0.0049581,1.0133e+05,94091,1.393,1,0.0037872,0.1789,0.0037872,0
0.40287,0,0.45573,0.1414,0,294.23,27.19,0.53892,-3.9188e-12,27.19,0.53892,-3.9188e-12,0.0068167,55539,53.499,27.195,0.0049065,1.0133e+05,93309,1.389,1,0.0038924,0.1789,0.0038924,0
0.39351,0,0.46287,0.14361,0,294.22,26.734,0.52899,-3.9689e-12,26.734,0.52899,-3.9689e-12,0.0067312,54565,52.99,26.739,0.0048617,1.0133e+05,92557,1.3839,1,0.0039976,0.1789,0.0039976,0
0.38416,0,0.47001,0.14583,0,294.21,26.277,0.51906,-4.019e-12,26.277,0.51906,-4.019e-12,0.0066456,53591,52.48,26.282,0.0048169,1.0133e+05,91805,1.3789,1,0.0041028,0.1789,0.0041028,0
0.3748,0,0.47715,0.14804,0,294.2,25.821,0.50913,-4.0691e-12,25.821,0.50913,-4.0691e-12,0.0065601,52617,51.97,25.826,0.0047721,1.0133e+05,91053,1.3739,1,0.004208,0.1789,0.004208,0
0.36545,0,0.48429,0.15026,0,294.18,25.365,0.4992,-4.1192e-12,25.365,0.4992,-4.1192e-12,0.0064746,51643,51.461,25.37,0.0047272,1.0133e+05,90302,1.3688,1,0.0043132,0.1789,0.0043132,0
0.35609,0,0.49143,0.15247,0,294.17,24.908,0.48927,-4.1693e-12,24.908,0.48927,-4.1693e-12,0.0063891,50669,50.951,24.913,0.0046824,1.0133e+05,89550,1.3638,1,0.0044184,0.1789,0.0044184,0
0.3475,0,0.49799,0.15451,0,294.16,24.491,0.47868,-4.1971e-12,24.491,0.47868,-4.1971e-12,0.0063077,49710,50.406,24.496,0.0046384,1.0133e+05,88904,1.3592,1,0.0045236,0.1789,0.0045236,0
0.34102,0,0.50293,0.15604,0,294.16,24.181,0.46625,-4.163e-12,24.181,0.46625,-4.163e-12,0.0062378,48789,49.762,24.186,0.0045968,1.0133e+05,88550,1.3559,1,0.0046288,0.1789,0.0046288,0
0.33455,0,0.50787,0.15758,0,294.15,23.872,0.45381,-4.1289e-12,23.872,0.45381,-4.1289e-12,0.0061678,47869,49.119,23.876,0.0045552,1.0133e+05,88195,1.3526,1,0.004734,0.1789,0.004734,0
0.32808,0,0.51282,0.15911,0,294.14,23.562,0.44138,-4.0948e-12,23.562,0.44138,-4.0948e-12,0.0060979,46948,48.476,23.566,0.0045136,1.0133e+05,87841,1.3493,1,0.0048392,0.1789,0.0048392,0
0.3216,0,0.51776,0.16064,0,294.14,23.252,0.42894,-4.0607e-12,23.252,0.42894,-4.0607e-12,0.006028,46028,47.832,23.256,0.004472,1.0133e+05,87487,1.3459,1,0.0049444,0.1789,0.0049444,0
0.31513,0,0.5227,0.16218,0,294.13,22.942,0.41651,-4.0266e-12,22.942,0.41651,-4.0266e-12,0.0059581,45107,47.189,22.946,0.0044304,1.0133e+05,87133,1.3426,1,0.0050496,0.1789,0.0050496,0
0.30865,0,0.52764,0.16371,0,294.12,22.633,0.40407,-3.9925e-12,22.633,0.40407,-3.9925e-12,0.0058882,44186,46.545,22.636,0.0043888,1.0133e+05,86779,1.3393,1,0.0051548,0.1789,0.0051548,0
0.30218,0,0.53258,0.16524,0,294.12,22.323,0.39164,-3.9584e-12,22.323,0.39164,-3.9584e-12,0.0058183,43266,45.902,22.326,0.0043472,1.0133e+05,86425,1.336,1,0.00526,0.1789,0.00526,0
0.2957,0,0.53752,0.16678,0,294.11,22.013,0.37921,-3.9243e-12,22.013,0.37921,-3.9243e-12,0.0057484,42345,45.259,22.017,0.0043056,1.0133e+05,86070,1.3327,1,0.0053652,0.1789,0.0053652,0
0.28923,0,0.54247,0.16831,0,294.1,21.703,0.36677,-3.8902e-12,21.703,0.36677,-3.8902e-12,0.0056784,41425,44.615,21.707,0.004264,1.0133e+05,85716,1.3293,1,0.0054704,0.1789,0.0054704,0
0.28275,0,0.54741,0.16984,0,294.1,21.394,0.35434,-3.8562e-12,21.394,0.35434,-3.8562e-12,0.0056085,40504,43.972,21.397,0.0042224,1.0133e+05,85362,1.326,1,0.0055756,0.1789,0.0055756,0
0.27628,0,0.55235,0.17138,0,294.09,21.084,0.3419,-3.8221e-12,21.084,0.3419,-3.8221e-12,0.0055386,39584,43.329,21.087,0.0041808,1.0133e+05,85008,1.3227,1,0.0056808,0.1789,0.0056808,0
0.26961,0,0.55744,0.17295,0,294.08,20.769,0.32776,-3.7801e-12,20.769,0.32776,-3.7801e-12,0.0054575,38593,42.58,20.772,0.0041298,1.0133e+05,84660,1.3194,1,0.005786,0.1789,0.005786,0
0.2625,0,0.56286,0.17464,0,294.08,20.443,0.30963,-3.7197e-12,20.443,0.30963,-3.7197e-12,0.00535,37437,41.584,20.446,0.0040568,1.0133e+05,84325,1.3159,1,0.0058912,0.1789,0.0058912,0
0.25539,0,0.56829,0.17632,0,294.07,20.118,0.29149,-3.6592e-12,20.118,0.29149,-3.6592e-12,0.0052425,36281,40.588,20.12,0.0039837,1.0133e+05,83991,1.3125,1,0.0059964,0.1789,0.0059964,0
0.24828,0,0.57371,0.178,0,294.07,19.792,0.27335,-3.5988e-12,19.792,0.27335,-3.5988e-12,0.005135,35125,39.592,19.794,0.0039107,1.0132e+05,83657,1.309,1,0.0061016,0.1789,0.0061016,0
0.24118,0,0.57914,0.17969,0,294.06,19.466,0.25522,-3.5383e-12,19.466,0.25522,-3.5383e-12,0.0050276,33969,38.596,19.468,0.0038377,1.0132e+05,83322,1.3056,1,0.0062068,0.1789,0.0062068,0
0.23407,0,0.58456,0.18137,0,294.06,19.14,0.23708,-3.4779e-12,19.14,0.23708,-3.4779e-12,0.0049201,32813,37.6,19.142,0.0037647,1.0132e+05,82988,1.3021,1,0.006312,0.1789,0.006312,0
0.22696,0,0.58999,0.18305,0,294.05,18.814,0.21895,-3.4175e-12,18.814,0.21895,-3.4175e-12,0.0048126,31657,36.604,18.816,0.0036916,1.0132e+05,82653,1.2987,1,0.0064172,0.1789,0.0064172,0
0.21985,0,0.59541,0.18474,0,294.05,18.488,0.20081,-3.357e-12,18.488,0.20081,-3.357e-12,0.0047051,30501,35.608,18.49,0.0036186,1.0132e+05,82319,1.2952,1,0.0065224,0.1789,0.0065224,0
0.21274,0,0.60084,0.18642,0,294.04,18.162,0.18267,-3.2966e-12,18.162,0.18267,-3.2966e-12,0.0045977,29346,34.612,18.163,0.0035456,1.0132e+05,81985,1.2918,1,0.0066276,0.1789,0.0066276,0
0.20563,0,0.60627,0.1881,0,294.04,17.836,0.16454,-3.2362e-12,17.836,0.16454,-3.2362e-12,0.0044902,28190,33.616,17.837,0.0034725,1.0132e+05,81650,1.2883,1,0.0067328,0.1789,0.0067328,0
0.19852,0,0.61169,0.18979,0,294.03,17.51,0.1464,-3.1757e-12,17.51,0.1464,-3.1757e-12,0.0043827,27034,32.621,17.511,0.0033995,1.0132e+05,81316,1.2849,1,0.006838,0.1789,0.006838,0
0.19141,0,0.61712,0.19147,0,294.03,17.184,0.12826,-3.1153e-12,17.184,0.12826,-3.1153e-12,0.0042752,25878,31.625,17.185,0.0033265,1.0132e+05,80982,1.2815,1,0.0069432,0.1789,0.0069432,0
0.18442,0,0.62245,0.19313,0,294.02,16.867,0.10954,-3.0693e-12,16.867,0.10954,-3.0693e-12,0.0041633,24747,30.602,16.867,0.0032486,1.0132e+05,80652,1.2781,1,0.0070484,0.1789,0.0070484,0
0.17785,0,0.62747,0.19468,0,294.02,16.577,0.08883,-3.0726e-12,16.577,0.08883,-3.0726e-12,0.0040365,23699,29.489,16.578,0.0031544,1.0132e+05,80336,1.2751,1,0.0071536,0.1789,0.0071536,0
0.17127,0,0.63249,0.19624,0,294.02,16.287,0.068118,-3.0759e-12,16.287,0.068118,-3.0759e-12,0.0039097,22651,28.376,16.288,0.0030602,1.0132e+05,80020,1.2721,1,0.0072588,0.1789,0.0072588,0
0.16469,0,0.63751,0.1978,0,294.01,15.997,0.047406,-3.0792e-12,15.997,0.047406,-3.0792e-12,0.0037828,21604,27.263,15.998,0.002966,1.0132e+05,79705,1.2691,1,0.007364,0.1789,0.007364,0
0.15812,0,0.64253,0.19936,0,294.01,15.708,0.026694,-3.0825e-12,15.708,0.026694,-3.0825e-12,0.003656,20556,26.15,15.709,0.0028718,1.0132e+05,79389,1.2661,1,0.0074692,0.1789,0.0074692,0
0.15154,0,0.64755,0.20091,0,294.01,15.418,0.0059821,-3.0858e-12,15.418,0.0059821,-3.0858e-12,0.0035291,19509,25.037,15.419,0.0027776,1.0132e+05,79073,1.2631,1,0.0075744,0.1789,0.0075744,0
0.14497,0,0.65256,0.20247,0,294,15.128,-0.01473,-3.0891e-12,15.128,-0.01473,-3.0891e-12,0.0034023,18461,23.924,15.129,0.0026834,1.0132e+05,78758,1.2601,1,0.0076796,0.1789,0.0076796,0
0.13839,0,0.65758,0.20403,0,294,14.838,-0.035442,-3.0924e-12,14.838,-0.035442,-3.0924e-12,0.0032755,17413,22.811,14.839,0.0025892,1.0132e+05,78442,1.257,1,0.0077848,0.1789,0.0077848,0
0.13181,0,0.6626,0.20559,0,294,14.548,-0.056154,-3.0957e-12,14.548,-0.056154,-3.0957e-12,0.0031486,16366,21.698,14.55,0.002495,1.0132e+05,78126,1.254,1,0.00789,0.1789,0.00789,0
0.12524,0,0.66762,0.20714,0,294,14.258,-0.076866,-3.099e-12,14.258,-0.076866,-3.099e-12,0.0030218,15318,20.585,14.26,0.0024008,1.0132e+05,77811,1.251,1,0.0079952,0.1789,0.0079952,0
0.11866,0,0.67264,0.2087,0,293.99,13.969,-0.097578,-3.1023e-12,13.969,-0.097578,-3.1023e-12,0.0028949,14271,19.472,13.97,0.0023066,1.0132e+05,77495,1.248,1,0.0081004,0.1789,0.0081004,0
0.11208,0,0.67766,0.21026,0,293.99,13.679,-0.11829,-3.1056e-12,13.679,-0.11829,-3.1056e-12,0.0027681,13223,18.359,13.68,0.0022124,1.0132e+05,77179,1.245,1,0.0082056,0.1789,0.0082056,0
0.10558,0,0.68262,0.2118,0,293.99,13.393,-0.13888,-3.1113e-12,13.393,-0.13888,-3.1113e-12,0.0026416,12193,17.256,13.394,0.0021183,1.0132e+05,76865,1.242,1,0.0083108,0.1789,0.0083108,0
0.10041,0,0.68657,0.21302,0,293.99,13.174,-0.15715,-3.1619e-12,13.174,-0.15715,-3.1619e-12,0.0025224,11499,16.346,13.176,0.0020243,1.0132e+05,76567,1.2398,1,0.008416,0.1789,0.008416,0
0.095246,0,0.69051,0.21424,0,293.99,12.955,-0.17541,-3.2125e-12,12.955,-0.17541,-3.2125e-12,0.0024032,10805,15.436,12.957,0.0019304,1.0132e+05,76269,1.2375,1,0.0085212,0.1789,0.0085212,0
0.09008,0,0.69445,0.21547,0,293.99,12.736,-0.19368,-3.2632e-12,12.736,-0.19368,-3.2632e-12,0.0022839,10111,14.527,12.739,0.0018365,1.0132e+05,75971,1.2353,1,0.0086264,0.1789,0.0086264,0
0.084915,0,0.69839,0.21669,0,293.99,12.517,-0.21195,-3.3138e-12,12.517,-0.21195,-3.3138e-12,0.0021647,9416.8,13.617,12.52,0.0017426,1.0132e+05,75673,1.233,1,0.0087316,0.1789,0.0087316,0
0.079749,0,0.70234,0.21791,0,293.98,12.298,-0.23022,-3.3645e-12,12.298,-0.23022,-3.3645e-12,0.0020454,8722.8,12.708,12.302,0.0016486,1.0132e+05,75375,1.2307,1,0.0088368,0.1789,0.0088368,0
0.074583,0,0.70628,0.21914,0,293.98,12.079,-0.24848,-3.4151e-12,12.079,-0.24848,-3.4151e-12,0.0019262,8028.7,11.798,12.083,0.0015547,1.0132e+05,75077,1.2285,1,0.008942,0.1789,0.008942,0
0.069418,0,0.71022,0.22036,0,293.98,11.86,-0.26675,-3.4657e-12,11.86,-0.26675,-3.4657e-12,0.001807,7334.7,10.888,11.865,0.0014608,1.0132e+05,74779,1.2262,1,0.0090472,0.1789,0.0090472,0
0.064252,0,0.71416,0.22158,0,293.98,11.641,-0.28502,-3.5164e-12,11.641,-0.28502,-3.5164e-12,0.0016877,6640.7,9.9789,11.646,0.0013669,1.0132e+05,74481,1.224,1,0.0091524,0.1789,0.0091524,0
0.059087,0,0.71811,0.22281,0,293.98,11.422,-0.30328,-3.567e-12,11.422,-0.30328,-3.567e-12,0.0015685,5946.7,9.0693,11.428,0.0012729,1.0132e+05,74183,1.2217,1,0.0092576,0.1789,0.0092576,0
0.053921,0,0.72205,0.22403,0,293.98,11.203,-0.32155,-3.6177e-12,11.203,-0.32155,-3.6177e-12,0.0014493,5252.6,8.1597,11.209,0.001179,1.0132e+05,73885,1.2194,1,0.0093628,0.1789,0.0093628,0
0.048755,0,0.72599,0.22525,0,293.98,10.984,-0.33982,-3.6683e-12,10.984,-0.33982,-3.6683e-12,0.00133,4558.6,7.2501,10.991,0.0010851,1.0132e+05,73587,1.2172,1,0.009468,0.1789,0.009468,0
0.04359,0,0.72993,0.22648,0,293.98,10.765,-0.35809,-3.7189e-12,10.765,-0.35809,-3.7189e-12,0.0012108,3864.6,6.3405,10.772,0.00099118,1.0132e+05,73289,1.2149,1,0.0095732,0.1789,0.0095732,0
0.040294,0,0.73245,0.22726,0,293.98,10.634,-0.36681,-3.8332e-12,10.634,-0.36681,-3.8332e-12,0.0011273,3502.6,5.8076,10.641,0.00092384,1.0132e+05,73003,1.2135,1,0.0096784,0.1789,0.0096784,0
0.037575,0,0.73452,0.2279,0,293.98,10.528,-0.37259,-3.9671e-12,10.528,-0.37259,-3.9671e-12,0.0010548,3243.1,5.3908,10.536,0.00086469,1.0132e+05,72722,1.2124,1,0.0097836,0.1789,0.0097836,0
0.034856,0,0.7366,0.22855,0,293.98,10.423,-0.37837,-4.101e-12,10.423,-0.37837,-4.101e-12,0.00098225,2983.5,4.9739,10.431,0.00080554,1.0132e+05,72441,1.2112,1,0.0098888,0.1789,0.0098888,0
0.032137,0,0.73867,0.22919,0,293.99,10.318,-0.38415,-4.2348e-12,10.318,-0.38415,-4.2348e-12,0.00090972,2723.9,4.5571,10.326,0.0007464,1.0132e+05,72159,1.2101,1,0.009994,0.1789,0.009994,0
0.029417,0,0.74075,0.22983,0,293.99,10.213,-0.38993,-4.3687e-12,10.213,-0.38993,-4.3687e-12,0.0008372,2464.3,4.1403,10.221,0.00068725,1.0132e+05,71878,1.2089,1,0.010099,0.1789,0.010099,0
0.026698,0,0.74282,0.23048,0,293.99,10.108,-0.39571,-4.5026e-12,10.108,-0.39571,-4.5026e-12,0.00076468,2204.7,3.7235,10.116,0.0006281,1.0132e+05,71597,1.2077,1,0.010204,0.1789,0.010204,0
0.023979,0,0.7449,0.23112,0,293.99,10.003,-0.40149,-4.6364e-12,10.003,-0.40149,-4.6364e-12,0.00069216,1945.2,3.3067,10.011,0.00056896,1.0132e+05,71316,1.2066,1,0.01031,0.1789,0.01031,0
0.02126,0,0.74697,0.23177,0,293.99,9.8977,-0.40727,-4.7703e-12,9.8977,-0.40727,-4.7703e-12,0.00061964,1685.6,2.8899,9.9066,0.00050981,1.0132e+05,71034,1.2054,1,0.010415,0.1789,0.010415,0
0.018541,0,0.74905,0.23241,0,293.99,9.7926,-0.41305,-4.9042e-12,9.7926,-0.41305,-4.9042e-12,0.00054712,1426,2.4731,9.8017,0.00045066,1.0132e+05,70753,1.2043,1,0.01052,0.1789,0.01052,0
0.015821,0,0.75113,0.23305,0,293.99,9.6875,-0.41883,-5.0381e-12,9.6875,-0.41883,-5.0381e-12,0.0004746,1166.4,2.0563,9.6968,0.00039152,1.0132e+05,70472,1.2031,1,0.010625,0.1789,0.010625,0
0.013102,0,0.7532,0.2337,0,293.99,9.5824,-0.42461,-5.1719e-12,9.5824,-0.42461,-5.1719e-12,0.00040207,906.83,1.6395,9.592,0.00033237,1.0132e+05,70190,1.202,1,0.01073,0.1789,0.01073,0
0.010383,0,0.75528,0.23434,0,293.99,9.4773,-0.43039,-5.3058e-12,9.4773,-0.43039,-5.3058e-12,0.00032955,647.25,1.2227,9.4871,0.00027322,1.0132e+05,69909,1.2008,1,0.010836,0.1789,0.010836,0
0.0084275,0,0.75677,0.2348,0,293.99,9.4034,-0.43287,-5.4402e-12,9.4034,-0.43287,-5.4402e-12,0.00027627,470.02,0.93304,9.4133,0.00022965,1.0132e+05,69633,1.2,1,0.010941,0.1789,0.010941,0
0.0077672,0,0.75727,0.23496,0,293.99,9.3824,-0.42974,-5.5756e-12,9.3824,-0.42974,-5.5756e-12,0.00025563,432.43,0.85903,9.3923,0.0002125,1.0132e+05,69368,1.1997,1,0.011046,0.1789,0.011046,0
0.0071068,0,0.75778,0.23512,0,293.99,9.3615,-0.4266,-5.711e-12,9.3615,-0.4266,-5.711e-12,0.00023498,394.84,0.78501,9.3712,0.00019534,1.0132e+05,69102,1.1994,1,0.011151,0.1789,0.011151,0
0.0064465,0,0.75828,0.23527,0,294,9.3405,-0.42347,-5.8464e-12,9.3405,-0.42347,-5.8464e-12,0.00021433,357.25,0.711,9.3501,0.00017819,1.0132e+05,68837,1.1992,1,0.011256,0.1789,0.011256,0
0.0057861,0,0.75878,0.23543,0,294,9.3196,-0.42034,-5.9818e-12,9.3196,-0.42034,-5.9818e-12,0.00019368,319.66,0.63698,9.3291,0.00016104,1.0132e+05,68571,1.1989,1,0.011362,0.1789,0.011362,0
0.0051258,0,0.75929,0.23559,0,294,9.2986,-0.41721,-6.1172e-12,9.2986,-0.41721,-6.1172e-12,0.00017303,282.07,0.56296,9.308,0.00014388,1.0132e+05,68305,1.1986,1,0.011467,0.1789,0.011467,0
0.0044654,0,0.75979,0.23574,0,294,9.2777,-0.41407,-6.2526e-12,9.2777,-0.41407,-6.2526e-12,0.00015239,244.48,0.48895,9.2869,0.00012673,1.0132e+05,68040,1.1983,1,0.011572,0.1789,0.011572,0
0.003805,0,0.7603,0.2359,0,294,9.2567,-0.41094,-6.388e-12,9.2567,-0.41094,-6.388e-12,0.00013174,206.89,0.41493,9.2658,0.00010957,1.0132e+05,67774,1.198,1,0.011677,0.1789,0.011677,0
0.0031447,0,0.7608,0.23606,0,294,9.2357,-0.40781,-6.5234e-12,9.2357,-0.40781,-6.5234e-12,0.00011109,169.3,0.34091,9.2448,9.2418e-05,1.0132e+05,67509,1.1978,1,0.011782,0.1789,0.011782,0
0.0024843,0,0.7613,0.23621,0,294,9.2148,-0.40468,-6.6588e-12,9.2148,-0.40468,-6.6588e-12,9.0443e-05,131.71,0.2669,9.2237,7.5264e-05,1.0132e+05,67243,1.1975,1,0.011888,0.1789,0.011888,0
