 x/c cf
 0.9997505546 0.00213673315
 0.9994956851 0.0008279326139
 0.9992352128 0.0009922359604
 0.9989690781 0.001181426574
 0.9986971617 0.001305135898
 0.9984192848 0.00139782147
 0.9981353879 0.001460152911
 0.9978453517 0.001503340085
 0.9975489378 0.001533778268
 0.9972460866 0.001557352603
 0.9969367385 0.001577606425
 0.9966205955 0.001596653135
 0.9962975979 0.001615426154
 0.9959676266 0.001634197892
 0.9956305623 0.001652902574
 0.9952861071 0.001671371283
 0.9949342608 0.001689449768
 0.9945747852 0.001707045245
 0.994207561 0.001724127913
 0.9938323498 0.001740714186
 0.9934490919 0.001756845624
 0.9930576086 0.001772572286
 0.9926576614 0.001787943183
 0.9922491312 0.00180300069
 0.9918317795 0.001817779965
 0.9914054871 0.00183231011
 0.9909700155 0.001846615924
 0.9905252457 0.001860718592
 0.9900709391 0.001874637674
 0.9896069169 0.001888391562
 0.9891329408 0.001901997137
 0.9886488914 0.001915470813
 0.9881544709 0.001928828191
 0.9876495004 0.001942084054
 0.987133801 0.001955252374
 0.9866071343 0.001968347002
 0.986069262 0.001981380396
 0.9855199456 0.001994365593
 0.9849590063 0.00200731447
 0.9843862057 0.002020238899
 0.9838012457 0.002033150988
 0.9832039475 0.002046062378
 0.9825940728 0.002058984479
 0.9819713235 0.002071929863
 0.9813354611 0.002084910404
 0.9806861877 0.002097939374
 0.9800233245 0.002111031208
 0.9793465734 0.002124201972
 0.9786556363 0.002137470525
 0.9779502153 0.002150861081
 0.9772301316 0.002164403675
 0.9764949679 0.002178138588
 0.9757445455 0.002192119136
 0.9749785066 0.002206414705
 0.9741965532 0.002221117495
 0.9733983874 0.00223633484
 0.9725837111 0.002252220642
 0.9717522264 0.002268859651
 0.9709035754 0.002286627656
 0.9700374603 0.002305827336
 0.9691535234 0.002325262409
 0.9682514668 0.002343591535
 0.967330873 0.00236083311
 0.9663915038 0.002377187833
 0.9654329419 0.0023925961
 0.9644548297 0.002407031134
 0.9634568691 0.002420453355
 0.9624387026 0.002432798268
 0.9613999128 0.002443952719
 0.9603402019 0.002453738824
 0.9592591524 0.002461890224
 0.9581564069 0.002468046267
 0.957031548 0.002471710555
 0.9558842778 0.002472346183
 0.954714179 0.002469138941
 0.9535208941 0.002461900935
 0.952303946 0.002448352752
 0.9510630965 0.002434354275
 0.9497979283 0.002434058581
 0.9485079646 0.002441931283
 0.9471927285 0.002441869117
 0.945851922 0.002433662768
 0.9444850683 0.002429639688
 0.9430918097 0.002436529147
 0.9416716695 0.00244848826
 0.9402241707 0.002459148876
 0.9387488365 0.002468277002
 0.937245369 0.002477687784
 0.935713172 0.002487400547
 0.9341518283 0.00249681971
 0.9325609803 0.002505980898
 0.9309400916 0.002514902968
 0.9292888045 0.002523624105
 0.927606523 0.002532161074
 0.9258929491 0.002540514804
 0.9241474867 0.002548656659
 0.9223697782 0.002556534717
 0.9205593467 0.002564014168
 0.9187157154 0.002571562771
 0.9168384075 0.002579093678
 0.9149270058 0.002584932838
 0.9129810929 0.00258956477
 0.9110001326 0.00259593362
 0.9089837074 0.002604977228
 0.9069313407 0.002615279052
 0.9048426151 0.00262571848
 0.9027169943 0.002635996789
 0.9005540609 0.002645829227
 0.8983533382 0.002655171324
 0.896114409 0.002664350439
 0.8938368559 0.002673462266
 0.8915202022 0.002682454884
 0.8891639709 0.002691363916
 0.8867678642 0.002700206824
 0.884331286 0.002708993154
 0.8818539381 0.0027177257
 0.8793354034 0.002726405161
 0.8767752051 0.002735032467
 0.8741729856 0.00274360925
 0.8715283871 0.002752136905
 0.8688409328 0.002760617062
 0.8661103249 0.002769049956
 0.8633361459 0.002777435817
 0.8605180979 0.002785772085
 0.8576557636 0.002794064116
 0.8547489047 0.002802294213
 0.8517971039 0.002810586244
 0.8488000631 0.002819055226
 0.845757544 0.002827497665
 0.842669189 0.002835781313
 0.8395348191 0.002843952738
 0.8363540173 0.002852022648
 0.8331267238 0.002859997796
 0.8298526406 0.002867888194
 0.8265314698 0.002875705017
 0.8231631517 0.002883458277
 0.8197475076 0.002891155891
 0.8162842989 0.002898805775
 0.8127734661 0.002906411653
 0.8092148304 0.002913988195
 0.8056083322 0.002921525156
 0.8019539118 0.002929231618
 0.7982515097 0.002937291516
 0.7945011258 0.002945421264
 0.790702641 0.002953444608
 0.7868561745 0.002961424179
 0.7829617262 0.002969365334
 0.7790193558 0.002977272263
 0.7750291824 0.002985154744
 0.7709913254 0.002993023954
 0.7669059038 0.003000889672
 0.7627730966 0.003008764004
 0.7585930824 0.003016647417
 0.7543661594 0.003024579491
 0.7500925064 0.003032675013
 0.7457724214 0.003040938405
 0.7414062619 0.003049262566
 0.7369942665 0.003057627939
 0.732536912 0.003066055709
 0.7280345559 0.003074542852
 0.723487556 0.003083091229
 0.7188965082 0.003091704799
 0.7142618299 0.003100388218
 0.7095840573 0.003109146142
 0.7048637271 0.003117983229
 0.7001014352 0.003126903437
 0.6952978373 0.003135911189
 0.6904534698 0.003145011375
 0.6855691671 0.003154208651
 0.6806454659 0.003163510002
 0.67568326 0.003172921482
 0.6706832051 0.003182456829
 0.6656461954 0.003192112781
 0.6605730057 0.003201942192
 0.6554644704 0.003211791394
 0.6503215432 0.00322126504
 0.6451451778 0.003230768489
 0.6399362087 0.003241099184
 0.6346957088 0.003252272028
 0.6294246316 0.003264081897
 0.6241239905 0.003276486881
 0.6187948585 0.003289421555
 0.6134383082 0.003302785335
 0.6080553532 0.003316577291
 0.6026471853 0.003329816507
 0.5972149372 0.003341815202
 0.5917598009 0.003353988053
 0.5862830281 0.00336708664
 0.5807857513 0.003380792215
 0.5752692223 0.003395071952
 0.569734633 0.003409908619
 0.5641833544 0.003425205126
 0.5586165786 0.003441025037
 0.5530356765 0.003456130624
 0.5474418402 0.003469743533
 0.5418365002 0.003484020708
 0.5362210274 0.003500069492
 0.5305966735 0.00351736974
 0.524964869 0.003535795491
 0.5193268657 0.003555267584
 0.5136840343 0.003575610695
 0.508037746 0.003596780123
 0.5023893118 0.003614787944
 0.4967401624 0.003628585022
 0.4910918772 0.003645628458
 0.4854457378 0.00366853131
 0.4798030555 0.003695268417
 0.4741651416 0.003725420451
 0.4685332477 0.003758435603
 0.462908715 0.003793817945
 0.4572927952 0.003830330912
 0.4516867995 0.003858309705
 0.446092099 0.003876129864
 0.4405103326 0.003898953553
 0.4349427223 0.00393121643
 0.4293904603 0.003969041165
 0.4238547385 0.004011960234
 0.4183367491 0.004059087951
 0.4128376245 0.004109357949
 0.407358557 0.0041613793
 0.4019007087 0.004201721866
