x,y,z,Density,Momentum_0,Momentum_1,Momentum_2,Energy,Nu_Tilde,Pressure,Temperature,Mach,Pressure_Coefficient,Velocity_0,Velocity_1,Velocity_2,Laminar_Viscosity,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Heat_Flux,Y_Plus,Eddy_Viscosity,Vorticity,Q_Criterion,Orthogonality,Aspect_Ratio,Volume_Ratio
0.8915202021598816,-0.0067352466285228,0.0,0.7242134213447571,0.0,0.0,0.0,156136.859375,0.0,62454.7421875,300.4202575683594,0.0,0.0736777782440185,0.0,0.0,0.0,1.847904059104621e-05,0.0026795750018209,0.0001691990764811,0.0,-0.0,0.1050237566232681,0.0,49170.65234375,-0.0013644881546497,78.49949645996094,1918.0537109375,1.0170613527297974
0.8938368558883667,-0.0065889754332602,0.0,0.72421795129776,0.0,0.0,0.0,156137.890625,0.0,62455.15625,300.4203491210937,0.0,0.0749029591679573,0.0,0.0,0.0,1.8479046048014425e-05,0.0026704946067184,0.0001685957395238,0.0,-0.0,0.1049247533082962,0.0,49003.9765625,-0.0014027096331119,78.63085174560547,1885.2353515625,1.0171629190444946
0.8961144089698792,-0.0064451997168362,0.0,0.7242224812507629,0.0,0.0,0.0,156138.9375,0.0,62455.5703125,300.42047119140625,0.0,0.0761284679174423,0.0,0.0,0.0,1.8479051504982635e-05,0.0026612873189151,0.0001679791748756,0.0,-0.0,0.104821890592575,0.0,48834.96875,-0.0015534646809101,78.76204681396484,1852.79833984375,1.0172624588012695
0.8983533382415771,-0.0063038966618478,0.0,0.7242270708084106,0.0,0.0,0.0,156139.96875,0.0,62455.98828125,300.4205627441406,0.0,0.0773559287190437,0.0,0.0,0.0,1.847905696195085e-05,0.0026520809624344,0.0001673559163464,0.0,-0.0,0.1047176942229271,0.0,48665.96875,-0.0152619816362857,78.8931655883789,1820.7454833984373,1.0173604488372805
0.9005540609359741,-0.0061650434508919,0.0,0.7242316007614136,0.0,0.0,0.0,156141.015625,0.0,62456.40234375,300.4206848144531,0.0,0.0785867795348167,0.0,0.0,0.0,1.8479062418919057e-05,0.0026456729974597,0.0001669377525104,0.0,-0.0,0.1046675741672515,0.0,48548.3515625,-0.0245563089847564,79.0234603881836,1789.0791015625,1.0174620151519775
0.9027169942855836,-0.0060285576619207,0.0,0.7242361903190613,0.0,0.0,0.0,156142.0625,0.0,62456.82421875,300.4208068847656,0.0,0.0798265635967254,0.0,0.0,0.0,1.8479067875887267e-05,0.0026367623358964,0.0001664039300521,0.0,-0.0,0.1045662686228752,0.0,48384.85546875,-0.00015564635396,79.1526107788086,1757.80126953125,1.017558455467224
0.9048426151275636,-0.0058943959884345,0.0,0.724240779876709,0.0,0.0,0.0,156143.125,0.0,62457.24609375,300.4209289550781,0.0,0.0810795351862907,0.0,0.0,0.0,1.847907333285548e-05,0.0026244451291859,0.0001656479871599,0.0,-0.0,0.104395754635334,0.0,48158.84375,-0.0003074966371059,79.28166198730469,1726.91357421875,1.0176494121551514
0.9069313406944276,-0.0057625574991106,0.0,0.724245548248291,0.0,0.0,0.0,156144.1875,0.0,62457.67578125,300.4210205078125,0.0,0.0823409259319305,0.0,0.0,0.0,1.8479076970834285e-05,0.0026086368598043,0.0001646062009967,0.0,-0.0,0.1041540279984474,0.0,47868.69921875,-0.0015558190643787,79.4118423461914,1696.4173583984375,1.017734169960022
0.9089837074279784,-0.0056330906227231,0.0,0.724250316619873,0.0,0.0,0.0,156145.25,0.0,62458.1015625,300.42108154296875,0.0,0.0835973918437957,0.0,0.0,0.0,1.847908060881309e-05,0.0025954709853976,0.0001635612425161,0.0,-0.0,0.103963553905487,0.0,47626.84765625,-0.0116794109344482,79.5455093383789,1666.3140869140625,1.017806887626648
0.91100013256073,-0.0055061527527868,0.0,0.7242550849914551,0.0,0.0,0.0,156146.296875,0.0,62458.51953125,300.421142578125,0.0,0.084842063486576,0.0,0.0,0.0,1.8479082427802496e-05,0.0025896548759192,0.0001626564189791,0.0,-0.0,0.1039201989769935,0.0,47519.49609375,-0.002086117863655,79.68607330322266,1636.604248046875,1.0178669691085815
0.91298109292984,-0.0053820158354938,0.0,0.7242597341537476,0.0,0.0,0.0,156147.34375,0.0,62458.9375,300.42120361328125,0.0,0.0860721617937088,0.0,0.0,0.0,1.8479086065781303e-05,0.0025834490079432,0.0001614528009667,0.0,-0.0,0.1038704141974449,0.0,47404.68359375,-0.0004857592284679,79.83247375488281,1607.2884521484375,1.0179444551467896
0.9149270057678224,-0.0052607408724725,0.0,0.7242640852928162,0.0,0.0,0.0,156148.328125,0.0,62459.328125,300.4212951660156,0.0,0.0872313529253006,0.0,0.0,0.0,1.847908970376011e-05,0.0025778592098504,0.0001603768032509,0.0,-0.0,0.1038329377770423,0.0,47301.27734375,-2.995133399963379e-06,79.97672271728516,1578.366943359375,1.0180532932281494
0.9168384075164796,-0.0051420382224023,0.0,0.7242681384086609,0.0,0.0,0.0,156149.25,0.0,62459.69921875,300.42138671875,0.0,0.088321253657341,0.0,0.0,0.0,1.847909516072832e-05,0.0025720931589603,0.0001596006623003,0.0,-0.0,0.1037887781858444,0.0,47194.984375,-0.0003634430468082,80.11385345458984,1549.8394775390625,1.018158197402954
0.9187157154083252,-0.00502564990893,0.0,0.7242721319198608,0.0,0.0,0.0,156150.1875,0.0,62460.07421875,300.4215393066406,0.0,0.089436762034893,0.0,0.0,0.0,1.847910243668593e-05,0.0025682102423161,0.0001590477477293,0.0,-0.0,0.1037796065211296,0.0,47123.3671875,-0.0006366744637489,80.24839782714844,1521.7059326171875,1.0182350873947144
0.9205593466758728,-0.0049116038717329,0.0,0.724276065826416,0.0,0.0,0.0,156151.125,0.0,62460.44921875,300.42169189453125,0.0,0.0905385985970497,0.0,0.0,0.0,1.847910971264355e-05,0.0025627093855291,0.0001583701669005,0.0,-0.0,0.1037372946739196,0.0,47022.03515625,-0.0003352556377649,80.38323211669922,1493.9656982421875,1.018319010734558
0.9223697781562804,-0.004799835383892,0.0,0.7242799997329712,0.0,0.0,0.0,156152.03125,0.0,62460.81640625,300.4218444824219,0.0,0.0916221514344215,0.0,0.0,0.0,1.8479116988601163e-05,0.002557054394856,0.0001577337097842,0.0,-0.0,0.1036905795335769,0.0,46917.93359375,-0.0003777705132961,80.51670837402344,1466.6180419921875,1.0184030532836914
0.9241474866867064,-0.0046902657486498,0.0,0.7242839336395264,0.0,0.0,0.0,156152.953125,0.0,62461.1796875,300.4219665527344,0.0,0.0926994010806083,0.0,0.0,0.0,1.8479122445569374e-05,0.0025510317645967,0.0001571245084051,0.0,-0.0,0.1036349833011627,0.0,46807.140625,-0.000658581033349,80.64884185791016,1439.661865234375,1.0184838771820068
0.9258929491043092,-0.0045828358270227,0.0,0.7242878079414368,0.0,0.0,0.0,156153.859375,0.0,62461.54296875,300.4220886230469,0.0,0.0937704294919967,0.0,0.0,0.0,1.8479127902537584e-05,0.0025441185571253,0.0001564906706335,0.0,-0.0,0.1035599708557128,0.0,46680.046875,-0.0013112593442201,80.78003692626953,1413.09619140625,1.0185623168945312
0.9276065230369568,-0.004477497190237,0.0,0.7242917418479919,0.0,0.0,0.0,156154.765625,0.0,62461.90234375,300.42218017578125,0.0,0.0948383882641792,0.0,0.0,0.0,1.8479133359505795e-05,0.0025358980055898,0.0001557944342494,0.0,-0.0,0.1034570485353469,0.0,46528.98828125,-0.0023631583899259,80.91061401367188,1386.9193115234375,1.0186386108398438
0.9292888045310974,-0.0043742093257606,0.0,0.7242957353591919,0.0,0.0,0.0,156155.65625,0.0,62462.265625,300.4222717285156,0.0,0.0959065705537796,0.0,0.0,0.0,1.84791369974846e-05,0.0025263733696192,0.0001550273591419,0.0,-0.0,0.1033261567354202,0.0,46354.01953125,-0.0036114584654569,81.04071807861328,1361.1298828125,1.018713116645813
0.9309400916099548,-0.0042729368433356,0.0,0.7242997288703918,0.0,0.0,0.0,156156.5625,0.0,62462.62890625,300.42236328125,0.0,0.0969776883721351,0.0,0.0,0.0,1.847914063546341e-05,0.0025160824880003,0.0001542152458569,0.0,-0.0,0.1031781733036041,0.0,46164.98828125,-0.0046629458665847,81.17054748535156,1335.72607421875,1.0187857151031494
0.9325609803199768,-0.0041736499406397,0.0,0.7243037819862366,0.0,0.0,0.0,156157.484375,0.0,62462.9921875,300.4224548339844,0.0,0.098052978515625,0.0,0.0,0.0,1.8479144273442216e-05,0.0025056221056729,0.0001533874019514,0.0,-0.0,0.1030252948403358,0.0,45972.83984375,-0.0054362192749977,81.30030059814453,1310.705810546875,1.0188565254211426
0.934151828289032,-0.0040763230063021,0.0,0.7243078351020813,0.0,0.0,0.0,156158.390625,0.0,62463.35546875,300.42254638671875,0.0,0.099132589995861,0.0,0.0,0.0,1.8479147911421023e-05,0.0024952213279902,0.0001525491388747,0.0,-0.0,0.1028722301125526,0.0,45781.7734375,-0.0061735697090625,81.43009948730469,1286.067138671875,1.0189255475997925
0.9357131719589232,-0.0039809374138712,0.0,0.724311888217926,0.0,0.0,0.0,156159.3125,0.0,62463.72265625,300.422607421875,0.0,0.1002167090773582,0.0,0.0,0.0,1.8479153368389237e-05,0.0024849034380167,0.0001516896008979,0.0,-0.0,0.1027195453643798,0.0,45592.19921875,-0.006792826578021,81.560302734375,1261.8077392578125,1.018992304801941
0.9372453689575196,-0.0038874826859682,0.0,0.7243159413337708,0.0,0.0,0.0,156160.234375,0.0,62464.09375,300.4226989746094,0.0,0.1013052836060524,0.0,0.0,0.0,1.847915700636804e-05,0.0024750332813709,0.0001508108107373,0.0,-0.0,0.1025748699903488,0.0,45410.7890625,-0.006650136783719,81.69135284423828,1237.9251708984375,1.0190563201904297
