 x/c cp
 1 0.1855359524
 0.9997505546 0.1844901443
 0.9994956851 0.181732282
 0.9992352128 0.1805223674
 0.9989690781 0.179421261
 0.9986971617 0.1785176694
 0.9984192848 0.1776022762
 0.9981353879 0.1766848266
 0.9978453517 0.1757320464
 0.9975489378 0.1747586429
 0.9972460866 0.1737705171
 0.9969367385 0.1727785319
 0.9966205955 0.1717877984
 0.9962975979 0.1708012819
 0.9959676266 0.1698192209
 0.9956305623 0.1688408107
 0.9952861071 0.1678648144
 0.9949342608 0.1668900549
 0.9945747852 0.1659155786
 0.994207561 0.1649406701
 0.9938323498 0.1639647931
 0.9934490919 0.1629875004
 0.9930576086 0.1620083451
 0.9926576614 0.1610269397
 0.9922491312 0.1600428969
 0.9918317795 0.1590557843
 0.9914054871 0.1580652297
 0.9909700155 0.1570708603
 0.9905252457 0.1560723186
 0.9900709391 0.1550692469
 0.9896069169 0.1540613323
 0.9891329408 0.1530482769
 0.9886488914 0.1520297825
 0.9881544709 0.1510055959
 0.9876495004 0.1499754637
 0.987133801 0.1489391327
 0.9866071343 0.1478963941
 0.986069262 0.1468470544
 0.9855199456 0.1457909346
 0.9849590063 0.1447278708
 0.9843862057 0.1436577439
 0.9838012457 0.1425804496
 0.9832039475 0.1414958984
 0.9825940728 0.1404040605
 0.9819713235 0.139304921
 0.9813354611 0.1381985247
 0.9806861877 0.1370849758
 0.9800233245 0.1359644085
 0.9793465734 0.1348370612
 0.9786556363 0.1337032616
 0.9779502153 0.1325634718
 0.9772301316 0.1314183027
 0.9764949679 0.1302686781
 0.9757445455 0.1291158348
 0.9749785066 0.1279616058
 0.9741965532 0.126808539
 0.9733983874 0.1256602705
 0.9725837111 0.1245218068
 0.9717522264 0.1234000623
 0.9709035754 0.1223034039
 0.9700374603 0.1212442815
 0.9691535234 0.1202363446
 0.9682514668 0.1192857325
 0.967330873 0.118394658
 0.9663915038 0.117564939
 0.9654329419 0.1167972311
 0.9644548297 0.1160920337
 0.9634568691 0.1154499948
 0.9624387026 0.1148718223
 0.9613999128 0.1143579036
 0.9603402019 0.1139075309
 0.9592591524 0.1135179177
 0.9581564069 0.1131827086
 0.957031548 0.1128906086
 0.9558842778 0.1126225144
 0.954714179 0.1123523936
 0.9535208941 0.1120404452
 0.952303946 0.1116545647
 0.9510630965 0.1111128107
 0.9497979283 0.1103987545
 0.9485079646 0.1096515879
 0.9471927285 0.1088809669
 0.945851922 0.108032234
 0.9444850683 0.107036598
 0.9430918097 0.1059360728
 0.9416716695 0.1048103496
 0.9402241707 0.1036855131
 0.9387488365 0.1025675312
 0.937245369 0.1014580354
 0.935713172 0.1003607884
 0.9341518283 0.09927232563
 0.9325609803 0.09818983823
 0.9309400916 0.09711138904
 0.9292888045 0.09603592008
 0.927606523 0.09496277571
 0.9258929491 0.09389127791
 0.9241474867 0.09282043576
 0.9223697782 0.09174842387
 0.9205593467 0.09067235142
 0.9187157154 0.08958651125
 0.9168384075 0.08849078417
 0.9149270058 0.08737916499
 0.9129810929 0.08622396737
 0.9110001326 0.08500803262
 0.9089837074 0.08374971896
 0.9069313407 0.08247656375
 0.9048426151 0.08120603859
 0.9027169943 0.07994831353
 0.9005540609 0.07870627195
 0.8983533382 0.07747501135
 0.896114409 0.07624830306
 0.8938368559 0.0750233829
 0.8915202022 0.07379831374
 0.8891639709 0.07257248461
 0.8867678642 0.07134591788
 0.884331286 0.07011874765
 0.8818539381 0.06889098883
 0.8793354034 0.0676625371
 0.8767752051 0.0664331764
 0.8741729856 0.06520270556
 0.8715283871 0.06397090107
 0.8688409328 0.06273753941
 0.8661103249 0.06150237471
 0.8633361459 0.06026506051
 0.8605180979 0.05902516842
 0.8576557636 0.05778206885
 0.8547489047 0.05653522536
 0.8517971039 0.05528374389
 0.8488000631 0.0540298596
 0.845757544 0.05277765915
 0.842669189 0.05152763054
 0.8395348191 0.05027927086
 0.8363540173 0.04903147742
 0.8331267238 0.0477828458
 0.8298526406 0.04653199017
 0.8265314698 0.04527764022
 0.8231631517 0.04401860014
 0.8197475076 0.04275361821
 0.8162842989 0.04148124158
 0.8127734661 0.04019973427
 0.8092148304 0.03890687227
 0.8056083322 0.03760039061
 0.8019539118 0.03627726436
 0.7982515097 0.03494048119
 0.7945011258 0.03359754384
 0.790702641 0.03224962205
 0.7868561745 0.03089652397
 0.7829617262 0.02953701653
 0.7790193558 0.02816934511
 0.7750291824 0.02679177374
 0.7709913254 0.02540273406
 0.7669059038 0.02400073782
 0.7627730966 0.02258414589
 0.7585930824 0.02115115337
 0.7543661594 0.01969941333
 0.7500925064 0.01822737418
 0.7457724214 0.01673699357
 0.7414062619 0.01523035672
 0.7369942665 0.01370735094
 0.732536912 0.01216764189
 0.7280345559 0.01061046217
 0.723487556 0.009034895338
 0.7188965082 0.007440049201
 0.7142618299 0.005825083703
 0.7095840573 0.004189175088
 0.7048637271 0.002531473991
 0.7001014352 0.0008510798216
 0.6952978373 -0.0008529693005
 0.6904534698 -0.002581704874
 0.6855691671 -0.004336221609
 0.6806454659 -0.006117682438
 0.67568326 -0.007927222177
 0.6706832051 -0.009765938856
 0.6656461954 -0.01163445227
 0.6605730057 -0.0135337431
 0.6554644704 -0.01546306629
 0.6503215432 -0.01742804796
 0.6451451778 -0.01945601031
 0.6399362087 -0.02156565152
 0.6346957088 -0.02374722809
 0.6294246316 -0.02599102072
 0.6241239905 -0.0282844808
 0.6187948585 -0.03061503731
 0.6134383082 -0.03296917677
 0.6080553532 -0.03533291444
 0.6026471853 -0.03768950701
 0.5972149372 -0.04005705938
 0.5917598009 -0.04249202088
 0.5862830281 -0.04500425979
 0.5807857513 -0.04758974165
 0.5752692223 -0.0502384603
 0.569734633 -0.05293786898
 0.5641833544 -0.05567427725
 0.5586165786 -0.05843488127
 0.5530356765 -0.06120428815
 0.5474418402 -0.06401252002
 0.5418365002 -0.06694965065
 0.5362210274 -0.07002387196
 0.5305966735 -0.07321729511
 0.524964869 -0.07650491595
 0.5193268657 -0.07985737175
 0.5136840343 -0.08324243873
 0.508037746 -0.08662151545
 0.5023893118 -0.08997034281
 0.4967401624 -0.09339010715
 0.4910918772 -0.09722794592
 0.4854457378 -0.1014136225
 0.4798030555 -0.1058501154
 0.4741651416 -0.1104458272
 0.4685332477 -0.1150899753
 0.462908715 -0.1196769699
 0.4572927952 -0.123998262
 0.4516867995 -0.1279081255
 0.446092099 -0.1319340616
 0.4405103326 -0.136529237
 0.4349427223 -0.1415693015
 0.4293904603 -0.1469532847
 0.4238547385 -0.1524880826
 0.4183367491 -0.1579838544
 0.4128376245 -0.163265571
 0.407358557 -0.1680680811
 0.4019007087 -0.1717424393
 0.3964653313 -0.1754184216
 0.391053915 -0.1799478978
 0.3856675327 -0.1847709715
 0.3803073168 -0.1897969097
 0.3749742508 -0.1948614568
 0.3696694374 -0.1998265833
 0.3643938601 -0.2044546753
 0.359148562 -0.208757028
 0.3539345562 -0.2115834802
 0.3487528563 -0.2136667967
 0.3436045647 -0.2167860121
 0.338490665 -0.2203268558
 0.333412081 -0.2239434272
 0.3283696175 -0.2275826037
 0.3233641684 -0.231104508
 0.3183965683 -0.2343345284
 0.313467592 -0.2371589541
 0.308578074 -0.2393331081
 0.3037288189 -0.2410789728
 0.298920542 -0.2413923293
 0.2941540182 -0.2395395637
 0.2894300222 -0.2365949005
 0.2847491205 -0.2328472584
 0.2801119089 -0.2284636348
 0.2755188346 -0.2237344384
 0.2709704041 -0.2189236879
 0.2664669752 -0.2142792195
 0.2620089352 -0.2100604624
 0.257596612 -0.2065077275
 0.2532302439 -0.2038252205
 0.248910144 -0.202408433
 0.2446366549 -0.2018268853
