"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
12, 0.000000000000000e+00, 0.000000000000000e+00, 1.316639305030735e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862388986472282e+05, 0.000000000000000e+00, 6.924747952200427e+08, 1.144955594588913e+05, 3.029368973447034e+02, 0.000000000000000e+00, 1.276556742114840e-02, 1.859779891936992e-05, 1.099336439397691e-02, 0.000000000000000e+00, -1.661360492883101e+02, 1.479198139993134e+00, 0.000000000000000e+00
13, 8.056205200680001e-03, 0.000000000000000e+00, 1.318594434825002e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861871142273104e+05, 0.000000000000000e+00, 6.906841768925912e+08, 1.144748456909241e+05, 3.024329973120896e+02, 0.000000000000000e+00, 6.302069151901642e-03, 1.857405901338642e-05, 4.687896963539934e-03, 0.000000000000000e+00, -3.030645178634015e+01, 9.678922381861526e-01, 0.000000000000000e+00
14, 1.624726554020000e-02, 0.000000000000000e+00, 1.319542450537756e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862065109597779e+05, 0.000000000000000e+00, 6.898509557163115e+08, 1.144826043839112e+05, 3.022361996099050e+02, 0.000000000000000e+00, 8.723082015074369e-03, 1.856478217468739e-05, 4.578122254611782e-03, 0.000000000000000e+00, -2.315952372305031e+01, 9.573146352048375e-01, 0.000000000000000e+00
15, 2.458382190520000e-02, 0.000000000000000e+00, 1.319779732415358e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862011764039805e+05, 0.000000000000000e+00, 6.896217530056856e+08, 1.144804705615922e+05, 3.021762285482752e+02, 0.000000000000000e+00, 8.057246765427408e-03, 1.856195461558742e-05, 4.549122657182773e-03, 0.000000000000000e+00, -2.287218312761283e+01, 9.545089928045203e-01, 0.000000000000000e+00
16, 3.307715158840000e-02, 0.000000000000000e+00, 1.319849170871638e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861990896129495e+05, 0.000000000000000e+00, 6.895549927104279e+08, 1.144796358451798e+05, 3.021581276294185e+02, 0.000000000000000e+00, 7.796782899292204e-03, 1.856110112656744e-05, 4.421811501120327e-03, 0.000000000000000e+00, -2.161191260225987e+01, 9.411258614209297e-01, 0.000000000000000e+00
17, 4.173923511390000e-02, 0.000000000000000e+00, 1.319870321652904e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861968202756370e+05, 0.000000000000000e+00, 6.895326203743463e+08, 1.144787281102548e+05, 3.021508897358790e+02, 0.000000000000000e+00, 7.513534427740439e-03, 1.856075984063361e-05, 4.280984381198364e-03, 0.000000000000000e+00, -2.025795384115633e+01, 9.260424220006204e-01, 0.000000000000000e+00
18, 5.058283026210000e-02, 0.000000000000000e+00, 1.319876430875345e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861950266435731e+05, 0.000000000000000e+00, 6.895248432121135e+08, 1.144780106574292e+05, 3.021475975810738e+02, 0.000000000000000e+00, 7.289661344696883e-03, 1.856060460545784e-05, 4.154866680686664e-03, 0.000000000000000e+00, -1.908223507783620e+01, 9.123095989052872e-01, 0.000000000000000e+00
19, 5.962155430870000e-02, 0.000000000000000e+00, 1.319875338738881e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861934663211876e+05, 0.000000000000000e+00, 6.895239514023926e+08, 1.144773865284750e+05, 3.021462002979425e+02, 0.000000000000000e+00, 7.094908925845443e-03, 1.856053871903199e-05, 4.046702266862097e-03, 0.000000000000000e+00, -1.810177082078489e+01, 9.003589503559938e-01, 0.000000000000000e+00
20, 6.886997564640000e-02, 0.000000000000000e+00, 1.319871354734189e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861921072111193e+05, 0.000000000000000e+00, 6.895259449345490e+08, 1.144768428844477e+05, 3.021456774474015e+02, 0.000000000000000e+00, 6.925270922975769e-03, 1.856051406489711e-05, 3.953467894651288e-03, 0.000000000000000e+00, -1.727737638979981e+01, 8.899263979037227e-01, 0.000000000000000e+00
21, 7.834371614890000e-02, 0.000000000000000e+00, 1.319865368803470e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861908943883327e+05, 0.000000000000000e+00, 6.895299351896770e+08, 1.144763577553330e+05, 3.021457673196579e+02, 0.000000000000000e+00, 6.773891840340024e-03, 1.856051830267317e-05, 3.872225111867322e-03, 0.000000000000000e+00, -1.657464104530925e+01, 8.807328513802004e-01, 0.000000000000000e+00
22, 8.805956585650000e-02, 0.000000000000000e+00, 1.319858544834517e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861897888322765e+05, 0.000000000000000e+00, 6.895348032883400e+08, 1.144759155329106e+05, 3.021461622862149e+02, 0.000000000000000e+00, 6.635901308304192e-03, 1.856053692665383e-05, 3.800418771439148e-03, 0.000000000000000e+00, -1.596566993669331e+01, 8.725253750518523e-01, 0.000000000000000e+00
23, 9.803561182770000e-02, 0.000000000000000e+00, 1.319851058665206e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861887482523034e+05, 0.000000000000000e+00, 6.895403305352567e+08, 1.144754993009213e+05, 3.021467774500815e+02, 0.000000000000000e+00, 6.506020798573001e-03, 1.856056593364292e-05, 3.735970118715959e-03, 0.000000000000000e+00, -1.542878642802180e+01, 8.650916605106299e-01, 0.000000000000000e+00
