"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -6.161826129,      -3.680728206,      -13.92465599,     -0.7117113201,      -3.808010523,       5.829012337,        0.40324815,     -0.4000229852,                 0,                 0,                 0,     -0.3000255216,        0.40324815,     -0.4000229852,                 0,     -0.9920020345
          0,           0,           1,      -2.816353159,    -0.04333260393,     -0.2987504236,        2.69863997,      -4.305534453,       8.192106526,      0.1183567344,     -0.1614849704,                 0,                 0,                 0,     -0.1208755405,      0.1183567344,     -0.1614849704,                 0,      -1.364391906
          0,           0,           2,      -3.694773399,     -0.9102029925,      -0.224028427,       1.666982013,      -4.770551923,       9.460233891,     0.06999824112,     -0.1258013147,                 0,                 0,                 0,    -0.09381850486,     0.06999824112,     -0.1258013147,                 0,      -1.797206797
          0,           0,           3,      -3.098333854,      -1.284103264,      -1.209342077,       2.379009748,      -5.139444351,       8.784658251,     0.05172862424,    -0.04009631802,                 0,                 0,                 0,     -0.0294507902,     0.05172862424,    -0.04009631802,                 0,     -0.7751282507
          0,           0,           4,      -3.514368367,      -1.464276122,      -1.038621589,       1.964827239,      -5.426477072,       8.096956183,     0.04297208575,   0.0003603005802,                 0,                 0,                 0,   0.0006777811428,     0.04297208575,   0.0003603005802,                 0,    0.008384526231
          0,           0,           5,      -4.007875804,      -1.576070642,      -1.537290557,       1.471221883,      -5.652701619,       7.243375997,       0.037449382,    0.004816640527,                 0,                 0,                 0,     0.00370822282,       0.037449382,    0.004816640527,                 0,      0.1286173568
          0,           0,           6,      -4.547457432,       -1.65787553,      -1.956623087,      0.9343157547,      -5.835389054,       6.248262758,     0.03351405129,    0.002364472383,                 0,                 0,                 0,     0.00165683896,     0.03351405129,    0.002364472383,                 0,     0.07055167285
          0,           0,           7,       -4.82172842,      -1.723105695,      -2.385719736,      0.6709916721,      -5.984697143,        5.22908151,     0.03053842373,    0.001465269886,                 0,                 0,                 0,   0.0009275919966,     0.03053842373,    0.001465269886,                 0,     0.04798118918
          0,           0,           8,      -5.145010762,      -1.777726842,      -2.684179553,      0.3681395849,       -6.10635722,       4.446722457,     0.02818958431,    0.001178274816,                 0,                 0,                 0,   0.0007743379334,     0.02818958431,    0.001178274816,                 0,      0.0417982331
          0,           0,           9,      -5.319552855,      -1.824806154,      -3.004551826,      0.2060074349,      -6.204663616,       4.096191986,     0.02627311385,   0.0007706132493,                 0,                 0,                 0,   0.0005724122493,     0.02627311385,   0.0007706132493,                 0,     0.02933086858
          0,           0,          10,      -5.436380352,      -1.866014444,      -3.185853155,     0.09452069011,      -6.283915654,       3.872929889,     0.02467011946,   0.0004191354951,                 0,                 0,                 0,   0.0003929003087,     0.02467011946,   0.0004191354951,                 0,     0.01698960136
          0,           0,          11,      -5.519251175,      -1.902394543,      -3.303079747,     0.01421003597,       -6.34833483,       3.821770433,     0.02330339739,   0.0002417633708,                 0,                 0,                 0,   0.0002975274727,     0.02330339739,   0.0002417633708,                 0,     0.01037459761
          0,           0,          12,      -5.573405613,      -1.934945536,      -3.427468272,    -0.04072692304,      -6.401734899,       3.783863708,     0.02211996563,   0.0001857495609,                 0,                 0,                 0,   0.0002513495635,     0.02211996563,   0.0001857495609,                 0,    0.008397371134
          0,           0,          13,      -5.617648445,      -1.964563127,      -3.544924397,    -0.08675039554,      -6.447034916,       3.717079395,     0.02108202634,   0.0001880733867,                 0,                 0,                 0,    0.000226072659,     0.02108202634,   0.0001880733867,                 0,    0.008921029868
          0,           0,          14,      -5.661290531,      -1.991817413,      -3.621899933,     -0.1319325512,      -6.486091059,       3.651969877,     0.02016188219,   0.0002133362057,                 0,                 0,                 0,    0.000213666168,     0.02016188219,   0.0002133362057,                 0,     0.01058116517
          0,           0,          15,      -5.700706192,      -2.017017816,      -3.671225133,     -0.1728394478,      -6.519778074,       3.598618304,      0.0193388004,   0.0002357361172,                 0,                 0,                 0,   0.0002072435985,      0.0193388004,   0.0002357361172,                 0,     0.01218980042
          0,           0,          16,      -5.732315248,      -2.040411803,      -3.734348325,     -0.2061565561,       -6.54811908,        3.55159058,     0.01859685559,   0.0002388498805,                 0,                 0,                 0,   0.0001983413339,     0.01859685559,   0.0002388498805,                 0,     0.01284356268
          0,           0,          17,       -5.75969346,      -2.062262806,       -3.81235524,     -0.2351667445,      -6.570283035,       3.509877251,       0.017923521,   0.0002196331612,                 0,                 0,                 0,    0.000182112186,       0.017923521,   0.0002196331612,                 0,      0.0122539071
          0,           0,          18,      -5.787232544,      -2.082799956,      -3.881012948,     -0.2639723622,      -6.583592304,       3.475315098,     0.01730873426,   0.0001844732326,                 0,                 0,                 0,   0.0001586971401,     0.01730873426,   0.0001844732326,                 0,     0.01065781182
