"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -5.717781392,      -3.236022396,      -13.47653842,     -0.2674847483,      -4.899476914,      0.2012495204,     -0.4000408017,                 0,                 0,                 0,     -0.3000395519,      0.2012495204,     -0.4000408017,                 0,      -1.987785118
          0,           0,           1,      -2.363884583,     0.07429555727,      0.1514503474,         3.1349596,      -5.311875444,     0.07811951201,     -0.1631480665,                 0,                 0,                 0,     -0.1220213104,     0.07811951201,     -0.1631480665,                 0,      -2.088441956
          0,           0,           2,      -3.095114577,     -0.5609008279,      0.1331491559,       2.328902452,      -5.927223891,     0.04849328865,    -0.09627209929,                 0,                 0,                 0,    -0.07179069931,     0.04849328865,    -0.09627209929,                 0,      -1.985266456
          0,           0,           3,      -2.731780512,     -0.9140715888,      -0.810800046,       2.744952202,      -6.917033093,     0.03582399127,    -0.02683715439,                 0,                 0,                 0,    -0.01993208437,     0.03582399127,    -0.02683715439,                 0,     -0.7491391506
          0,           0,           4,      -3.173489837,       -1.09389589,     -0.6790011581,       2.304712689,      -7.224328963,     0.02959165469,    0.003363744947,                 0,                 0,                 0,    0.002529279821,     0.02959165469,    0.003363744947,                 0,      0.1136720802
          0,           0,           5,      -3.658944783,       -1.20271909,      -1.179577932,       1.819714399,      -7.401207509,     0.02569871598,    0.005534274729,                 0,                 0,                 0,    0.004126275683,     0.02569871598,    0.005534274729,                 0,      0.2153521886
          0,           0,           6,        -4.1124548,      -1.283130762,      -1.573947357,       1.370705734,      -7.476823426,     0.02291417328,    0.002631149641,                 0,                 0,                 0,    0.001992168309,     0.02291417328,    0.002631149641,                 0,      0.1148262959
          0,           0,           7,      -4.358190138,      -1.348671324,      -1.960709455,       1.136264502,      -7.518529522,     0.02079927757,    0.001623987716,                 0,                 0,                 0,     0.00126878826,     0.02079927757,    0.001623987716,                 0,     0.07807904439
          0,           0,           8,      -4.666349872,      -1.403874166,      -2.206857877,      0.8438600273,      -7.543817605,     0.01912827251,    0.001459688831,                 0,                 0,                 0,    0.001148981295,     0.01912827251,    0.001459688831,                 0,     0.07631054141
          0,           0,           9,      -4.794487749,      -1.450935108,      -2.472923754,      0.7173091169,      -7.559703616,     0.01776535074,    0.001254138993,                 0,                 0,                 0,   0.0009820141174,     0.01776535074,    0.001254138993,                 0,      0.0705946655
          0,           0,          10,      -4.878147389,      -1.492157146,      -2.616936346,      0.6330255093,      -7.570186529,     0.01662632123,    0.001056270064,                 0,                 0,                 0,   0.0008193782247,     0.01662632123,    0.001056270064,                 0,     0.06352999253
          0,           0,          11,      -4.951778836,      -1.528924911,      -2.735360231,      0.5598182653,      -7.578671132,     0.01565650386,   0.0009317243094,                 0,                 0,                 0,   0.0007173816869,     0.01565650386,   0.0009317243094,                 0,     0.05951036818
          0,           0,          12,      -5.015806856,      -1.562112851,       -2.83677981,      0.4957559386,      -7.585188748,     0.01481825391,   0.0008305864003,                 0,                 0,                 0,   0.0006383262343,     0.01481825391,   0.0008305864003,                 0,     0.05605157027
          0,           0,          13,      -5.068067567,      -1.592399484,      -2.922815199,      0.4424939557,      -7.588195607,     0.01408455949,   0.0007284306692,                 0,                 0,                 0,   0.0005600659388,     0.01408455949,   0.0007284306692,                 0,     0.05171838492
          0,           0,          14,      -5.114359099,        -1.6202759,      -2.996241754,      0.3950706934,       -7.59270003,     0.01343567582,    0.000637045599,                 0,                 0,                 0,   0.0004890391877,     0.01343567582,    0.000637045599,                 0,     0.04741448123
          0,           0,          15,      -5.156699061,      -1.646096604,       -3.06391885,      0.3517256653,      -7.594566052,     0.01285675316,   0.0005645398594,                 0,                 0,                 0,   0.0004310636967,     0.01285675316,   0.0005645398594,                 0,     0.04390998662
          0,           0,          16,      -5.195030307,      -1.670151698,      -3.126888959,      0.3124154421,       -7.59765223,     0.01233634297,   0.0005077230082,                 0,                 0,                 0,   0.0003844446221,     0.01233634297,   0.0005077230082,                 0,     0.04115668717
          0,           0,          17,      -5.229860155,      -1.692681998,       -3.18493928,      0.2766265714,      -7.598461138,     0.01186546023,   0.0004609612136,                 0,                 0,                 0,   0.0003455786114,     0.01186546023,   0.0004609612136,                 0,     0.03884899572
          0,           0,          18,      -5.261971472,      -1.713882497,      -3.239087424,      0.2436101281,      -7.600957917,     0.01143694341,   0.0004206256181,                 0,                 0,                 0,   0.0003119412033,     0.01143694341,   0.0004206256181,                 0,     0.03677780005
          0,           0,          19,      -5.291890843,      -1.733911173,       -3.28995364,      0.2128385683,      -7.600736034,     0.01104500298,   0.0003850490869,                 0,                 0,                 0,   0.0002821762413,     0.01104500298,   0.0003850490869,                 0,      0.0348618364
          0,           0,          20,      -5.319887565,      -1.752897495,       -3.33786844,      0.1840312003,      -7.601889702,      0.0106849035,   0.0003536357805,                 0,                 0,                 0,   0.0002556787545,      0.0106849035,   0.0003536357805,                 0,     0.03309676877
          0,           0,          21,      -5.346140383,      -1.770949502,      -3.383178342,      0.1570066866,      -7.602225912,     0.01035273071,   0.0003260970899,                 0,                 0,                 0,   0.0002321531956,     0.01035273071,   0.0003260970899,                 0,     0.03149865471
          0,           0,          22,       -5.37082704,      -1.788159109,      -3.426176408,      0.1315879091,      -7.600793547,     0.01004521674,   0.0003020203929,                 0,                 0,                 0,   0.0002112844451,     0.01004521674,   0.0003020203929,                 0,     0.03006609023
          0,           0,          23,      -5.394128876,       -1.80460567,      -3.467106109,      0.1075921916,      -7.600678736,    0.009759608575,   0.0002808535213,                 0,                 0,                 0,   0.0001926757104,    0.009759608575,   0.0002808535213,                 0,     0.02877712965
          0,           0,          24,      -5.416206223,      -1.820357714,      -3.506178243,     0.08485531026,      -7.599436241,    0.009493568142,    0.000262081325,                 0,                 0,                 0,    0.000175949081,    0.009493568142,    0.000262081325,                 0,     0.02760619834
          0,           0,          25,      -5.437185595,      -1.835474221,      -3.543565193,     0.06324567387,       -7.59631224,    0.009245095571,   0.0002453307153,                 0,                 0,                 0,   0.0001608204378,    0.009245095571,   0.0002453307153,                 0,     0.02653630927
          0,           0,          26,      -5.457164919,      -1.850006471,      -3.579414237,     0.04266091692,      -7.594184595,    0.009012469383,   0.0002303488041,                 0,                 0,                 0,   0.0001470912483,    0.009012469383,   0.0002303488041,                 0,     0.02555890004
