"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
36960, 0.000000000000000e+00, 3.445092848397667e-16, 1.318723424215170e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.863066765031104e+05, 0.000000000000000e+00, 1.145226706012441e+05, 3.025297522486630e+02, 0.000000000000000e+00, 2.122529439854881e-02, 1.857861886046967e-05, 2.610118019569421e-02, 0.000000000000000e+00, -1.126504505970663e+02, 2.826566756203115e-01, 0.000000000000000e+00
37345, 1.000000000000000e-03, 3.445092848397667e-16, 1.318911789203926e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861478883137286e+05, 0.000000000000000e+00, 1.144591553254914e+05, 3.023187837202636e+02, 0.000000000000000e+00, 1.406067131445788e-03, 1.856867546233714e-05, 6.888286746264473e-03, 0.000000000000000e+00, -1.148316542176369e+01, 1.452942065201534e-01, 0.000000000000000e+00
37730, 2.001968367040000e-03, 3.445092848397667e-16, 1.319572477239220e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861892713896009e+05, 0.000000000000000e+00, 1.144757085558403e+05, 3.022111175643858e+02, 0.000000000000000e+00, 6.571316441983584e-03, 1.856359962151318e-05, 5.798111977501842e-03, 0.000000000000000e+00, -4.645200786342119e+00, 1.333716334021899e-01, 0.000000000000000e+00
38115, 3.005924417460000e-03, 3.445092848397667e-16, 1.319821322397157e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861880303774905e+05, 0.000000000000000e+00, 1.144752121509962e+05, 3.021528270548249e+02, 0.000000000000000e+00, 6.416418894793238e-03, 1.856085119076614e-05, 5.485543689658529e-03, 0.000000000000000e+00, -4.156962845249960e+00, 1.297583336986841e-01, 0.000000000000000e+00
38500, 4.011887597850000e-03, 3.445092848397667e-16, 1.319974460102159e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861953063862238e+05, 0.000000000000000e+00, 1.144781225544895e+05, 3.021254536004084e+02, 0.000000000000000e+00, 7.324577563548035e-03, 1.855956042755409e-05, 5.305917210270295e-03, 0.000000000000000e+00, -3.889495114153055e+00, 1.276324341958776e-01, 0.000000000000000e+00
38885, 5.019877486630000e-03, 3.445092848397667e-16, 1.320057466419092e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862003771870077e+05, 0.000000000000000e+00, 1.144801508748031e+05, 3.021118084134393e+02, 0.000000000000000e+00, 7.957492099280629e-03, 1.855891698342708e-05, 5.190855933217004e-03, 0.000000000000000e+00, -3.722788051013544e+00, 1.262493111135068e-01, 0.000000000000000e+00
39270, 6.029913795760000e-03, 3.445092848397667e-16, 1.320103855275433e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862043574511726e+05, 0.000000000000000e+00, 1.144817429804690e+05, 3.021053935123721e+02, 0.000000000000000e+00, 8.454290761533133e-03, 1.855861448136095e-05, 5.105774948630021e-03, 0.000000000000000e+00, -3.601816267755635e+00, 1.252146295295384e-01, 0.000000000000000e+00
39655, 7.042016372410000e-03, 3.445092848397667e-16, 1.320128355975918e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862070806313425e+05, 0.000000000000000e+00, 1.144828322525370e+05, 3.021026610602281e+02, 0.000000000000000e+00, 8.794185856294842e-03, 1.855848562847398e-05, 5.038024380485504e-03, 0.000000000000000e+00, -3.506890406811989e+00, 1.243831115125882e-01, 0.000000000000000e+00
40040, 8.056205200680001e-03, 3.445092848397667e-16, 1.320140339065854e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862089262350780e+05, 0.000000000000000e+00, 1.144835704940312e+05, 3.021018669226367e+02, 0.000000000000000e+00, 9.024545809529178e-03, 1.855844817961588e-05, 4.981383656649907e-03, 0.000000000000000e+00, -3.428489686433872e+00, 1.236827484638283e-01, 0.000000000000000e+00
40425, 9.072500403280000e-03, 3.445092848397667e-16, 1.320144986409337e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862101500670789e+05, 0.000000000000000e+00, 1.144840600268315e+05, 3.021020952107614e+02, 0.000000000000000e+00, 9.177299012742600e-03, 1.855845894492101e-05, 4.932698724159180e-03, 0.000000000000000e+00, -3.361801497033522e+00, 1.230770107249285e-01, 0.000000000000000e+00
40810, 1.009092224330000e-02, 3.445092848397667e-16, 1.320145281916656e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862109483899795e+05, 0.000000000000000e+00, 1.144843793559918e+05, 3.021028702367998e+02, 0.000000000000000e+00, 9.276942084827423e-03, 1.855849549252964e-05, 4.889999205863727e-03, 0.000000000000000e+00, -3.303846196603069e+00, 1.225429220423697e-01, 0.000000000000000e+00
