"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,       -4.86373122,      -2.381972223,      -12.55201173,      0.5865654245,      -4.582798708,      0.0484896764,     -0.4000567104,                 0,                 0,                 0,     -0.3000477074,      0.0484896764,     -0.4000567104,                 0,      -8.250348118
          0,           0,           1,      -1.406372272,      0.2451599849,       1.065939661,       4.079385702,      -5.338526521,     0.02978160127,     -0.1721699169,                 0,                 0,                 0,     -0.1288751296,     0.02978160127,     -0.1721699169,                 0,      -5.781083272
          0,           0,           2,        -1.8780233,      0.1115243731,      0.8083675814,       3.602775886,      -5.480002874,     0.02114249716,    -0.02797220144,                 0,                 0,                 0,    -0.02087871289,     0.02114249716,    -0.02797220144,                 0,      -1.323032054
          0,           0,           3,      -2.082158138,     -0.1621002701,    0.005041968529,       3.396067953,      -5.691726444,     0.01620922998,     0.01621412151,                 0,                 0,                 0,     0.01229823803,     0.01620922998,     0.01621412151,                 0,       1.000301775
          0,           0,           4,        -2.8184504,     -0.3558772996,     -0.2103847893,       2.657178759,      -5.930545673,     0.01319751727,     0.01509019487,                 0,                 0,                 0,     0.01136843239,     0.01319751727,     0.01509019487,                 0,        1.14341164
          0,           0,           5,      -2.892770285,     -0.4610281834,     -0.5696685905,       2.599167318,      -6.141886012,     0.01126580453,    0.009409460118,                 0,                 0,                 0,    0.007065136937,     0.01126580453,    0.009409460118,                 0,      0.8352230945
          0,           0,           6,      -3.056921332,      -0.559819229,     -0.4884983165,       2.427465269,       -6.24571833,    0.009923764432,    0.007543530876,                 0,                 0,                 0,    0.005657392766,    0.009923764432,    0.007543530876,                 0,        0.76014812
          0,           0,           7,      -3.180692465,     -0.6332751807,     -0.7820821243,       2.299383239,      -6.267488372,     0.00892539381,    0.006465230789,                 0,                 0,                 0,    0.004836272766,     0.00892539381,    0.006465230789,                 0,      0.7243636446
          0,           0,           8,      -3.412806071,     -0.6927800094,     -0.9940743989,       2.069074567,      -6.258979404,    0.008150393468,    0.005193741315,                 0,                 0,                 0,    0.003871650475,    0.008150393468,    0.005193741315,                 0,      0.6372381082
          0,           0,           9,      -3.533464889,     -0.7421006925,      -1.206289252,       1.951521516,      -6.238700346,    0.007533969424,     0.00428262036,                 0,                 0,                 0,      0.0031826615,    0.007533969424,     0.00428262036,                 0,       0.568441431
          0,           0,          10,      -3.607726206,     -0.7845550112,      -1.252806488,       1.876780866,      -6.208114185,    0.007036288786,    0.003716073827,                 0,                 0,                 0,    0.002751906648,    0.007036288786,    0.003716073827,                 0,      0.5281298054
          0,           0,          11,      -3.686274203,     -0.8216465211,      -1.301860791,       1.796586442,      -6.166608291,    0.006631550174,    0.003257852599,                 0,                 0,                 0,    0.002402400828,    0.006631550174,    0.003257852599,                 0,      0.4912656187
          0,           0,          12,      -3.777712345,     -0.8529498328,      -1.375921965,       1.703793302,      -6.113314082,    0.006302752309,    0.002883613366,                 0,                 0,                 0,    0.002116012868,    0.006302752309,    0.002883613366,                 0,        0.45751653
          0,           0,          13,      -3.858729553,     -0.8762961936,      -1.468556408,       1.622063019,      -6.055991543,    0.006037917162,    0.002613319258,                 0,                 0,                 0,     0.00190744894,    0.006037917162,    0.002613319258,                 0,      0.4328180046
          0,           0,          14,      -3.942984386,     -0.8917673239,      -1.550622149,        1.53660444,      -5.997128732,    0.005827071518,    0.002413951093,                 0,                 0,                 0,    0.001752384168,    0.005827071518,    0.002413951093,                 0,      0.4142648816
