"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
24, 0.000000000000000e+00, 2.220446049250313e-16, 1.317013972581091e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862623805698768e+05, 0.000000000000000e+00, 2.810424156597764e+09, 1.145049522279507e+05, 3.028755617619656e+02, 0.000000000000000e+00, 1.569647533975557e-02, 1.859491028759789e-05, 1.496569136868432e-02, 0.000000000000000e+00, -1.524073557657154e+02, 8.568103189539346e-01, 0.000000000000000e+00
25, 4.011887597850000e-03, 2.220446049250313e-16, 1.318508442871255e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861820864334533e+05, 0.000000000000000e+00, 2.804425815227016e+09, 1.144728345733813e+05, 3.024474081731352e+02, 0.000000000000000e+00, 5.674522547248435e-03, 1.857473821063429e-05, 5.166677116460746e-03, 0.000000000000000e+00, -2.063046579166545e+01, 5.042659093767364e-01, 0.000000000000000e+00
26, 8.056205200680001e-03, 2.220446049250313e-16, 1.319493042427716e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862112998227290e+05, 0.000000000000000e+00, 2.800966165475386e+09, 1.144845199290916e+05, 3.022525740382720e+02, 0.000000000000000e+00, 9.320806339200113e-03, 1.856555416054760e-05, 4.927699253771494e-03, 0.000000000000000e+00, -1.339445635483019e+01, 4.928933110644892e-01, 0.000000000000000e+00
27, 1.213422760060000e-02, 2.220446049250313e-16, 1.319793762507912e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862082153149272e+05, 0.000000000000000e+00, 2.799813455031498e+09, 1.144832861259708e+05, 3.021804479849591e+02, 0.000000000000000e+00, 8.935811955367643e-03, 1.856215356559861e-05, 4.968061254541301e-03, 0.000000000000000e+00, -1.361499636882540e+01, 4.950548703663906e-01, 0.000000000000000e+00
28, 1.624726554020000e-02, 2.220446049250313e-16, 1.319895864345502e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862077478466351e+05, 0.000000000000000e+00, 2.799427784194262e+09, 1.144830991386540e+05, 3.021565790025750e+02, 0.000000000000000e+00, 8.877464666716826e-03, 1.856102810502758e-05, 4.898861116524494e-03, 0.000000000000000e+00, -1.323936353022517e+01, 4.916437939493594e-01, 0.000000000000000e+00
29, 2.039666755470000e-02, 2.220446049250313e-16, 1.319927074208643e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862059900290611e+05, 0.000000000000000e+00, 2.799298833972615e+09, 1.144823960116244e+05, 3.021475787398574e+02, 0.000000000000000e+00, 8.658061787135398e-03, 1.856060371703444e-05, 4.781660918616097e-03, 0.000000000000000e+00, -1.261390460768093e+01, 4.857440060292688e-01, 0.000000000000000e+00
30, 2.458382190520000e-02, 2.220446049250313e-16, 1.319937562180863e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862044382022299e+05, 0.000000000000000e+00, 2.799249154064114e+09, 1.144817752808919e+05, 3.021435396826940e+02, 0.000000000000000e+00, 8.464369745131470e-03, 1.856041326199363e-05, 4.660132170161230e-03, 0.000000000000000e+00, -1.198106893843968e+01, 4.795383684143744e-01, 0.000000000000000e+00
31, 2.881015861120000e-02, 2.220446049250313e-16, 1.319940138650417e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862030301433993e+05, 0.000000000000000e+00, 2.799230060000705e+09, 1.144812120573597e+05, 3.021414634381964e+02, 0.000000000000000e+00, 8.288622178029170e-03, 1.856031535964506e-05, 4.550838413951592e-03, 0.000000000000000e+00, -1.142577400070471e+01, 4.738846774801723e-01, 0.000000000000000e+00
32, 3.307715158840000e-02, 2.220446049250313e-16, 1.319938825174105e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862017993914842e+05, 0.000000000000000e+00, 2.799226706616608e+09, 1.144807197565936e+05, 3.021404648074899e+02, 0.000000000000000e+00, 8.135005262246781e-03, 1.856026827052129e-05, 4.456110688802586e-03, 0.000000000000000e+00, -1.095510900724609e+01, 4.689276373310348e-01, 0.000000000000000e+00
33, 3.738632089750000e-02, 2.220446049250313e-16, 1.319935146050103e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862006978873466e+05, 0.000000000000000e+00, 2.799233047497872e+09, 1.144802791549386e+05, 3.021401441288692e+02, 0.000000000000000e+00, 7.997520472464678e-03, 1.856025314932459e-05, 4.373866187984184e-03, 0.000000000000000e+00, -1.055447687465840e+01, 4.645798177841857e-01, 0.000000000000000e+00
34, 4.173923511390000e-02, 2.220446049250313e-16, 1.319930098879882e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861996891071750e+05, 0.000000000000000e+00, 2.799245101953593e+09, 1.144798756428700e+05, 3.021402344907884e+02, 0.000000000000000e+00, 7.871609070861789e-03, 1.856025741022794e-05, 4.301404980950826e-03, 0.000000000000000e+00, -1.020767570050764e+01, 4.607144459086373e-01, 0.000000000000000e+00
35, 4.613751382460000e-02, 2.220446049250313e-16, 1.319924198163566e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861987509752279e+05, 0.000000000000000e+00, 2.799260802576461e+09, 1.144795003900911e+05, 3.021405948198292e+02, 0.000000000000000e+00, 7.754515662717227e-03, 1.856027440108726e-05, 4.236438040040733e-03, 0.000000000000000e+00, -9.901660140075718e+00, 4.572205316543588e-01, 0.000000000000000e+00
36, 5.058283026210000e-02, 2.220446049250313e-16, 1.319917720151926e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861978711159244e+05, 0.000000000000000e+00, 2.799279040131516e+09, 1.144791484463698e+05, 3.021411488189960e+02, 0.000000000000000e+00, 7.644695583746038e-03, 1.856030052419670e-05, 4.177315251116366e-03, 0.000000000000000e+00, -9.627213398856879e+00, 4.540171347738590e-01, 0.000000000000000e+00
37, 5.507691408390000e-02, 2.220446049250313e-16, 1.319910946809047e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861970390255923e+05, 0.000000000000000e+00, 2.799298691200999e+09, 1.144788156102369e+05, 3.021418208583784e+02, 0.000000000000000e+00, 7.540837812813204e-03, 1.856033221330746e-05, 4.122983528198242e-03, 0.000000000000000e+00, -9.378403806569317e+00, 4.510529856275948e-01, 0.000000000000000e+00
