"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
48, 0.000000000000000e+00, 0.000000000000000e+00, 1.317585590763417e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862865832260071e+05, 0.000000000000000e+00, 1.127626431551004e+10, 1.145146332904028e+05, 3.027697590955813e+02, 0.000000000000000e+00, 1.871734196831548e-02, 1.858992678386204e-05, 2.027092033831341e-02, 0.000000000000000e+00, -1.386688262766030e+02, 4.979046416524416e-01, 0.000000000000000e+00
49, 2.001968367040000e-03, 0.000000000000000e+00, 1.318548276835324e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861698182412038e+05, 0.000000000000000e+00, 1.125862691674183e+10, 1.144679272964815e+05, 3.024253060243307e+02, 0.000000000000000e+00, 4.143261996347491e-03, 1.857369650939816e-05, 5.937451556577389e-03, 0.000000000000000e+00, -1.537208078093455e+01, 2.698033978867494e-01, 0.000000000000000e+00
50, 4.011887597850000e-03, 0.000000000000000e+00, 1.319470234496313e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862086828742977e+05, 0.000000000000000e+00, 1.124594479475610e+10, 1.144834731497190e+05, 3.022550350093060e+02, 0.000000000000000e+00, 8.994170612019061e-03, 1.856567018328279e-05, 5.367020077916475e-03, 0.000000000000000e+00, -7.951805932836055e+00, 2.567163209697162e-01, 0.000000000000000e+00
51, 6.029913795760000e-03, 0.000000000000000e+00, 1.319801374369968e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862083853746727e+05, 0.000000000000000e+00, 1.124094604377723e+10, 1.144833541498690e+05, 3.021788847294961e+02, 0.000000000000000e+00, 8.957038047544651e-03, 1.856207985693832e-05, 5.360494429928263e-03, 0.000000000000000e+00, -7.931970161667804e+00, 2.566420279641319e-01, 0.000000000000000e+00
52, 8.056205200680001e-03, 0.000000000000000e+00, 1.319942652037142e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862114814854226e+05, 0.000000000000000e+00, 1.123891294524787e+10, 1.144845925941690e+05, 3.021498100853946e+02, 0.000000000000000e+00, 9.343480659152217e-03, 1.856070893189956e-05, 5.330567778892102e-03, 0.000000000000000e+00, -7.844238717030410e+00, 2.559572341016751e-01, 0.000000000000000e+00
53, 1.009092224330000e-02, 0.000000000000000e+00, 1.319995245440145e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862117697876241e+05, 0.000000000000000e+00, 1.123813089861787e+10, 1.144847079150496e+05, 3.021380756847940e+02, 0.000000000000000e+00, 9.379465242613310e-03, 1.856015561425984e-05, 5.259499389821997e-03, 0.000000000000000e+00, -7.636761762774781e+00, 2.542579126310439e-01, 0.000000000000000e+00
54, 1.213422760060000e-02, 0.000000000000000e+00, 1.320015202100283e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862113789155036e+05, 0.000000000000000e+00, 1.123781986392666e+10, 1.144845515662014e+05, 3.021330951919058e+02, 0.000000000000000e+00, 9.330678343421984e-03, 1.855992076359798e-05, 5.166983463477212e-03, 0.000000000000000e+00, -7.370590920053104e+00, 2.520168546064240e-01, 0.000000000000000e+00
55, 1.418628625240000e-02, 0.000000000000000e+00, 1.320020983869584e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862105662692614e+05, 0.000000000000000e+00, 1.123770947899098e+10, 1.144842265077045e+05, 3.021309139818721e+02, 0.000000000000000e+00, 9.229247496292056e-03, 1.855981791000645e-05, 5.070990706452704e-03, 0.000000000000000e+00, -7.099326261202196e+00, 2.496668122614841e-01, 0.000000000000000e+00
56, 1.624726554020000e-02, 0.000000000000000e+00, 1.320020393702193e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862096510700851e+05, 0.000000000000000e+00, 1.123769182254271e+10, 1.144838604280340e+05, 3.021300829542674e+02, 0.000000000000000e+00, 9.115016453422596e-03, 1.855977872332554e-05, 4.979913135514628e-03, 0.000000000000000e+00, -6.846623274348325e+00, 2.474150492856826e-01, 0.000000000000000e+00
57, 1.831733522620000e-02, 0.000000000000000e+00, 1.320016716434557e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862087381219907e+05, 0.000000000000000e+00, 1.123772058634633e+10, 1.144834952487963e+05, 3.021299608866761e+02, 0.000000000000000e+00, 9.001066380456694e-03, 1.855977296728638e-05, 4.896632955058425e-03, 0.000000000000000e+00, -6.619550340455444e+00, 2.453372732728652e-01, 0.000000000000000e+00
