"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
12, 0.000000000000000e+00, 0.000000000000000e+00, 1.317745249596757e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862337613744827e+05, 0.000000000000000e+00, 1.144935045497931e+05, 3.026772189805305e+02, 0.000000000000000e+00, 1.212435615428861e-02, 1.858556727433446e-05, 1.037337852705833e-02, 0.000000000000000e+00, -1.453922391913437e+02, 1.438431553912383e+00, 0.000000000000000e+00
13, 8.056205200680001e-03, 0.000000000000000e+00, 1.319136135618774e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861880928787828e+05, 0.000000000000000e+00, 1.144752371515131e+05, 3.023098375473518e+02, 0.000000000000000e+00, 6.424220024853458e-03, 1.856825373526365e-05, 4.522784128976302e-03, 0.000000000000000e+00, -2.816595070390926e+01, 9.511868912048275e-01, 0.000000000000000e+00
14, 1.624726554020000e-02, 0.000000000000000e+00, 1.319846975495887e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862078339963694e+05, 0.000000000000000e+00, 1.144831335985477e+05, 3.021678622292548e+02, 0.000000000000000e+00, 8.888217488887488e-03, 1.856156013255708e-05, 4.446814459940137e-03, 0.000000000000000e+00, -2.186298346415218e+01, 9.437587666768575e-01, 0.000000000000000e+00
15, 2.458382190520000e-02, 0.000000000000000e+00, 1.319968419617185e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862036986888404e+05, 0.000000000000000e+00, 1.144814794755361e+05, 3.021356956711895e+02, 0.000000000000000e+00, 8.372067011594299e-03, 1.856004338709485e-05, 4.443173079272635e-03, 0.000000000000000e+00, -2.182910034868970e+01, 9.434927752980651e-01, 0.000000000000000e+00
16, 3.307715158840000e-02, 0.000000000000000e+00, 1.319974945425931e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862021266313625e+05, 0.000000000000000e+00, 1.144808506525450e+05, 3.021325423856217e+02, 0.000000000000000e+00, 8.175849871319319e-03, 1.855989469639852e-05, 4.348619426306550e-03, 0.000000000000000e+00, -2.091075587151031e+01, 9.334095007757920e-01, 0.000000000000000e+00
17, 4.173923511390000e-02, 0.000000000000000e+00, 1.319960181172786e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862001269842651e+05, 0.000000000000000e+00, 1.144800507937060e+05, 3.021338108783177e+02, 0.000000000000000e+00, 7.926262918831851e-03, 1.855995451126309e-05, 4.241765270267077e-03, 0.000000000000000e+00, -1.989591210859739e+01, 9.218621919156490e-01, 0.000000000000000e+00
18, 5.058283026210000e-02, 0.000000000000000e+00, 1.319943557131116e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861984133633769e+05, 0.000000000000000e+00, 1.144793653453507e+05, 3.021358070589969e+02, 0.000000000000000e+00, 7.712376470701795e-03, 1.856004863948530e-05, 4.145556580741889e-03, 0.000000000000000e+00, -1.900356830561485e+01, 9.113373588439218e-01, 0.000000000000000e+00
19, 5.962155430870000e-02, 0.000000000000000e+00, 1.319926712732366e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861968180929753e+05, 0.000000000000000e+00, 1.144787272371901e+05, 3.021379786734004e+02, 0.000000000000000e+00, 7.513261997737741e-03, 1.856015103979287e-05, 4.060924333787156e-03, 0.000000000000000e+00, -1.823547857692061e+01, 9.019761037902171e-01, 0.000000000000000e+00
20, 6.886997564640000e-02, 0.000000000000000e+00, 1.319910511273615e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861953498598349e+05, 0.000000000000000e+00, 1.144781399439340e+05, 3.021401372829930e+02, 0.000000000000000e+00, 7.330003744064626e-03, 1.856025282651583e-05, 3.985375924016519e-03, 0.000000000000000e+00, -1.756320797252408e+01, 8.935362629170850e-01, 0.000000000000000e+00
21, 7.834371614890000e-02, 0.000000000000000e+00, 1.319895373384076e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861939902778729e+05, 0.000000000000000e+00, 1.144775961111491e+05, 3.021421671856558e+02, 0.000000000000000e+00, 7.160306841552494e-03, 1.856034854388974e-05, 3.917052558096404e-03, 0.000000000000000e+00, -1.696610263929362e+01, 8.858343262594284e-01, 0.000000000000000e+00
22, 8.805956585650000e-02, 0.000000000000000e+00, 1.319881419799487e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861927278202573e+05, 0.000000000000000e+00, 1.144770911281029e+05, 3.021440285642258e+02, 0.000000000000000e+00, 7.002732562907031e-03, 1.856043631445739e-05, 3.854687148370207e-03, 0.000000000000000e+00, -1.643008307861730e+01, 8.787453186574341e-01, 0.000000000000000e+00
