"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
6, 0.000000000000000e+00, 0.000000000000000e+00, 1.318067912591260e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862083440250558e+05, 0.000000000000000e+00, 1.144833376100223e+05, 3.025762526674634e+02, 0.000000000000000e+00, 8.951876974439932e-03, 1.858081006965350e-05, 8.207630915753205e-03, 0.000000000000000e+00, -1.859197055466829e+02, 2.636537604812412e+00, 0.000000000000000e+00
7, 1.624726554020000e-02, 0.000000000000000e+00, 1.319441024050103e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861849251783096e+05, 0.000000000000000e+00, 1.144739700713238e+05, 3.022366362508149e+02, 0.000000000000000e+00, 6.028841906125627e-03, 1.856480276074607e-05, 4.684738910830314e-03, 0.000000000000000e+00, -5.511384633898375e+01, 1.994656694594533e+00, 0.000000000000000e+00
8, 3.307715158840000e-02, 0.000000000000000e+00, 1.319841424519675e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861959210483670e+05, 0.000000000000000e+00, 1.144783684193468e+05, 3.021565557720986e+02, 0.000000000000000e+00, 7.401296926346192e-03, 1.856102700965246e-05, 4.438813367713014e-03, 0.000000000000000e+00, -4.437303244433424e+01, 1.942285770123430e+00, 0.000000000000000e+00
9, 5.058283026210000e-02, 0.000000000000000e+00, 1.319857655147749e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861903964884533e+05, 0.000000000000000e+00, 1.144761585953813e+05, 3.021470074924266e+02, 0.000000000000000e+00, 6.711746217893460e-03, 1.856057678088478e-05, 4.257122785586713e-03, 0.000000000000000e+00, -4.083282959683837e+01, 1.902177231409778e+00, 0.000000000000000e+00
10, 6.886997564640000e-02, 0.000000000000000e+00, 1.319846426399012e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861883216392826e+05, 0.000000000000000e+00, 1.144753286557130e+05, 3.021473874921397e+02, 0.000000000000000e+00, 6.452772881026279e-03, 1.856059469909355e-05, 4.082519741796069e-03, 0.000000000000000e+00, -3.755082792983112e+01, 1.862750852596366e+00, 0.000000000000000e+00
11, 8.805956585650000e-02, 0.000000000000000e+00, 1.319828283015156e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861862982177779e+05, 0.000000000000000e+00, 1.144745192871112e+05, 3.021494047592413e+02, 0.000000000000000e+00, 6.200218514023714e-03, 1.856068981954203e-05, 3.939956195684854e-03, 0.000000000000000e+00, -3.497121710727441e+01, 1.829915812856497e+00, 0.000000000000000e+00
12, 1.082913833170000e-01, 0.000000000000000e+00, 1.319808865368580e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861846004721427e+05, 0.000000000000000e+00, 1.144738401888571e+05, 3.021520576527994e+02, 0.000000000000000e+00, 5.988313543528362e-03, 1.856081491129297e-05, 3.822485757566998e-03, 0.000000000000000e+00, -3.291461255212402e+01, 1.802404361313815e+00, 0.000000000000000e+00
13, 1.297284369870000e-01, 0.000000000000000e+00, 1.319792774748417e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861830150133222e+05, 0.000000000000000e+00, 1.144732060053289e+05, 3.021540674848020e+02, 0.000000000000000e+00, 5.790423707967594e-03, 1.856090968043943e-05, 3.722796429810067e-03, 0.000000000000000e+00, -3.121832677680838e+01, 1.778726073220963e+00, 0.000000000000000e+00
14, 1.525626141330000e-01, 0.000000000000000e+00, 1.319779235710280e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861815082145619e+05, 0.000000000000000e+00, 1.144726032858247e+05, 3.021555762460773e+02, 0.000000000000000e+00, 5.602351867150191e-03, 1.856098082251104e-05, 3.635047911666563e-03, 0.000000000000000e+00, -2.976237019049258e+01, 1.757622503143810e+00, 0.000000000000000e+00
15, 1.770219906140000e-01, 0.000000000000000e+00, 1.319764321873677e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861800821908229e+05, 0.000000000000000e+00, 1.144720328763291e+05, 3.021574850800191e+02, 0.000000000000000e+00, 5.424362001016961e-03, 1.856107082881529e-05, 3.555350074867198e-03, 0.000000000000000e+00, -2.847006138958061e+01, 1.738229673679532e+00, 0.000000000000000e+00
16, 2.033804069020000e-01, 0.000000000000000e+00, 1.319748468916738e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861787423909821e+05, 0.000000000000000e+00, 1.144714969563928e+05, 3.021597000096880e+02, 0.000000000000000e+00, 5.257134213864291e-03, 1.856117526795263e-05, 3.482479783893982e-03, 0.000000000000000e+00, -2.731358316062713e+01, 1.720304101187389e+00, 0.000000000000000e+00
17, 2.319701836540000e-01, 0.000000000000000e+00, 1.319735405741438e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861774362089883e+05, 0.000000000000000e+00, 1.144709744835953e+05, 3.021613117496137e+02, 0.000000000000000e+00, 5.094102455088316e-03, 1.856125126504181e-05, 3.416036587157263e-03, 0.000000000000000e+00, -2.628010150870174e+01, 1.703798579783765e+00, 0.000000000000000e+00
18, 2.631992566980000e-01, 0.000000000000000e+00, 1.319725830417934e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861760977559130e+05, 0.000000000000000e+00, 1.144704391023652e+05, 3.021620908731045e+02, 0.000000000000000e+00, 4.927042765135148e-03, 1.856128800236042e-05, 3.354356494789918e-03, 0.000000000000000e+00, -2.533861081376399e+01, 1.688337117621338e+00, 0.000000000000000e+00
19, 2.975746430190000e-01, 0.000000000000000e+00, 1.319716101079579e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861747195397739e+05, 0.000000000000000e+00, 1.144698878159095e+05, 3.021628632866544e+02, 0.000000000000000e+00, 4.755020028488884e-03, 1.856132442324553e-05, 3.295034261896043e-03, 0.000000000000000e+00, -2.444929776686964e+01, 1.673331838252711e+00, 0.000000000000000e+00
20, 3.357351552200000e-01, 0.000000000000000e+00, 1.319703342652920e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861733362668667e+05, 0.000000000000000e+00, 1.144693345067466e+05, 3.021643239223219e+02, 0.000000000000000e+00, 4.582366128808443e-03, 1.856139329509269e-05, 3.236934685419121e-03, 0.000000000000000e+00, -2.359368535537211e+01, 1.658499574515857e+00, 0.000000000000000e+00
21, 3.784979252510000e-01, 0.000000000000000e+00, 1.319689440641911e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861719444906595e+05, 0.000000000000000e+00, 1.144687777962638e+05, 3.021660374511533e+02, 0.000000000000000e+00, 4.408650885488811e-03, 1.856147409114342e-05, 3.180627700304806e-03, 0.000000000000000e+00, -2.277904618780113e+01, 1.643995546824141e+00, 0.000000000000000e+00
22, 4.269260622260000e-01, 0.000000000000000e+00, 1.319678409539383e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861704744269847e+05, 0.000000000000000e+00, 1.144681897707939e+05, 3.021670109983984e+02, 0.000000000000000e+00, 4.225164152746602e-03, 1.856151999559542e-05, 3.126570535666462e-03, 0.000000000000000e+00, -2.201050644580998e+01, 1.629954362303028e+00, 0.000000000000000e+00
23, 4.824295720830000e-01, 0.000000000000000e+00, 1.319670143358831e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861688580071523e+05, 0.000000000000000e+00, 1.144675432028609e+05, 3.021671969329809e+02, 0.000000000000000e+00, 4.023409902996567e-03, 1.856152876272735e-05, 3.073542778931339e-03, 0.000000000000000e+00, -2.126947161551140e+01, 1.616067122411939e+00, 0.000000000000000e+00
24, 5.469203295140000e-01, 0.000000000000000e+00, 1.319659433834321e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861670812985196e+05, 0.000000000000000e+00, 1.144668325194078e+05, 3.021677730803885e+02, 0.000000000000000e+00, 3.801649126487686e-03, 1.856155592904119e-05, 3.019655277816311e-03, 0.000000000000000e+00, -2.052940296916118e+01, 1.601828622016567e+00, 0.000000000000000e+00
25, 6.230581989500000e-01, 0.000000000000000e+00, 1.319643495515211e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861651336149606e+05, 0.000000000000000e+00, 1.144660534459842e+05, 3.021693659752316e+02, 0.000000000000000e+00, 3.558548029031124e-03, 1.856163103656562e-05, 2.964527192906752e-03, 0.000000000000000e+00, -1.978583370647511e+01, 1.587123438305529e+00, 0.000000000000000e+00
26, 7.146576599530000e-01, 0.000000000000000e+00, 1.319627353588511e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861629329134804e+05, 0.000000000000000e+00, 1.144651731653921e+05, 3.021707383594214e+02, 0.000000000000000e+00, 3.283866373224231e-03, 1.856169574650728e-05, 2.909024222415907e-03, 0.000000000000000e+00, -1.905112637925476e+01, 1.572180786877618e+00, 0.000000000000000e+00
27, 8.273919576770000e-01, 0.000000000000000e+00, 1.319614726209421e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861603360729346e+05, 0.000000000000000e+00, 1.144641344291738e+05, 3.021708876952664e+02, 0.000000000000000e+00, 2.959740421828057e-03, 1.856170278790431e-05, 2.852284403393234e-03, 0.000000000000000e+00, -1.831450939302847e+01, 1.556764741260113e+00, 0.000000000000000e+00
28, 9.700840484090000e-01, 0.000000000000000e+00, 1.319597892219944e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861571490089846e+05, 0.000000000000000e+00, 1.144628596035938e+05, 3.021713770398289e+02, 0.000000000000000e+00, 2.561945441066160e-03, 1.856172586118300e-05, 2.790568963401825e-03, 0.000000000000000e+00, -1.752978531103116e+01, 1.539818890068238e+00, 0.000000000000000e+00
29, 1.140830626210000e+00, 0.000000000000000e+00, 1.319573644070061e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861533434090818e+05, 0.000000000000000e+00, 1.144613373636327e+05, 3.021729110175090e+02, 0.000000000000000e+00, 2.086947586034840e-03, 1.856179819025219e-05, 2.726598950158942e-03, 0.000000000000000e+00, -1.673452667629913e+01, 1.522047521893117e+00, 0.000000000000000e+00
30, 1.312664500970000e+00, 0.000000000000000e+00, 1.319551967408925e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861494267729889e+05, 0.000000000000000e+00, 1.144597707091956e+05, 3.021737389322072e+02, 0.000000000000000e+00, 1.598090693407262e-03, 1.856183722744689e-05, 2.672525801404315e-03, 0.000000000000000e+00, -1.607676591724130e+01, 1.506863986919568e+00, 0.000000000000000e+00
31, 1.484498375720000e+00, 0.000000000000000e+00, 1.319533328169511e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861456012998939e+05, 0.000000000000000e+00, 1.144582405199575e+05, 3.021739675706978e+02, 0.000000000000000e+00, 1.120612355946736e-03, 1.856184800802329e-05, 2.627182118539392e-03, 0.000000000000000e+00, -1.553539934240989e+01, 1.494014699453895e+00, 0.000000000000000e+00
32, 1.656332250480000e+00, 0.000000000000000e+00, 1.319514021911305e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861419285366476e+05, 0.000000000000000e+00, 1.144567714146590e+05, 3.021745102319318e+02, 0.000000000000000e+00, 6.621945746211734e-04, 1.856187359512912e-05, 2.587699429205820e-03, 0.000000000000000e+00, -1.507155310014842e+01, 1.482732885733882e+00, 0.000000000000000e+00
33, 1.828166125240000e+00, 0.000000000000000e+00, 1.319497373113811e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861383338332723e+05, 0.000000000000000e+00, 1.144553335333089e+05, 3.021745267647109e+02, 0.000000000000000e+00, 2.135198751424746e-04, 1.856187437466844e-05, 2.550800899559645e-03, 0.000000000000000e+00, -1.464445829831497e+01, 1.472114286971776e+00, 0.000000000000000e+00
34, 2.000000000000000e+00, 0.000000000000000e+00, 1.319490083289649e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861384454093614e+05, 0.000000000000000e+00, 1.144553781637445e+05, 3.021763140267150e+02, 0.000000000000000e+00, 2.274463004946648e-04, 1.856195864598166e-05, 2.514035771547765e-03, 0.000000000000000e+00, -1.422498160433429e+01, 1.461456192777312e+00, 0.000000000000000e+00
