"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -6.160888253,      -3.679129257,      -13.92465599,     -0.7105916087,       -5.04914858,      0.4032481463,     -0.4000229772,                 0,                 0,                 0,     -0.3000254893,      0.4032481463,     -0.4000229772,                 0,     -0.9920020238
          0,           0,           1,      -2.816353163,     -0.0381300127,     -0.2987505595,       2.698849175,      -5.462496948,      0.1180463017,      -0.161521664,                 0,                 0,                 0,     -0.1209012131,      0.1180463017,      -0.161521664,                 0,      -1.368290761
          0,           0,           2,      -3.694996954,     -0.9107630673,     -0.2230695464,       1.672000784,      -6.061381166,     0.06980993464,     -0.1259803152,                 0,                 0,                 0,    -0.09394934544,     0.06980993464,     -0.1259803152,                 0,      -1.804618725
          0,           0,           3,      -3.097408227,       -1.28612592,       -1.21054445,       2.379910757,       -6.70943259,     0.05163115592,    -0.04004642525,                 0,                 0,                 0,    -0.02941108793,     0.05163115592,    -0.04004642525,                 0,     -0.7756251925
          0,           0,           4,      -3.513363678,      -1.465901699,      -1.037791993,       1.965829998,      -7.170285819,     0.04291329782,   0.0003820746666,                 0,                 0,                 0,   0.0006936373471,     0.04291329782,   0.0003820746666,                 0,    0.008903409574
          0,           0,           5,       -4.00698885,      -1.577354672,      -1.536338019,       1.472129791,      -7.564412567,     0.03741191833,    0.004810462744,                 0,                 0,                 0,     0.00370131504,     0.03741191833,    0.004810462744,                 0,      0.1285810233
          0,           0,           6,       -4.54634381,      -1.658962038,      -1.955479777,      0.9353899584,      -7.828630267,     0.03349024517,    0.002360729506,                 0,                 0,                 0,    0.001651724555,     0.03349024517,    0.002360729506,                 0,     0.07049006342
          0,           0,           7,      -4.820854562,      -1.724054862,      -2.384755014,       0.671753862,      -7.925315611,     0.03052437141,    0.001463303267,                 0,                 0,                 0,   0.0009248835141,     0.03052437141,    0.001463303267,                 0,     0.04793885017
          0,           0,           8,      -5.145119783,      -1.778579758,      -2.683534661,      0.3678665506,      -7.981672037,     0.02818311045,    0.001174775362,                 0,                 0,                 0,   0.0007716934999,     0.02818311045,    0.001174775362,                 0,     0.04168366596
          0,           0,           9,      -5.320409344,      -1.825584325,      -3.005222234,      0.2050477955,      -8.024997909,     0.02627290094,   0.0007667204224,                 0,                 0,                 0,   0.0005702088147,     0.02627290094,   0.0007667204224,                 0,     0.02918293736
          0,           0,          10,      -5.437526247,      -1.866727413,      -3.187213012,     0.09329952893,      -8.059825152,     0.02467533107,   0.0004161332569,                 0,                 0,                 0,    0.000391529362,     0.02467533107,   0.0004161332569,                 0,     0.01686434341
          0,           0,          11,      -5.520304216,      -1.903047898,      -3.304717972,     0.01307300911,      -8.088153124,     0.02331349198,    0.000239840166,                 0,                 0,                 0,   0.0002967663782,     0.02331349198,    0.000239840166,                 0,     0.01028761226
          0,           0,          12,      -5.574313922,      -1.935545777,      -3.429871622,    -0.04172447225,      -8.111149466,     0.02213458717,   0.0001847023367,                 0,                 0,                 0,   0.0002509448253,     0.02213458717,   0.0001847023367,                 0,    0.008344512384
