"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
6, 0.000000000000000e+00, 0.000000000000000e+00, 1.318067912469027e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862083440250611e+05, 0.000000000000000e+00, 1.144833376100244e+05, 3.025762526955289e+02, 0.000000000000000e+00, 8.951876975098343e-03, 1.858081007097596e-05, 8.207630965369929e-03, 0.000000000000000e+00, -1.859197084783530e+02, 2.636537612471699e+00, 0.000000000000000e+00
7, 1.624726554020000e-02, 0.000000000000000e+00, 1.319441023928831e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861849251783264e+05, 0.000000000000000e+00, 1.144739700713305e+05, 3.022366362786119e+02, 0.000000000000000e+00, 6.028841908228000e-03, 1.856480276205660e-05, 4.684738936147307e-03, 0.000000000000000e+00, -5.511384769703086e+01, 1.994656699751763e+00, 0.000000000000000e+00
8, 3.307715158840000e-02, 0.000000000000000e+00, 1.319841424402845e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861959210484666e+05, 0.000000000000000e+00, 1.144783684193866e+05, 3.021565557989501e+02, 0.000000000000000e+00, 7.401296938778796e-03, 1.856102701091857e-05, 4.438813386509643e-03, 0.000000000000000e+00, -4.437303352395401e+01, 1.942285774017384e+00, 0.000000000000000e+00
9, 5.058283026210000e-02, 0.000000000000000e+00, 1.319857655034617e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861903964885254e+05, 0.000000000000000e+00, 1.144761585954101e+05, 3.021470075184012e+02, 0.000000000000000e+00, 6.711746226893249e-03, 1.856057678210957e-05, 4.257122800164476e-03, 0.000000000000000e+00, -4.083283053011555e+01, 1.902177234459567e+00, 0.000000000000000e+00
10, 6.886997564640000e-02, 0.000000000000000e+00, 1.319846426290195e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861883216393418e+05, 0.000000000000000e+00, 1.144753286557367e+05, 3.021473875171134e+02, 0.000000000000000e+00, 6.452772888423179e-03, 1.856059470027114e-05, 4.082519753319823e-03, 0.000000000000000e+00, -3.755082874424018e+01, 1.862750855030393e+00, 0.000000000000000e+00
11, 8.805956585650000e-02, 0.000000000000000e+00, 1.319828282911108e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861862982178243e+05, 0.000000000000000e+00, 1.144745192871297e+05, 3.021494047831099e+02, 0.000000000000000e+00, 6.200218519804103e-03, 1.856068982066750e-05, 3.939956204958721e-03, 0.000000000000000e+00, -3.497121782162505e+01, 1.829915814827033e+00, 0.000000000000000e+00
12, 1.082913833170000e-01, 0.000000000000000e+00, 1.319808865269285e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861846004721791e+05, 0.000000000000000e+00, 1.144738401888716e+05, 3.021520576755698e+02, 0.000000000000000e+00, 5.988313548064583e-03, 1.856081491236666e-05, 3.822485765097644e-03, 0.000000000000000e+00, -3.291461318132558e+01, 1.802404362917202e+00, 0.000000000000000e+00
13, 1.297284369870000e-01, 0.000000000000000e+00, 1.319792774653992e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861830150133505e+05, 0.000000000000000e+00, 1.144732060053402e+05, 3.021540675064496e+02, 0.000000000000000e+00, 5.790423711491224e-03, 1.856090968146018e-05, 3.722796436006433e-03, 0.000000000000000e+00, -3.121832733044370e+01, 1.778726074539803e+00, 0.000000000000000e+00
14, 1.525626141330000e-01, 0.000000000000000e+00, 1.319779235621189e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861815082145855e+05, 0.000000000000000e+00, 1.144726032858342e+05, 3.021555762664990e+02, 0.000000000000000e+00, 5.602351870101686e-03, 1.856098082347398e-05, 3.635047916881106e-03, 0.000000000000000e+00, -2.976237067423724e+01, 1.757622504253973e+00, 0.000000000000000e+00
15, 1.770219906140000e-01, 0.000000000000000e+00, 1.319764321790159e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.861800821908424e+05, 0.000000000000000e+00, 1.144720328763369e+05, 3.021574850991609e+02, 0.000000000000000e+00, 5.424362003446269e-03, 1.856107082971788e-05, 3.555350079317268e-03, 0.000000000000000e+00, -2.847006180734066e+01, 1.738229674627837e+00, 0.000000000000000e+00
