x,y,z,Density,Momentum_0,Momentum_1,Momentum_2,Energy,Turb_Kin_Energy,Omega,Pressure,Temperature,Mach,Pressure_Coefficient,Velocity_0,Velocity_1,Velocity_2,Laminar_Viscosity,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Heat_Flux,Y_Plus,Eddy_Viscosity,Vorticity,Q_Criterion,Orthogonality,Aspect_Ratio,Volume_Ratio
0.343604564666748,-0.0399951748549938,0.0,0.7230967879295349,0.0,0.0,0.0,155889.25,1.000000013351432e-10,4793268736.0,62355.69921875,300.4070129394531,0.0,-0.2189828008413314,0.0,0.0,0.0,1.8478414858691394e-05,0.004662035498768,0.0001000380943878,0.0,-0.0,0.119388423860073,1.508567249410603e-20,85401.640625,-0.0128455078229308,63.08676910400391,4435.47021484375,1.0078153610229492
0.3487528562545776,-0.0398794338107109,0.0,0.7231077551841736,0.0,0.0,0.0,155891.65625,1.000000013351432e-10,4783319552.0,62356.66015625,300.4071044921875,0.0,-0.2161447256803512,0.0,0.0,0.0,1.84784184966702e-05,0.0046300319954752,0.0001095134648494,0.0,-0.0,0.1191045343875885,1.5117278225206372e-20,84819.5625,-0.0082841338589787,63.132591247558594,4462.52978515625,1.0074427127838137
0.3539345562458038,-0.0397508405148983,0.0,0.7231175303459167,0.0,0.0,0.0,155893.578125,1.000000013351432e-10,4774797824.0,62357.4296875,300.40673828125,0.0,-0.2138723582029342,0.0,0.0,0.0,1.847840212576557e-05,0.0045846831053495,0.0001217925891978,0.0,-0.0,0.1186299249529838,1.5144463709908383e-20,83995.015625,-0.02439378015697,63.13682174682617,4488.75146484375,1.0066272020339966
0.3591485619544983,-0.0396032705903053,0.0,0.7231299877166748,0.0,0.0,0.0,155896.109375,1.000000013351432e-10,4771847168.0,62358.44140625,300.40643310546875,0.0,-0.2108790129423141,0.0,0.0,0.0,1.847838757385034e-05,0.0045348317362368,0.0001357515284325,0.0,-0.0,0.1180253326892852,1.5154089378052116e-20,83089.6640625,-0.0313395634293556,63.1143913269043,4514.11865234375,1.006514310836792
0.3643938601016998,-0.0394377373158931,0.0,0.723145604133606,0.0,0.0,0.0,155899.796875,1.000000013351432e-10,4767816192.0,62359.91796875,300.40704345703125,0.0,-0.2065246105194091,0.0,0.0,0.0,1.84784166776808e-05,0.0044811749830842,0.0001480613136664,0.0,-0.0,0.1173802316188812,1.5167228948212064e-20,82114.421875,-0.0162716303020715,63.10665893554688,4538.60400390625,1.0064350366592407
0.3696694374084472,-0.0392556525766849,0.0,0.7231628894805908,0.0,0.0,0.0,155903.84375,1.000000013351432e-10,4762378752.0,62361.53515625,300.4076538085937,0.0,-0.2017415761947631,0.0,0.0,0.0,1.847844578151125e-05,0.0044338796287775,0.0001589301100466,0.0,-0.0,0.1168313398957252,1.5184909933805382e-20,81255.484375,-0.0199533887207508,63.1157341003418,4562.185546875,1.0063573122024536
0.374974250793457,-0.0390584878623485,0.0,0.7231810688972473,0.0,0.0,0.0,155908.1875,1.000000013351432e-10,4755520000.0,62363.2734375,300.40850830078125,0.0,-0.1966013014316558,0.0,0.0,0.0,1.8478485799278133e-05,0.0043875994160771,0.0001682230213191,0.0,-0.0,0.1163090467453002,1.5207192111556033e-20,80414.609375,-0.0168032385408878,63.14197540283203,4584.84326171875,1.006280779838562
0.3803073167800903,-0.0388477891683578,0.0,0.7231996655464172,0.0,0.0,0.0,155912.578125,1.000000013351432e-10,4747220992.0,62365.03125,300.40924072265625,0.0,-0.1914103776216507,0.0,0.0,0.0,1.84785203600768e-05,0.0043446375057101,0.0001760587329044,0.0,-0.0,0.1158441975712776,1.5234169185517772e-20,79633.90625,-0.014699637889862,63.1856575012207,4606.5556640625,1.0062049627304075
0.3856675326824188,-0.0386251620948314,0.0,0.7232179045677185,0.0,0.0,0.0,155916.8125,1.000000013351432e-10,4737476608.0,62366.72265625,300.4098205566406,0.0,-0.1864133179187774,0.0,0.0,0.0,1.8478547644917853e-05,0.0043059824965894,0.0001825174695113,0.0,-0.0,0.1154506132006645,1.5265888007717486e-20,78931.359375,-0.0107262507081031,63.24713516235352,4627.30419921875,1.0061293840408323
0.3910539150238037,-0.0383922755718231,0.0,0.7232354879379272,0.0,0.0,0.0,155920.65625,1.000000013351432e-10,4726278656.0,62368.265625,300.409912109375,0.0,-0.1818578243255615,0.0,0.0,0.0,1.847855128289666e-05,0.0042715650051832,0.0001876346068456,0.0,-0.0,0.1151282414793968,1.5302430973099003e-20,78305.6484375,-0.0104227215051651,63.32667922973633,4647.0693359375,1.006053805351257
