x/c,cp
0.4128376245,-0.1644893289
0.407358557,-0.1692783386
0.4019007087,-0.1730137169
0.3964653313,-0.1767339855
0.391053915,-0.1812447459
0.3856675327,-0.1860459745
0.3803073168,-0.1910460293
0.3749742508,-0.196082294
0.3696694374,-0.2010150254
0.3643938601,-0.2056157589
0.359148562,-0.2098807544
0.3539345562,-0.2127525061
0.3487528563,-0.2149101496
0.3436045647,-0.2180197239
0.338490665,-0.2215491682
0.333412081,-0.2251648456
0.3283696175,-0.2287928611
0.3233641684,-0.2322914749
0.3183965683,-0.2354915738
0.313467592,-0.2382804304
0.308578074,-0.2404225171
0.3037288189,-0.242111966
0.298920542,-0.2423880696
0.2941540182,-0.2405536324
0.2894300222,-0.237634033
0.2847491205,-0.2339226305
0.2801119089,-0.2295853198
0.2755188346,-0.2249078304
0.2709704041,-0.220157221
0.2664669752,-0.2155854851
0.2620089352,-0.2114490867
0.257596612,-0.2079753876
0.2532302439,-0.2053505331
0.248910144,-0.2039470971
0.2446366549,-0.2033487707
0.2404101193,-0.2032902688
0.2362308204,-0.2035715133
0.2320990115,-0.2040300071
0.2280149311,-0.2045546621
0.2239787877,-0.2050635964
0.2199907601,-0.2054843307
0.2160509974,-0.2057417035
0.2121596336,-0.2057598233
0.2083167732,-0.2054484934
0.2045225054,-0.20473364
0.2007768899,-0.2034127563
0.1970799714,-0.2013016045
0.1934316903,-0.1985814422
0.189831987,-0.1954654902
0.1862806976,-0.1920432597
0.1827777028,-0.1884155869
0.179322809,-0.1846719086
0.1759158373,-0.1808878779
0.1725565642,-0.1771292239
0.1692447662,-0.1734559685
0.16598019,-0.1699253917
0.1627625823,-0.1665953547
0.1595916599,-0.1635277867
0.1564671248,-0.160790354
0.1533886939,-0.1584677994
0.1503560394,-0.1566513032
0.1473689079,-0.1551682353
0.144427076,-0.1537965089
0.1415302306,-0.1524887532
0.138678059,-0.1512238383
0.1358702183,-0.1500012279
0.1331063509,-0.1488267034
0.1303861141,-0.1477026343
0.1277091354,-0.1466269195
0.1250750273,-0.1455948502
0.1224834174,-0.144601211
0.1199338958,-0.1436410844
0.1174260676,-0.1427098513
0.1149595231,-0.1418028325
0.112533845,-0.1409148425
0.1101486087,-0.1400395036
0.107803382,-0.1391689777
0.1054977328,-0.1382924616
0.1032312289,-0.137397334
0.1010034159,-0.1364642084
0.09881384671,-0.135544911
0.09666202962,-0.1347357929
0.09454749525,-0.1340665966
0.09246978164,-0.1335477829
0.09042843431,-0.1331796497
0.08842299879,-0.1329584271
0.08645299822,-0.1328814179
0.08451798558,-0.132947877
0.08261749148,-0.1331587285
0.08075105399,-0.133515954
0.07891821861,-0.1340218484
0.07711853087,-0.1346791387
0.07535152137,-0.1354909688
0.07361673564,-0.1364606768
0.07191371918,-0.1375925392
0.07024202496,-0.1388911456
0.06860119104,-0.1403612643
0.06699077785,-0.1420084089
0.06541033089,-0.1438382715
0.06385941803,-0.1458562016
0.06233758852,-0.1480674297
0.06084440649,-0.1504765898
0.05937944725,-0.1530860811
0.05794227496,-0.1558951437
0.05653246865,-0.1588971466
0.05514961109,-0.1620794237
0.05379329249,-0.165413335
0.05246310309,-0.1688678563
0.05115865543,-0.1723430604
0.04987955093,-0.1758621186
0.04862534627,-0.1796803027
0.04739559442,-0.1839392781
0.04618990794,-0.1886518896
0.04500791058,-0.1938414127
0.04384922981,-0.1995439082
0.04271349683,-0.2058078498
0.04160035402,-0.2126638293
0.04050944373,-0.2200653851
0.0394404158,-0.2278203517
0.0383929424,-0.2355236858
0.03736666963,-0.2426562011
0.03636128455,-0.2488492876
0.03537644818,-0.2540208697
0.03441184014,-0.2583086789
0.03346714005,-0.2619310021
0.03254200891,-0.2650876045
0.03163613379,-0.2679218054
0.0307491608,-0.2705411911
0.02988076396,-0.2730442584
0.02903058194,-0.2755458057
0.02819825523,-0.2781751752
0.02738342062,-0.2810795903
0.02658569999,-0.284386903
0.02580472454,-0.2883550823
0.0250401143,-0.2932022512
0.0242916923,-0.2981126904
0.0235594064,-0.3024984002
0.0228429772,-0.3067113757
0.02214216255,-0.3107276857
0.02145670354,-0.3145060837
0.02078633569,-0.3180104196
0.02013084479,-0.32119748
0.01948996261,-0.324036032
0.01886346564,-0.3264928758
0.01825112849,-0.3285332918
0.01765269414,-0.3301287889
0.01706797071,-0.3312430978
0.01649670675,-0.3318499327
0.01593868062,-0.3319270611
0.01539369021,-0.3314516544
0.01486147661,-0.3304199278
0.0143418517,-0.3288271427
0.01383457612,-0.3266844749
0.01333940681,-0.3240219951
0.01285615284,-0.3208732903
0.01238454878,-0.3173056543
0.01192437578,-0.3133971095
0.01147540938,-0.3092628121
0.0110373795,-0.3050252497
0.0106100766,-0.3008547127
0.01019324362,-0.2966968119
0.009786547162,-0.2939544916
0.009389444254,-0.2933859229
0.009001806378,-0.2940357924
0.008623584174,-0.2956012189
0.008254772052,-0.297832787
0.007895328104,-0.3004746139
0.007545236498,-0.3032780588
0.007204530761,-0.3059668243
0.006873171311,-0.3082856834
0.006551199593,-0.3099584877
0.006238665897,-0.3106757998
0.005935526919,-0.3101774752
0.005641892552,-0.3081430197
0.005357792135,-0.3042523265
0.005083175376,-0.2982760072
0.004818195011,-0.2898976505
0.00456282869,-0.2788769007
0.004316995386,-0.2651096284
0.004080845043,-0.248396486
0.003854274284,-0.2286944091
0.003637133632,-0.2061251104
0.003429513192,-0.180722937
0.003231222741,-0.152689606
0.003042007098,-0.1224343926
0.002861846006,-0.090201132
0.002690493362,-0.05652476475
0.002527598292,-0.02176507749
0.002372958232,0.01308976766
0.002226354321,0.04820687696
0.002087388886,0.07866138965
0.001955782995,0.1126577705
0.001832882059,0.1558273882
0.001718537649,0.1984891295
0.001612004358,0.2410086542
0.001512641786,0.2834793925
0.001420039567,0.3250127733
0.001333664753,0.3651011586
0.001253001625,0.4034522176
0.001177590457,0.4399197102
0.001107052551,0.4744150639
0.001041079056,0.506960988
0.0009793153731,0.5375854969
0.0009214414749,0.5663563609
0.0008671685355,0.5933592319
0.0008162400336,0.6186676621
0.0007684506127,0.6423831582
0.0007235798985,0.6645961404
0.000681422418,0.6854000688
0.0006417906261,0.7048859
0.0006045130431,0.723141253
0.0005694334977,0.7402419448
0.0005364209646,0.7562664151
0.0005053424393,0.7712856531
0.0004760721931,0.7853674293
0.000448494422,0.7985753417
0.0004225021112,0.8109683394
0.0003979962203,0.8226016164
0.0003748851304,0.8335239887
0.0003530888062,0.8437824249
0.0003325290454,0.8534200788
0.0003131311678,0.862477541
0.0002948256733,0.8709926009
0.0002775479225,0.8790001869
0.0002612375538,0.8865329027
0.0002458382514,0.8936208487
0.0002312974975,0.9002919793
0.0002175667032,0.9065715671
0.0002046016161,0.9124838114
0.0001923586824,0.9180509448
0.0001807971275,0.9232940078
0.00016987868,0.9282326698
0.0001595674548,0.9328851104
0.0001498297497,0.9372683764
0.0001406338997,0.9413983226
0.0001319501753,0.9452898502
0.0001237505348,0.948956728
0.0001160087122,0.9524117708
0.0001087005658,0.9556670785
0.0001018026742,0.9587339163
0.00009529286035,0.9616229534
0.00008915021317,0.9643442035
0.00008335502935,0.966907084
0.00007788869698,0.9693204165
0.0000727336519,0.9715924859
0.00006787331949,0.9737311602
0.00006329201278,0.9757436514
0.00005897494339,0.9776368737
0.00005490810508,0.9794173837
0.00005107825564,0.9810912013
0.00004747289131,0.9826641679
0.00004408036693,0.9841415286
0.0000408894266,0.9855285287
0.00003788941467,0.9868299365
0.00003507024303,0.9880504012
0.00003242235471,0.9891942143
0.00002993670751,0.990265429
0.00002760472307,0.9912679791
0.0000254182778,0.992205441
0.00002336967009,0.9930813313
0.00002145160215,0.9938988686
0.00001965715273,0.994661212
0.00001797975892,0.9953712225
0.00001641319432,0.9960317612
0.00001495155902,0.9966453314
0.00001358925056,0.9972145557
0.00001232095474,0.9977416992
0.00001114163024,0.9982290864
0.00001004652768,0.9986788034
0.000009031105947,0.9990928173
0.000008091044037,0.9994730949
0.000007222245131,0.9998214245
0.000006420820682,1.000139594
0.000005683079507,1.000429153
0.000005005518233,1.000691772
0.000004384811291,1.000928879
0.000003817801371,1.001141787
0.000003301492143,1.001331925
0.000002833038479,1.001500607
0.000002409740318,1.001648903
0.000002029034022,1.001778007
0.000001688486009,1.00188899
0.000001385786504,1.001983047
0.00000111874283,1.002061009
0.0000008852738347,1.002123713
0.0000006834043802,1.002172232
0.0000005112596568,1.002207398
0.0000003670607214,1.00222981
0.0000002491193243,1.002240419
0.0000001558336322,1.002239943
8.568387244E-08,1.002228975
0.000000037228304,1.002208233
9.099365705E-09,1.002178431
0,1.002139568
9.13608833E-09,1.002091527
3.753262234E-08,1.002033234
8.674717833E-08,1.001963496
0.0000001584429299,1.001881838
0.0000002543956725,1.001787305
0.0000003765014753,1.001679182
0.0000005267846177,1.001556516
0.0000007074062296,1.001418352
0.0000009206736991,1.001263618
0.000001169050279,1.00109148
0.000001455165943,1.000900745
0.00000178182836,1.000690103
0.000002152034995,1.000458479
0.000002568986474,1.000204444
0.00000303609977,0.9999266267
0.000003557023547,0.9996235371
0.000004135653398,0.999293685
0.000004776150035,0.9989352822
0.000005482955657,0.9985466599
0.000006260815098,0.9981258512
0.000007114794244,0.9976709485
0.000008050305951,0.9971798658
0.000009073130968,0.996650219
0.00001018944386,0.9960798025
0.00001140585937,0.9954659939
0.00001272939062,0.9948061705
0.0000141674891,0.9940975308
0.00001572817018,0.9933370948
0.00001742000495,0.9925217032
0.00001925214201,0.9916479588
0.00002123435843,0.9907122254
0.0000233771043,0.9897108674
0.00002569153912,0.9886397123
0.00002818959183,0.9874945879
0.00003088400626,0.9862709045
0.0000337884012,0.9849638939
0.00003691733582,0.9835684896
0.00004028635522,0.9820793271
0.00004391208131,0.9804906249
0.00004781228199,0.9787964225
0.00005200590749,0.9769904017
0.0000565125556,0.975065887
0.00006135369767,0.9730159044
0.00006655229663,0.9708330035
0.0000721328397,0.9685093164
0.00007812149124,0.9660365582
0.00008454616182,0.9634059668
0.00009143664647,0.9606084228
0.00009882472659,0.9576343298
0.0001067443154,0.9544736147
0.0001152315599,0.9511158466
0.0001243247098,0.9475504756
0.0001340622839,0.9437662363
0.0001444871887,0.9397521019
0.0001556452189,0.9354961514
0.0001675850508,0.9309861064
0.0001803584455,0.9262094498
0.000194020351,0.9211533666
0.0002086290624,0.9158049822
0.0002242464543,0.9101517797
0.0002409349836,0.9041813016
0.0002587575873,0.8978813291
0.0002777856134,0.8912412524
0.0002980943536,0.8842492104
0.0003197632032,0.8768943548
0.0003428756027,0.8691663742
0.0003675194166,0.8610568643
0.000393783208,0.8525591493
0.0004217478563,0.8436659575
0.0004515093169,0.8343773484
0.0004831687256,0.8246905208
0.0005168315256,0.8146052957
0.0005526072346,0.8041244149
0.0005906074657,0.7932550311
0.0006309231394,0.7820011377
0.000673662289,0.7703798413
0.0007189432508,0.7584053874
0.0007668873877,0.7460938692
0.0008176192059,0.7334664464
0.0008712525596,0.7205458283
0.0009278748767,0.7073529363
0.0009876071708,0.6939252019
0.001050574356,0.6802899241
0.0011169028,0.66648072
0.001186710899,0.6525325775
0.001260070479,0.6384724379
0.001337093418,0.6243485212
0.001417899854,0.6101980209
0.001502609928,0.5960654616
0.0015913276,0.5819975138
0.001684108633,0.5680382848
0.001781058498,0.5542334318
0.00188228779,0.5405550003
0.001987906406,0.5272521973
0.002097738907,0.5143726468
0.002211534185,0.501100421
0.002329434268,0.4871227741
0.002451587468,0.4726930857
0.002578142099,0.4578239322
0.002709213877,0.4425724149
0.002844951116,0.4269813597
0.002985515632,0.411095202
0.0031310739,0.3949533701
0.003281754674,0.3785882592
0.003437707433,0.3620372117
0.003599108662,0.3453354537
0.003766138339,0.3285165727
0.003938932437,0.3116073906
0.004117649049,0.2946423888
0.00430247793,0.2776558101
0.004493609536,0.2606807649
0.004691177048,0.2437424958
0.004895357881,0.2268787473
0.005106354132,0.2101240009
0.00532435393,0.1935117096
0.005549492314,0.1770684272
0.005781971384,0.1608365476
0.006022005808,0.1448519826
0.006269752979,0.1291449666
0.006525381934,0.1137528419
0.006789113861,0.09871896356
0.007061153185,0.08408291638
0.007341639139,0.06987921894
0.007630790118,0.05616375431
0.007928836159,0.04299061745
0.008235924877,0.030410707
0.008552256972,0.01849353127
0.00887806993,0.007319481112
0.009213547222,-0.003066511359
0.009558859281,-0.01278165542
0.00991425477,-0.02123415098
0.01027964428,-0.02784566022
0.01065458171,-0.03488304839
0.01103932597,-0.04322731867
0.01143415272,-0.05193393305
0.01183930133,-0.06098266318
0.01225505583,-0.07017602772
0.01268169191,-0.07941933721
0.01311944425,-0.0885983184
0.01356859971,-0.09762171656
0.01402942371,-0.1064113677
0.01450214814,-0.1149063259
0.01498705801,-0.1230505854
0.01548440382,-0.1308058202
0.01599442028,-0.1381411701
0.01651739143,-0.1450301707
0.01705354452,-0.1514603794
0.01760313101,-0.1574198902
0.01816642471,-0.1629012376
0.01874364167,-0.1679051816
0.01933504827,-0.1724275053
0.01994090714,-0.1764677018
0.02056143992,-0.1800278574
0.02119692415,-0.1831043065
0.02184761129,-0.1856904924
0.02251373976,-0.1877509207
0.02319559827,-0.1892053485
0.02389342897,-0.1899994314
0.02460749634,-0.1898493171
0.02533790283,-0.1887128502
0.02608367801,-0.1891315728
0.02684505098,-0.1920626611
0.02762253582,-0.196531415
0.028416669,-0.202476263
0.0292280186,-0.209591195
0.03005714715,-0.2175779045
0.03090462647,-0.2260809392
0.03177102283,-0.2347554117
0.03265686706,-0.2432805449
0.03356269374,-0.2513844371
0.03448896855,-0.2588563561
0.03543617576,-0.2655457556
0.03640473634,-0.2713648975
0.03739504889,-0.2762764096
0.03840752691,-0.280285567
0.03944249451,-0.2834320366
0.04050034285,-0.2857739031
0.04158139601,-0.2873889208
0.04268599302,-0.2883585989
0.04381449521,-0.2887527049
0.04496720061,-0.2885942161
0.0461444743,-0.2878016531
0.04734666646,-0.2861795127
0.04857409373,-0.2834931612
0.04982713982,-0.2793669105
0.0511059612,-0.2741740346
0.05241059884,-0.2692990601
0.05374143273,-0.2653755546
0.05509884655,-0.2624377012
0.05648323894,-0.2605515122
0.05789502338,-0.2596039474
0.05933462828,-0.259455204
0.06080247462,-0.2599628866
0.06229900941,-0.2610174716
0.06382468343,-0.2625412643
0.06537993252,-0.2644833624
0.06696522981,-0.2668099999
0.06858104467,-0.2694981396
0.0702278465,-0.2725307643
0.07190610468,-0.2758940458
0.07361631095,-0.2795761228
0.07535895705,-0.2835660577
0.07713454217,-0.2878533602
0.07894356549,-0.2924273908
0.0807865411,-0.2972768843
0.08266399056,-0.3023883998
0.08457645029,-0.3077439964
0.08652444184,-0.313318342
0.08850853145,-0.3190741837
0.09052927792,-0.324954927
0.09258724749,-0.3308752179
0.09468306601,-0.336708039
0.09681734443,-0.3423104882
0.09899071604,-0.3475306034
0.1012038812,-0.3516879678
0.1034572199,-0.3546666205
0.1057511643,-0.3569569886
0.1080861017,-0.358625561
0.1104624495,-0.3597483635
0.1128805801,-0.3603866696
0.1153408885,-0.3606002033
0.1178437248,-0.3604435921
0.1203894615,-0.3599717617
0.122978434,-0.3592411876
0.1256109774,-0.3583120108
0.1282874197,-0.3572499752
0.1310080588,-0.3561276197
0.1337732077,-0.355030328
0.1365831196,-0.3540681601
0.1394380629,-0.3533973992
0.1423382759,-0.353235811
0.145284012,-0.3538239002
0.1482754499,-0.3553179204
0.1513128877,-0.3582043648
0.154397279,-0.3614091873
0.1575290263,-0.3634427786
0.1607083827,-0.3648484051
0.1639355719,-0.3658293188
0.1672107875,-0.3664931953
0.1705342084,-0.3669114113
0.1739060134,-0.3671503067
0.1773263365,-0.3672679365
0.180795297,-0.3673244119
0.1843129992,-0.3673864305
0.1878795326,-0.3675363064
0.1914949417,-0.3678711951
0.1951592714,-0.3684637845
0.1988725364,-0.3694747984
0.2026348412,-0.37121135
0.2064464837,-0.3725834191
0.210307464,-0.3730040491
0.2142176777,-0.3731134236
0.2181770205,-0.372921139
0.2221853733,-0.3725474179
0.2262425721,-0.3720507622
0.2303484231,-0.3715117276
0.2345027179,-0.3710104823
0.2387052178,-0.3706474006
0.24295564,-0.3705224395
0.2472537011,-0.3707186878
0.2515990734,-0.3715761304
0.2559916377,-0.3725896478
0.2604311109,-0.3730971813
0.2649170458,-0.3733845949
0.2694490254,-0.3735450804
0.2740266323,-0.373632431
0.2786493599,-0.3736892045
0.2833167017,-0.3737611771
0.2880280614,-0.3738965392
0.2927829027,-0.3741487861
0.2975806296,-0.3745737076
0.3024205267,-0.3752681017
0.3073019981,-0.3762533665
0.3122243881,-0.3774277568
0.3171869516,-0.3787120581
0.3221889734,-0.3800544441
0.3272297084,-0.3814010918
0.3323082924,-0.3826976418
0.3374239206,-0.3838891983
0.3425757289,-0.3849477172
0.3477627635,-0.3858053982
0.3529841304,-0.3861840069
0.3582387567,-0.3866196275
0.3635256588,-0.3874437511
0.3688438237,-0.3882882893
0.3741921782,-0.3891175389
0.3795696199,-0.3898437023
0.3849750459,-0.3904053271
0.390407294,-0.3907335401
0.3958651721,-0.3907873929
0.4013474882,-0.3904063404
0.4068529904,-0.3895403445
0.4123803973,-0.3883672655
0.4179284573,-0.3869664371
0.4234958887,-0.3853643835
0.4290813506,-0.3836073875
0.4346835315,-0.3817353845
0.4403010905,-0.3797661066
0.4459326863,-0.3776789904
0.4515769482,-0.3758211136
0.4572324455,-0.3737886548
0.4628977478,-0.3710506856
0.4685714841,-0.3679648042
0.4742522538,-0.3646827042
0.4799386859,-0.3612987697
0.4856293797,-0.3579003513
0.4913229942,-0.3545570672
0.4970181286,-0.3513370454
0.5027133822,-0.3485293388
0.5084072948,-0.3457741439
0.5140982866,-0.3426881731
0.5197851062,-0.3395014703
0.5254663229,-0.3362299502
0.5311404467,-0.3329086006
0.5368062258,-0.3295545876
0.5424621701,-0.3261835277
0.548107028,-0.3228223622
0.5537393093,-0.3195341229
0.5593577027,-0.3161796033
0.5649608374,-0.3126786351
0.5705474019,-0.3091140985
0.5761160851,-0.3054850996
0.5816655755,-0.3018072248
0.5871946812,-0.2980868816
0.5927020907,-0.2943266332
0.5981865525,-0.29054299
0.6036469936,-0.286773324
0.6090819836,-0.2828763723
0.6144904494,-0.2788022459
0.6198713183,-0.2746514976
0.6252234578,-0.2704352438
0.630545795,-0.2661806047
0.6358372569,-0.261906743
0.6410969496,-0.2576301396
0.6463238001,-0.253354311
0.6515168548,-0.2491657734
0.6566750407,-0.244936049
0.6617975235,-0.2405121475
0.666883409,-0.2359884232
0.6719318032,-0.2314063311
0.6769419909,-0.2267917693
0.681913197,-0.2221684009
0.6868446469,-0.217560187
0.6917357445,-0.2129863054
0.6965857744,-0.2084540725
0.7013940811,-0.2040264606
0.7061598897,-0.1995908022
0.7108826041,-0.1950122714
0.7155616879,-0.1903598905
0.7201966643,-0.1856690645
0.7247869968,-0.1809607148
0.7293322682,-0.1762544066
0.7338320613,-0.1715706587
0.7382860184,-0.1669299453
0.7426938415,-0.1623460501
0.7470550537,-0.1578145921
0.7513694763,-0.153385371
0.7556365132,-0.1488913745
0.759855926,-0.1441728324
0.7640274763,-0.1393382102
0.7681511045,-0.1344490349
0.7722266912,-0.1295460612
0.7762541771,-0.1246630326
0.7802335024,-0.1198318452
0.7841645479,-0.1150842831
0.7880474329,-0.1104524359
0.7918820977,-0.1059647948
0.7956685424,-0.1016382128
0.7994068861,-0.09748066217
0.8030970097,-0.09343292564
0.8067386746,-0.08935946226
0.8103320599,-0.08521720767
0.8138772249,-0.08105470985
0.8173744082,-0.07689282298
0.820823729,-0.07275462151
0.8242253661,-0.06865620613
0.8275795579,-0.06461204588
0.8308865428,-0.06063419953
0.83414644,-0.05673440546
0.8373596072,-0.05292473361
0.8405262828,-0.04921767861
0.8436467648,-0.04562424496
0.8467212915,-0.04214967042
0.8497501612,-0.03880096972
0.8527336121,-0.03554520756
0.8556718826,-0.03233016655
0.8585653305,-0.0291439034
0.8614141345,-0.02599262074
0.8642188311,-0.0228778366
0.8669796586,-0.01980193891
0.8696969748,-0.01676585339
0.8723712564,-0.01376993209
0.8750028014,-0.01081393566
0.8775919676,-0.007897329517
0.8801392317,-0.00501939794
0.8826449513,-0.002179318108
0.8851096034,0.0006236577756
0.8875334859,0.003390047699
0.8899171352,0.006119939033
0.8922609687,0.008812817745
0.8945653439,0.01146762632
0.8968307376,0.01408306789
0.8990576863,0.0166575592
0.9012464881,0.01918830723
0.9033976793,0.02168269642
0.9055116773,0.02414469235
0.9075889587,0.0265717674
0.9096300006,0.028961448
0.9116351604,0.03131095693
0.9136050344,0.03362200782
0.9155399203,0.03590459004
0.9174403548,0.0381681025
0.9193068147,0.04041480646
0.9211397171,0.04264112189
0.9229394794,0.04484503716
0.9247066975,0.04702661186
0.9264417291,0.04918566346
0.928145051,0.05132218823
0.9298170805,0.05343600735
0.931458354,0.05552672967
0.9330692887,0.05759395659
0.9346503615,0.05963780731
0.93620193,0.06165996939
0.9377245307,0.06366437674
0.9392186403,0.06565777957
0.940684557,0.06764391065
0.942122817,0.06964182854
0.9435337186,0.07166290283
0.944917798,0.0736952424
0.9462756515,0.07567109168
0.9476078749,0.07751067728
0.9489146471,0.07923224568
0.9501963854,0.08090358227
0.9514536858,0.08245987445
0.9526869059,0.08385337144
0.9538963437,0.08514617383
0.9550823569,0.08637795597
0.9562452435,0.08757437021
0.9573854208,0.08875841647
0.9585031867,0.0899464041
0.9595988989,0.09114989638
0.9606730342,0.09237629175
0.961725831,0.0936300084
0.9627577066,0.09491338581
0.9637690187,0.09622737765
0.9647600651,0.0975721404
0.9657313228,0.09894739091
0.9666830897,0.1003525928
