"Density","Diffusivity_0","Eddy_Viscosity","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_Species_0","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Species_0","Thermal_Conductivity","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.8279,5.8291e-06,6.8505e-05,1680,0,8.04e-06,8139.7,-63.243,-0.024633,8.3844e-13,-6.9389e-18,6.5056e-30,9.4868e-17,-1.0266e-15,6.8416e-16,0,0,0,0,1,0.14578,0.30506,65.528,0.020009,0,0,1,0,0,0,0
1.8279,5.8291e-06,0.00010589,1680,0,8.04e-06,9255.3,-63.608,-0.024775,4.5207e-13,-5.4407e-18,8.2731e-19,-1.4874e-17,-1.2829e-15,2.9244e-16,0,0,0,0,1,0.21555,0.62809,65.335,0.027236,0,0,1,0.0001052,0,0.0001052,0
1.8279,5.8291e-06,0.00014327,1680,0,8.04e-06,10371,-63.972,-0.024917,6.5695e-14,-3.9426e-18,1.6546e-18,-1.2462e-16,-1.5392e-15,-9.9285e-17,0,0,0,0,1,0.28533,0.95111,65.142,0.034463,0,0,1,0.0002104,0,0.0002104,0
1.8279,5.8291e-06,0.00018065,1680,0,8.04e-06,11486,-64.337,-0.025059,-3.2068e-13,-2.4445e-18,2.4819e-18,-2.3436e-16,-1.7956e-15,-4.9101e-16,0,0,0,0,1,0.35511,1.2741,64.949,0.04169,0,0,1,0.0003156,0,0.0003156,0
1.8279,5.8291e-06,0.00021803,1680,0,8.04e-06,12602,-64.702,-0.025201,-7.0705e-13,-9.4631e-19,3.3092e-18,-3.441e-16,-2.0519e-15,-8.8273e-16,0,0,0,0,1,0.42489,1.5972,64.755,0.048918,0,0,1,0.0004208,0,0.0004208,0
1.8279,5.8291e-06,0.00025541,1680,0,8.04e-06,13718,-65.067,-0.025343,-1.0934e-12,5.5183e-19,4.1365e-18,-4.5384e-16,-2.3082e-15,-1.2745e-15,0,0,0,0,1,0.49467,1.9202,64.562,0.056145,0,0,1,0.000526,0,0.000526,0
1.8279,5.8291e-06,0.00032199,1680,0,8.04e-06,15411,-65.773,-0.025618,4.418e-12,-1.376e-18,6.8253e-18,2.8558e-15,-1.4531e-15,-1.3171e-15,0,0,0,0,1,0.61895,3.0561,63.93,0.066496,0,0,1,0.0006312,0,0.0006312,0
1.8279,5.8291e-06,0.00038946,1680,0,8.04e-06,17123,-66.489,-0.025897,1.011e-11,-3.4087e-18,9.571e-18,6.2701e-15,-5.6388e-16,-1.3491e-15,0,0,0,0,1,0.7449,4.217,63.285,0.076942,0,0,1,0.0007364,0,0.0007364,0
1.8279,5.8291e-06,0.00045694,1680,0,8.04e-06,18834,-67.206,-0.026176,1.5802e-11,-5.4413e-18,1.2317e-17,9.6843e-15,3.253e-16,-1.3811e-15,0,0,0,0,1,0.87085,5.3778,62.64,0.087389,0,0,1,0.0008416,0,0.0008416,0
1.8279,5.8291e-06,0.00052441,1680,0,8.04e-06,20546,-67.922,-0.026455,2.1493e-11,-7.474e-18,1.5062e-17,1.3099e-14,1.2145e-15,-1.4131e-15,0,0,0,0,1,0.9968,6.5386,61.995,0.097836,0,0,1,0.0009468,0,0.0009468,0
