"x","y","mut"
  0.7500000,      5.1006168E-02,   34.48612    
  0.7500000,      5.1026672E-02,   34.93954    
  0.7500000,      5.1047593E-02,   35.39742    
  0.7500000,      5.1068939E-02,   35.86005    
  0.7500000,      5.1090717E-02,   36.32771    
  0.7500000,      5.1112950E-02,   36.80073    
  0.7500000,      5.1135629E-02,   37.27948    
  0.7500000,      5.1158771E-02,   37.76434    
  0.7500000,      5.1182382E-02,   38.25573    
  0.7500000,      5.1206470E-02,   38.75412    
  0.7500000,      5.1231056E-02,   39.25998    
  0.7500000,      5.1256150E-02,   39.77386    
  0.7500000,      5.1281735E-02,   40.29631    
  0.7500000,      5.1307857E-02,   40.82795    
  0.7500000,      5.1334508E-02,   41.36940    
  0.7500000,      5.1361695E-02,   41.92134    
  0.7500000,      5.1389441E-02,   42.48448    
  0.7500000,      5.1417753E-02,   43.05956    
  0.7500000,      5.1446646E-02,   43.64732    
  0.7500000,      5.1476121E-02,   44.24854    
  0.7500000,      5.1506199E-02,   44.86401    
  0.7500000,      5.1536888E-02,   45.49452    
  0.7500000,      5.1568203E-02,   46.14085    
  0.7500000,      5.1600158E-02,   46.80376    
  0.7500000,      5.1632762E-02,   47.48398    
  0.7500000,      5.1666029E-02,   48.18219    
  0.7500000,      5.1699974E-02,   48.89900    
  0.7500000,      5.1734611E-02,   49.63496    
  0.7500000,      5.1769957E-02,   50.39052    
  0.7500000,      5.1806018E-02,   51.16599    
  0.7500000,      5.1842809E-02,   51.96159    
  0.7500000,      5.1880360E-02,   52.77736    
  0.7500000,      5.1918671E-02,   53.61320    
  0.7500000,      5.1957764E-02,   54.46881    
  0.7500000,      5.1997654E-02,   55.34374    
  0.7500000,      5.2038357E-02,   56.23731    
  0.7500000,      5.2079886E-02,   57.14864    
  0.7500000,      5.2122265E-02,   58.07664    
  0.7500000,      5.2165501E-02,   59.02003    
  0.7500000,      5.2209616E-02,   59.97731    
  0.7500000,      5.2254640E-02,   60.94677    
  0.7500000,      5.2300572E-02,   61.92651    
  0.7500000,      5.2347451E-02,   62.91447    
  0.7500000,      5.2395269E-02,   63.90839    
  0.7500000,      5.2444071E-02,   64.90587    
  0.7500000,      5.2493870E-02,   65.90436    
  0.7500000,      5.2544683E-02,   66.90118    
  0.7500000,      5.2596524E-02,   67.89356    
  0.7500000,      5.2649423E-02,   68.87862    
  0.7500000,      5.2703410E-02,   69.85339    
  0.7500000,      5.2758485E-02,   70.81486    
  0.7500000,      5.2814685E-02,   71.75995    
  0.7500000,      5.2872032E-02,   72.68553    
  0.7500000,      5.2930549E-02,   73.58847    
  0.7500000,      5.2990250E-02,   74.46559    
  0.7500000,      5.3051174E-02,   75.31372    
  0.7500000,      5.3113341E-02,   76.12964    
  0.7500000,      5.3176768E-02,   76.91016    
  0.7500000,      5.3241491E-02,   77.65207    
  0.7500000,      5.3307533E-02,   78.35217    
  0.7500000,      5.3374916E-02,   79.00723    
  0.7500000,      5.3443670E-02,   79.61405    
  0.7500000,      5.3513832E-02,   80.16939    
  0.7500000,      5.3585425E-02,   80.67001    
  0.7500000,      5.3658471E-02,   81.11266    
  0.7500000,      5.3733006E-02,   81.49405    
  0.7500000,      5.3809062E-02,   81.81085    
