"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
24, 2.780639759250000e-16, 0.000000000000000e+00, 7.909389542701318e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718253108490020e+05, 0.000000000000000e+00, 6.873012433960081e+04, 3.027153959654635e+02, 0.000000000000000e+00, 2.981779045390528e-02, 1.858736584808981e-05, 1.002897210094679e-02, 0.000000000000000e+00, -1.060972883776817e+02, 1.710113494662701e+00, 0.000000000000000e+00
25, 1.357578174370000e-02, 0.000000000000000e+00, 7.919418128045533e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718174659197943e+05, 0.000000000000000e+00, 6.872698636791772e+04, 3.023182554137810e+02, 0.000000000000000e+00, 2.818584251676889e-02, 1.856865055787398e-05, 4.633805930501350e-03, 0.000000000000000e+00, -2.067026322229849e+01, 1.164335933397351e+00, 0.000000000000000e+00
26, 2.892299848160000e-02, 0.000000000000000e+00, 7.923936903664769e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718333730197420e+05, 0.000000000000000e+00, 6.873334920789678e+04, 3.021738257661096e+02, 0.000000000000000e+00, 3.149493024185283e-02, 1.856184132176898e-05, 4.432022216570608e-03, 0.000000000000000e+00, -1.569653892989025e+01, 1.139445348537558e+00, 0.000000000000000e+00
27, 4.622865322460000e-02, 0.000000000000000e+00, 7.924963504120297e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718380080903545e+05, 0.000000000000000e+00, 6.873520323614180e+04, 3.021428319890099e+02, 0.000000000000000e+00, 3.245914466932829e-02, 1.856037989174399e-05, 4.351925807757448e-03, 0.000000000000000e+00, -1.513767478460540e+01, 1.129264310126670e+00, 0.000000000000000e+00
28, 6.568669329250000e-02, 0.000000000000000e+00, 7.925349366399715e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718453535731758e+05, 0.000000000000000e+00, 6.873814142927033e+04, 3.021410364669368e+02, 0.000000000000000e+00, 3.398719485565153e-02, 1.856029522638351e-05, 4.205427298932971e-03, 0.000000000000000e+00, -1.413624970287339e+01, 1.110126525034997e+00, 0.000000000000000e+00
29, 8.749429530330000e-02, 0.000000000000000e+00, 7.925706144489463e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718547724035277e+05, 0.000000000000000e+00, 6.874190896141106e+04, 3.021439950766783e+02, 0.000000000000000e+00, 3.594655489012887e-02, 1.856043473540369e-05, 4.051715138640635e-03, 0.000000000000000e+00, -1.312171913621003e+01, 1.089665944010565e+00, 0.000000000000000e+00
30, 1.118469033200000e-01, 0.000000000000000e+00, 7.926179493166206e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718670991045519e+05, 0.000000000000000e+00, 6.874683964182074e+04, 3.021476218603785e+02, 0.000000000000000e+00, 3.851082714492277e-02, 1.856060575030439e-05, 3.906709278271449e-03, 0.000000000000000e+00, -1.219915769981522e+01, 1.070011486323710e+00, 0.000000000000000e+00
31, 1.389319002520000e-01, 0.000000000000000e+00, 7.926821273605625e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718832551272836e+05, 0.000000000000000e+00, 6.875330205091344e+04, 3.021515595193928e+02, 0.000000000000000e+00, 4.187169723964168e-02, 1.856079142287540e-05, 3.771679485869922e-03, 0.000000000000000e+00, -1.137028098544335e+01, 1.051389220724905e+00, 0.000000000000000e+00
32, 1.689208641960000e-01, 0.000000000000000e+00, 7.927668807906791e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.719051078377315e+05, 0.000000000000000e+00, 6.876204313509258e+04, 3.021576674996279e+02, 0.000000000000000e+00, 4.641762554466133e-02, 1.856107943034252e-05, 3.649519696119200e-03, 0.000000000000000e+00, -1.064545430582725e+01, 1.034261751465582e+00, 0.000000000000000e+00
33, 2.019604709780000e-01, 0.000000000000000e+00, 7.928800954930177e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.719364730960214e+05, 0.000000000000000e+00, 6.877458923840853e+04, 3.021696455059308e+02, 0.000000000000000e+00, 5.294240954316998e-02, 1.856164421686259e-05, 3.544473087477422e-03, 0.000000000000000e+00, -1.004115417594534e+01, 1.019309905681414e+00, 0.000000000000000e+00
