 "x","cp"
 1.023515701E+00, 1.515236199E-01
 1.026834726E+00, 1.534528732E-01
 1.030145645E+00, 1.551652253E-01
 1.033448219E+00, 1.566932201E-01
 1.036742330E+00, 1.579953432E-01
 1.040027857E+00, 1.590932906E-01
 1.043304682E+00, 1.600209326E-01
 1.046572447E+00, 1.607309282E-01
 1.049831152E+00, 1.612642407E-01
 1.053080559E+00, 1.616249233E-01
 1.056320548E+00, 1.617838442E-01
 1.059551001E+00, 1.618014872E-01
 1.062771678E+00, 1.616283655E-01
 1.065982580E+00, 1.613016427E-01
 1.069183350E+00, 1.608238220E-01
 1.072374105E+00, 1.601828933E-01
 1.075554609E+00, 1.594131291E-01
 1.078724742E+00, 1.584918946E-01
 1.081884384E+00, 1.574483365E-01
 1.085033417E+00, 1.562739313E-01
 1.088171721E+00, 1.549815685E-01
 1.091299176E+00, 1.535799950E-01
 1.094415784E+00, 1.520664096E-01
 1.097521424E+00, 1.504643559E-01
 1.100615978E+00, 1.487596184E-01
 1.103699327E+00, 1.469823271E-01
 1.106771350E+00, 1.451243311E-01
 1.109832168E+00, 1.431850791E-01
 1.112881541E+00, 1.412050873E-01
 1.115919352E+00, 1.391483247E-01
 1.118945718E+00, 1.370595992E-01
 1.121960521E+00, 1.349253953E-01
 1.124963522E+00, 1.327462941E-01
 1.127954960E+00, 1.305563748E-01
 1.130934477E+00, 1.283379197E-01
 1.133902311E+00, 1.260995120E-01
 1.136858106E+00, 1.238621101E-01
 1.139802098E+00, 1.216217652E-01
 1.142734051E+00, 1.193811446E-01
 1.145654082E+00, 1.171509326E-01
 1.148561954E+00, 1.149390563E-01
 1.151457787E+00, 1.127466038E-01
 1.154341459E+00, 1.105765998E-01
 1.157212973E+00, 1.084356979E-01
 1.160072327E+00, 1.063301340E-01
 1.162919402E+00, 1.042613015E-01
 1.165754199E+00, 1.022335738E-01
 1.168576717E+00, 1.002488434E-01
 1.171386957E+00, 9.831005335E-02
 1.174184799E+00, 9.642057121E-02
 1.176970243E+00, 9.458210319E-02
 1.179743290E+00, 9.279596806E-02
 1.182503939E+00, 9.106320888E-02
 1.185252070E+00, 8.938434720E-02
 1.187987685E+00, 8.775947988E-02
 1.190710902E+00, 8.618831635E-02
 1.193421602E+00, 8.467020094E-02
 1.196119666E+00, 8.320392668E-02
 1.198805213E+00, 8.178766817E-02
 1.201478243E+00, 8.041907102E-02
 1.204138756E+00, 7.909545302E-02
 1.206786513E+00, 7.781408727E-02
 1.209421754E+00, 7.657252252E-02
 1.212044358E+00, 7.536865026E-02
 1.214654326E+00, 7.420060784E-02
 1.217251658E+00, 7.306669652E-02
 1.219836354E+00, 7.196533680E-02
 1.222408414E+00, 7.089509070E-02
 1.224967718E+00, 6.985458732E-02
 1.227514505E+00, 6.884261221E-02
 1.230048537E+00, 6.785795093E-02
 1.232569814E+00, 6.689950824E-02
 1.235078573E+00, 6.596621871E-02
 1.237574458E+00, 6.505712122E-02
 1.240057826E+00, 6.417129189E-02
 1.242528439E+00, 6.330781430E-02
 1.244986415E+00, 6.246588379E-02
 1.247431755E+00, 6.164468825E-02
 1.249864459E+00, 6.084349379E-02
 1.252284408E+00, 6.006157771E-02
 1.254691720E+00, 5.929824710E-02
 1.257086396E+00, 5.855287239E-02
 1.259468317E+00, 5.782482028E-02
 1.261837721E+00, 5.711352080E-02
 1.264194489E+00, 5.641840771E-02
 1.266538620E+00, 5.573892966E-02
 1.268870234E+00, 5.507458374E-02
 1.271189094E+00, 5.442487448E-02
 1.273495436E+00, 5.378933251E-02
 1.275789261E+00, 5.316751078E-02
 1.278070450E+00, 5.255897716E-02
 1.280339241E+00, 5.196330696E-02
 1.282595396E+00, 5.138011649E-02
 1.284839034E+00, 5.080901459E-02
 1.287070274E+00, 5.024964362E-02
 1.289288998E+00, 4.970165342E-02
 1.291495204E+00, 4.916469753E-02
 1.293689013E+00, 4.863844812E-02
 1.295870543E+00, 4.812259972E-02
 1.298039556E+00, 4.761684686E-02
 1.300196171E+00, 4.712089896E-02
 1.302340508E+00, 4.663448408E-02
 1.304472566E+00, 4.615732655E-02
 1.306592226E+00, 4.568916559E-02
 1.308699608E+00, 4.522975162E-02
 1.310794830E+00, 4.477884620E-02
 1.312877774E+00, 4.433621094E-02
 1.314948559E+00, 4.390162602E-02
 1.317007184E+00, 4.347487539E-02
 1.319053650E+00, 4.305574670E-02
 1.321087956E+00, 4.264403135E-02
 1.323110223E+00, 4.223953187E-02
 1.325120449E+00, 4.184206203E-02
 1.327118635E+00, 4.145143926E-02
 1.329104900E+00, 4.106748477E-02
 1.331079125E+00, 4.069002345E-02
 1.333041430E+00, 4.031889513E-02
 1.334991932E+00, 3.995392844E-02
 1.336930394E+00, 3.959497064E-02
 1.338857174E+00, 3.924186900E-02
 1.340772152E+00, 3.889447823E-02
 1.342675328E+00, 3.855265304E-02
 1.344566703E+00, 3.821625933E-02
 1.346446514E+00, 3.788515925E-02
 1.348314643E+00, 3.755921870E-02
 1.350171089E+00, 3.723832220E-02
 1.352015972E+00, 3.692233562E-02
 1.353849292E+00, 3.661113977E-02
 1.355671167E+00, 3.630461544E-02
 1.357481599E+00, 3.600265831E-02
 1.359280586E+00, 3.570514917E-02
 1.361068130E+00, 3.541198745E-02
 1.362844348E+00, 3.512306884E-02
 1.364609241E+00, 3.483828902E-02
 1.366362810E+00, 3.455755115E-02
 1.368105292E+00, 3.428075835E-02
 1.369836450E+00, 3.400781751E-02
 1.371556520E+00, 3.373863176E-02
 1.373265505E+00, 3.347311541E-02
 1.374963284E+00, 3.321118280E-02
 1.376650214E+00, 3.295274824E-02
 1.378326058E+00, 3.269772977E-02
 1.379991055E+00, 3.244604543E-02
 1.381645083E+00, 3.219761699E-02
 1.383288264E+00, 3.195236996E-02
 1.384920597E+00, 3.171022236E-02
 1.386542201E+00, 3.147110343E-02
 1.388153076E+00, 3.123494424E-02
 1.389753342E+00, 3.100166842E-02
 1.391342878E+00, 3.077120893E-02
 1.392921805E+00, 3.054350056E-02
 1.394490242E+00, 3.031847253E-02
 1.396048188E+00, 3.009606339E-02
 1.397595763E+00, 2.987620980E-02
 1.399132848E+00, 2.965885028E-02
 1.400659561E+00, 2.944392152E-02
 1.402175903E+00, 2.923136763E-02
 1.403681993E+00, 2.902112529E-02
 1.405177951E+00, 2.881314047E-02
 1.406663656E+00, 2.860735171E-02
 1.408139229E+00, 2.840370685E-02
 1.409604788E+00, 2.820214815E-02
 1.411060214E+00, 2.800262161E-02
 1.412505746E+00, 2.780507132E-02
 1.413941264E+00, 2.760944702E-02
 1.415366888E+00, 2.741569653E-02
 1.416782618E+00, 2.722376585E-02
 1.418188691E+00, 2.703360841E-02
 1.419584870E+00, 2.684517018E-02
 1.420971394E+00, 2.665840276E-02
 1.422348261E+00, 2.647325583E-02
 1.423715472E+00, 2.628968470E-02
 1.425073266E+00, 2.610763535E-02
 1.426421404E+00, 2.592706494E-02
 1.427760124E+00, 2.574792318E-02
 1.429089427E+00, 2.557016164E-02
 1.430409312E+00, 2.539373375E-02
 1.431719899E+00, 2.521859482E-02
 1.433021188E+00, 2.504469268E-02
 1.434313297E+00, 2.487198077E-02
 1.435596228E+00, 2.470041439E-02
 1.436869979E+00, 2.452994511E-02
 1.438134670E+00, 2.436052263E-02
 1.439390421E+00, 2.419210039E-02
 1.440637112E+00, 2.402462997E-02
