"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -1.564270339,      -2.965257128,      -12.68564788,       3.918349148,     -0.8907551655,       5.808083966,      0.2158117053,     -0.3826357673,                 0,                 0,                 0,     -0.1012409056,      0.2158117053,     -0.3826357673,                 0,      -1.773007477
          0,           0,           1,      -1.697753607,      0.1879300684,       0.705920244,       3.802066663,      -1.492131622,       6.252293577,     0.03492757861,     0.04261432225,                 0,                 0,                 0,     0.02426204993,     0.03492757861,     0.04261432225,                 0,       1.220076626
          0,           0,           2,      -2.761537823,     -0.5152390141,     0.05444381116,       2.726788183,      -2.094316937,       5.493572504,     0.01961884034,    -0.00981484174,                 0,                 0,                 0,   -0.004154797248,     0.01961884034,    -0.00981484174,                 0,     -0.5002763452
          0,           0,           3,      -2.801762986,     -0.6250854277,     -0.3816549961,       2.681781234,      -2.698476393,       4.925522988,     0.01431373978,     0.01399806975,                 0,                 0,                 0,    0.007658306057,     0.01431373978,     0.01399806975,                 0,      0.9779463626
          0,           0,           4,      -2.927942282,     -0.7542175104,      -0.380373607,       2.556111227,       -3.30500882,       4.575132848,     0.01176363673,     0.02601880729,                 0,                 0,                 0,     0.01362894805,     0.01176363673,     0.02601880729,                 0,       2.211799624
          0,           0,           5,      -3.072351002,     -0.8746767059,     -0.5280574217,       2.411104531,      -3.907398105,       4.027937626,     0.01013411711,     0.02626758923,                 0,                 0,                 0,     0.01374769137,     0.01013411711,     0.02626758923,                 0,       2.591995825
          0,           0,           6,      -3.174895468,     -0.9771767768,     -0.6276064263,       2.308395946,      -4.384333543,       3.724395712,    0.009003594554,     0.02473469917,                 0,                 0,                 0,     0.01300363758,    0.009003594554,     0.02473469917,                 0,       2.747202689
          0,           0,           7,      -3.216469984,      -1.037521458,      -0.695075808,       2.267597633,      -4.380382742,       3.550411667,     0.00818872713,      0.0240613876,                 0,                 0,                 0,     0.01266058324,     0.00818872713,      0.0240613876,                 0,       2.938355035
          0,           0,           8,       -3.27746201,      -1.096097282,     -0.7483684323,        2.20593648,      -4.157656047,       3.424868431,    0.007554656617,     0.02427413304,                 0,                 0,                 0,     0.01278005409,    0.007554656617,     0.02427413304,                 0,       3.213135192
          0,           0,           9,       -3.37274089,      -1.203217739,     -0.8345303901,       2.109435258,      -3.910767692,       3.323265899,    0.007034749901,     0.02440831445,                 0,                 0,                 0,     0.01284617426,    0.007034749901,     0.02440831445,                 0,       3.469677642
