"x","cf"
 9.934049100E-02, 3.962814808E-03
 1.008672044E-01, 3.953577951E-03
 1.024042815E-01, 3.944386262E-03
 1.039517671E-01, 3.935238346E-03
 1.055097058E-01, 3.926133737E-03
 1.070781425E-01, 3.917071037E-03
 1.086571217E-01, 3.908049315E-03
 1.102466956E-01, 3.899068106E-03
 1.118469015E-01, 3.890126245E-03
 1.134577915E-01, 3.881222801E-03
 1.150793955E-01, 3.872356843E-03
 1.167117655E-01, 3.863527440E-03
 1.183549538E-01, 3.854733659E-03
 1.200089902E-01, 3.845974803E-03
 1.216739267E-01, 3.837249940E-03
 1.233498007E-01, 3.828557907E-03
 1.250366569E-01, 3.819897771E-03
 1.267345399E-01, 3.811268834E-03
 1.284434944E-01, 3.802670166E-03
 1.301635504E-01, 3.794100601E-03
 1.318947524E-01, 3.785559209E-03
 1.336371601E-01, 3.777045291E-03
 1.353907883E-01, 3.768557683E-03
 1.371556818E-01, 3.760095453E-03
 1.389319003E-01, 3.751657670E-03
 1.407194734E-01, 3.743243404E-03
 1.425184160E-01, 3.734851489E-03
 1.443288028E-01, 3.726480994E-03
 1.461506635E-01, 3.718130756E-03
 1.479840279E-01, 3.709799843E-03
 1.498289257E-01, 3.701487323E-03
 1.516854167E-01, 3.693192033E-03
 1.535535157E-01, 3.684912808E-03
 1.554332823E-01, 3.676648717E-03
 1.573247313E-01, 3.668398364E-03
 1.592279077E-01, 3.660160815E-03
 1.611428410E-01, 3.651934909E-03
 1.630695611E-01, 3.643719247E-03
 1.650081277E-01, 3.635512665E-03
 1.669585407E-01, 3.627314232E-03
 1.689208597E-01, 3.619122319E-03
 1.708951145E-01, 3.610935528E-03
 1.728813201E-01, 3.602752928E-03
 1.748795062E-01, 3.594573122E-03
 1.768897325E-01, 3.586394479E-03
 1.789119989E-01, 3.578215372E-03
 1.809463501E-01, 3.570034867E-03
 1.829928160E-01, 3.561851103E-03
 1.850514114E-01, 3.553662682E-03
 1.871221811E-01, 3.545467742E-03
 1.892051548E-01, 3.537264885E-03
 1.913003325E-01, 3.529052483E-03
 1.934077740E-01, 3.520828439E-03
 1.955274791E-01, 3.512591124E-03
 1.976594776E-01, 3.504338907E-03
 1.998037994E-01, 3.496069228E-03
 2.019604743E-01, 3.487780690E-03
 2.041295022E-01, 3.479470965E-03
 2.063109279E-01, 3.471137723E-03
 2.085047662E-01, 3.462779103E-03
 2.107110322E-01, 3.454392543E-03
 2.129297554E-01, 3.445975482E-03
 2.151609361E-01, 3.437525826E-03
 2.174046040E-01, 3.429040313E-03
 2.196607888E-01, 3.420516849E-03
 2.219294906E-01, 3.411952173E-03
 2.242107242E-01, 3.403343493E-03
 2.265045196E-01, 3.394687548E-03
 2.288108766E-01, 3.385981079E-03
 2.311298251E-01, 3.377220593E-03
 2.334613651E-01, 3.368402598E-03
 2.358054966E-01, 3.359523136E-03
 2.381622493E-01, 3.350578249E-03
 2.405316383E-01, 3.341563744E-03
 2.429136485E-01, 3.332475433E-03
 2.453083098E-01, 3.323307959E-03
 2.477156222E-01, 3.314056899E-03
 2.501356006E-01, 3.304716665E-03
 2.525682449E-01, 3.295281669E-03
 2.550135255E-01, 3.285745857E-03
 2.574715018E-01, 3.276102943E-03
 2.599421442E-01, 3.266345942E-03
 2.624254823E-01, 3.256467637E-03
 2.649214864E-01, 3.246460110E-03
 2.674301565E-01, 3.236314515E-03
 2.699515224E-01, 3.226022003E-03
 2.724855542E-01, 3.215572331E-03
 2.750322521E-01, 3.204954555E-03
 2.775916159E-01, 3.194157034E-03
 2.801636457E-01, 3.183166264E-03
 2.827483416E-01, 3.171967808E-03
 2.853456736E-01, 3.160545137E-03
 2.879556417E-01, 3.148878692E-03
 2.905782461E-01, 3.136947285E-03
 2.932134569E-01, 3.124732058E-03
 2.958613038E-01, 3.112228122E-03
 2.985217273E-01, 3.099437803E-03
 3.011947274E-01, 3.086304991E-03
 3.038803041E-01, 3.072714200E-03
 3.065784574E-01, 3.058608156E-03
 3.092890978E-01, 3.044004785E-03
 3.120122850E-01, 3.028925275E-03
 3.147479594E-01, 3.013376147E-03
 3.174961209E-01, 2.997362521E-03
 3.202567399E-01, 2.980895340E-03
 3.230297565E-01, 2.963998122E-03
 3.258152306E-01, 2.946705790E-03
 3.286130428E-01, 2.929030685E-03
 3.314232230E-01, 2.910991665E-03
 3.342457414E-01, 2.892710734E-03
 3.370805681E-01, 2.874270082E-03
 3.399276435E-01, 2.855619416E-03
 3.427869678E-01, 2.836743603E-03
 3.456584811E-01, 2.817711793E-03
 3.485421836E-01, 2.798608504E-03
 3.514380157E-01, 2.779467031E-03
 3.543459177E-01, 2.760266885E-03
 3.572659194E-01, 2.741075819E-03
 3.601979017E-01, 2.722007222E-03
 3.631418645E-01, 2.703017090E-03
 3.660977483E-01, 2.684091916E-03
 3.690654933E-01, 2.665506676E-03
 3.720450699E-01, 2.647249727E-03
 3.750364482E-01, 2.629090799E-03
 3.780395389E-01, 2.611444099E-03
 3.810542822E-01, 2.594326390E-03
 3.840806186E-01, 2.577485517E-03
 3.871185184E-01, 2.561350120E-03
 3.901678622E-01, 2.545723924E-03
 3.932286203E-01, 2.530711936E-03
 3.963007331E-01, 2.516578650E-03
 3.993840814E-01, 2.503058407E-03
 4.024785757E-01, 2.490423853E-03
 4.055841863E-01, 2.478652168E-03
 4.087007940E-01, 2.467773389E-03
 4.118283093E-01, 2.457908122E-03
 4.149666429E-01, 2.449034015E-03
 4.181156456E-01, 2.441278426E-03
 4.212752879E-01, 2.434612252E-03
 4.244453907E-01, 2.429157728E-03
 4.276258647E-01, 2.424890641E-03
 4.308166206E-01, 2.421895042E-03
 4.340174794E-01, 2.420244971E-03
 4.372283220E-01, 2.419874538E-03
 4.404490292E-01, 2.421033802E-03
 4.436794519E-01, 2.423544880E-03
 4.469194710E-01, 2.427521860E-03
 4.501688778E-01, 2.433076035E-03
 4.534275532E-01, 2.440053271E-03
 4.566953778E-01, 2.448763000E-03
 4.599721134E-01, 2.459045267E-03
 4.632576406E-01, 2.470840700E-03
 4.665518105E-01, 2.484488999E-03
 4.698544145E-01, 2.499831608E-03
 4.731652737E-01, 2.516752807E-03
