"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -2.444004681,       -3.85935158,       -13.0277469,       3.038614804,      -5.048675684,      0.4966130881,     -0.4064703938,                 0,                 0,                 0,     -0.1052489503,      0.4966130881,     -0.4064703938,                 0,     -0.8184850612
          0,           0,           1,      -2.604369205,     -0.3186408615,    -0.07716825411,       2.889550172,      -5.386412509,       0.408699962,     -0.1664605656,                 0,                 0,                 0,   -0.007892617236,       0.408699962,     -0.1664605656,                 0,     -0.4072928336
          0,           0,           2,      -3.055317134,     -0.5497116542,      -0.546585843,       2.427674322,      -5.828307334,      0.3568043265,    -0.05180864558,                 0,                 0,                 0,     0.04396709648,      0.3568043265,    -0.05180864558,                 0,     -0.1452018424
          0,           0,           3,      -3.183182809,     -0.6934740217,     -0.6594090152,       2.299668606,      -6.211503733,      0.3193892756,   -0.004693012328,                 0,                 0,                 0,     0.06669141857,      0.3193892756,   -0.004693012328,                 0,    -0.01469370667
          0,           0,           4,       -3.25884334,     -0.8185768436,      -0.725326108,       2.224189322,      -6.397846791,      0.2900189221,    0.003296389969,                 0,                 0,                 0,     0.07087311919,      0.2900189221,    0.003296389969,                 0,     0.01136612034
          0,           0,           5,      -3.313013543,     -0.9276038453,     -0.7799756204,       2.170118097,      -6.541950913,       0.266251212,   -0.001203104878,                 0,                 0,                 0,     0.06896245424,       0.266251212,   -0.001203104878,                 0,   -0.004518683197
          0,           0,           6,      -3.359886927,      -1.022536641,     -0.8261799128,       2.123127278,      -6.655214371,      0.2467603288,   -0.005257218705,                 0,                 0,                 0,      0.0672541779,      0.2467603288,   -0.005257218705,                 0,    -0.02130495907
          0,           0,           7,      -3.403725048,      -1.102076243,     -0.8644878506,       2.079122454,      -6.753245149,      0.2305473241,   -0.007305464913,                 0,                 0,                 0,     0.06652070631,      0.2305473241,   -0.007305464913,                 0,    -0.03168748517
          0,           0,           8,      -3.454937428,      -1.142632903,     -0.8843832007,       2.027576243,      -6.845345786,      0.2165705908,   -0.008459233475,                 0,                 0,                 0,     0.06626512155,      0.2165705908,   -0.008459233475,                 0,    -0.03905993627
          0,           0,           9,      -3.547481557,       -1.09763016,     -0.8765640804,         1.9333344,      -6.930613621,      0.2029730613,   -0.008710549338,                 0,                 0,                 0,     0.06660929925,      0.2029730613,   -0.008710549338,                 0,    -0.04291480497
          0,           0,          10,      -3.724856451,      -1.019794662,     -0.8705275447,       1.746608815,      -7.008211107,      0.1858049028,   -0.007404560443,                 0,                 0,                 0,     0.06784408185,      0.1858049028,   -0.007404560443,                 0,    -0.03985126513
          0,           0,          11,       -3.81422999,      -1.007099853,     -0.9152069487,       1.641774125,      -7.073691992,      0.1592979145,   -0.004546358112,                 0,                 0,                 0,      0.0689794199,      0.1592979145,   -0.004546358112,                 0,    -0.02853997258
          0,           0,          12,       -3.66171917,      -1.090159589,      -1.041564657,       1.808076028,      -7.132854989,      0.1204990914,  -0.0004706965858,                 0,                 0,                 0,     0.06683427569,      0.1204990914,  -0.0004706965858,                 0,   -0.003906225186
          0,           0,          13,      -3.579828557,      -1.245680473,       -1.28037011,       1.895999317,       -7.19731618,     0.07522630295,      0.0067082926,                 0,                 0,                 0,     0.05789884674,     0.07522630295,      0.0067082926,                 0,     0.08917482764
          0,           0,          14,      -3.604983403,      -1.384269962,      -1.434786438,       1.872044708,      -7.272223749,     0.03694837485,      0.0200744393,                 0,                 0,                 0,     0.04171021631,     0.03694837485,      0.0200744393,                 0,      0.5433104808
          0,           0,          15,      -3.729826324,      -1.414738065,      -1.254225098,       1.746043166,      -7.343390442,     0.01744415815,      0.0381868741,                 0,                 0,                 0,     0.02256166734,     0.01744415815,      0.0381868741,                 0,       2.189092405
          0,           0,          16,      -3.840917245,      -1.426150248,      -1.201871897,       1.634858729,      -7.401554749,     0.01817958124,     0.05502628836,                 0,                 0,                 0,    0.008878284554,     0.01817958124,     0.05502628836,                 0,       3.026818256
          0,           0,          17,       -3.82795224,      -1.498358996,      -1.268628036,       1.650873141,      -7.456294521,     0.02968871103,     0.06273290341,                 0,                 0,                 0,    0.006489504618,     0.02968871103,     0.06273290341,                 0,        2.11302213
          0,           0,          18,      -3.840754533,      -1.588564171,      -1.331340752,        1.63976891,      -7.494913369,     0.03910680639,     0.05336488187,                 0,                 0,                 0,     0.01048171228,     0.03910680639,     0.05336488187,                 0,       1.364593195
          0,           0,          19,      -3.846054383,      -1.649930237,      -1.316284433,       1.635561982,      -7.508384956,     0.03966435065,     0.03250901666,                 0,                 0,                 0,     0.01253555286,     0.03966435065,     0.03250901666,                 0,      0.8196028962
          0,           0,          20,      -3.828930399,      -1.696465605,      -1.295488786,       1.653592285,      -7.500206856,     0.03410276441,     0.01862495643,                 0,                 0,                 0,     0.01209572667,     0.03410276441,     0.01862495643,                 0,      0.5461421312
          0,           0,          21,      -3.823473789,        -1.7155218,      -1.292279571,       1.659657883,      -7.483163586,      0.0285248504,     0.01886245365,                 0,                 0,                 0,     0.01250575935,      0.0285248504,     0.01886245365,                 0,      0.6612638938
          0,           0,          22,       -3.80620564,      -1.725613232,      -1.277359727,       1.676708101,      -7.459627772,     0.02521029314,       0.023380932,                 0,                 0,                 0,     0.01339268174,     0.02521029314,       0.023380932,                 0,      0.9274359431
          0,           0,          23,      -3.782413801,      -1.758314789,      -1.253284367,       1.699874857,      -7.423054693,      0.0229211953,     0.02492255988,                 0,                 0,                 0,      0.0132578638,      0.0229211953,     0.02492255988,                 0,       1.087315018
          0,           0,          24,      -3.759380455,      -1.803155509,      -1.227548413,       1.722814712,      -7.384451917,     0.02067110392,     0.02539795025,                 0,                 0,                 0,     0.01306128271,     0.02067110392,     0.02539795025,                 0,       1.228669275
          0,           0,          25,      -3.827886209,      -1.812132034,      -1.296539852,        1.65507683,      -7.325322075,     0.01851888796,     0.02584264181,                 0,                 0,                 0,     0.01324292947,     0.01851888796,     0.02584264181,                 0,       1.395474819
          0,           0,          26,       -4.02054699,      -1.785517065,      -1.508283218,       1.465660203,       -7.24701797,     0.01658861015,     0.02542523735,                 0,                 0,                 0,     0.01313459794,     0.01658861015,     0.02542523735,                 0,       1.532692439
          0,           0,          27,      -4.050827605,      -1.806579256,      -1.544214643,       1.435435936,      -7.161494362,     0.01483812325,     0.02469504239,                 0,                 0,                 0,     0.01276427799,     0.01483812325,     0.02469504239,                 0,        1.66429689
          0,           0,          28,      -4.035287609,      -1.940097047,      -1.509234465,       1.447906772,      -7.064112595,     0.01325389061,     0.02440108858,                 0,                 0,                 0,     0.01255735208,     0.01325389061,     0.02440108858,                 0,       1.841051002
