"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,       -1.56427034,      -2.974484679,      -12.68564788,       3.918349146,      -4.737702108,      0.2293788208,     -0.4075960156,                 0,                 0,                 0,     -0.1025874127,      0.2293788208,     -0.4075960156,                 0,      -1.776955755
          0,           0,           1,      -1.715928495,      0.2609280946,      0.7954476448,       3.772187767,       -4.95439157,      0.1923345061,     -0.1694109289,                 0,                 0,                 0,   -0.006206629285,      0.1923345061,     -0.1694109289,                 0,     -0.8808140168
          0,           0,           2,      -2.171745047,    -0.03401777001,      0.3436020009,       3.312208588,      -5.302656468,      0.1791558591,    -0.04835997363,                 0,                 0,                 0,     0.04847120684,      0.1791558591,    -0.04835997363,                 0,     -0.2699324146
          0,           0,           3,      -2.309946107,     -0.0731011552,      0.2499222319,       3.172729077,      -5.541396068,      0.1708712818,    0.006766517914,                 0,                 0,                 0,     0.07491337028,      0.1708712818,    0.006766517914,                 0,     0.03960008868
          0,           0,           4,      -2.455362454,     0.02102295635,      0.2477698206,       3.025181029,      -5.686126992,      0.1590799847,     0.02183277177,                 0,                 0,                 0,     0.08214321004,      0.1590799847,     0.02183277177,                 0,      0.1372439897
          0,           0,           5,      -2.685870189,      0.1126711037,      0.2389737322,       2.780436721,      -5.839729782,      0.1373991158,     0.02270063335,                 0,                 0,                 0,     0.08042909645,      0.1373991158,     0.02270063335,                 0,      0.1652167353
          0,           0,           6,      -2.649120184,     0.08841567369,      0.1369909862,       2.813380112,      -5.937231081,      0.1037546645,     0.02470782024,                 0,                 0,                 0,     0.07347120777,      0.1037546645,     0.02470782024,                 0,      0.2381369585
          0,           0,           7,      -2.506688341,    -0.07163538923,     -0.1229690868,       2.966287949,      -6.033949727,     0.06505556683,     0.03366276339,                 0,                 0,                 0,     0.06046178624,     0.06505556683,     0.03366276339,                 0,       0.517446316
          0,           0,           8,      -2.528258527,     -0.2673109832,     -0.3337960897,       2.946739324,      -6.130200039,     0.03447644996,     0.05007958925,                 0,                 0,                 0,     0.04309938033,     0.03447644996,     0.05007958925,                 0,       1.452573838
          0,           0,           9,      -2.690539088,     -0.2654642547,     -0.1551938215,       2.782986764,      -6.217317177,     0.02137889461,     0.06734303296,                 0,                 0,                 0,     0.02729334711,     0.02137889461,     0.06734303296,                 0,       3.149977312
