"x","y_y0","u"
 7.500000000E-01, 1.451406926E-01, 1.094172120E+00
 7.500000000E-01, 1.480976492E-01, 1.092442751E+00
 7.500000000E-01, 1.511148363E-01, 1.090724230E+00
 7.500000000E-01, 1.541934907E-01, 1.089016795E+00
 7.500000000E-01, 1.573348790E-01, 1.087321162E+00
 7.500000000E-01, 1.605402529E-01, 1.085637689E+00
 7.500000000E-01, 1.638109386E-01, 1.083966970E+00
 7.500000000E-01, 1.671482474E-01, 1.082309246E+00
 7.500000000E-01, 1.705535650E-01, 1.080665231E+00
 7.500000000E-01, 1.740282476E-01, 1.079035282E+00
 7.500000000E-01, 1.775737107E-01, 1.077419639E+00
 7.500000000E-01, 1.811914295E-01, 1.075819016E+00
 7.500000000E-01, 1.848828346E-01, 1.074233651E+00
 7.500000000E-01, 1.886494458E-01, 1.072664022E+00
 7.500000000E-01, 1.924927980E-01, 1.071110487E+00
 7.500000000E-01, 1.964144409E-01, 1.069573522E+00
 7.500000000E-01, 2.004159838E-01, 1.068053246E+00
 7.500000000E-01, 2.044990510E-01, 1.066550136E+00
 7.500000000E-01, 2.086653262E-01, 1.065064549E+00
 7.500000000E-01, 2.129164487E-01, 1.063596845E+00
 7.500000000E-01, 2.172542065E-01, 1.062147260E+00
 7.500000000E-01, 2.216802984E-01, 1.060716033E+00
 7.500000000E-01, 2.261966020E-01, 1.059303403E+00
 7.500000000E-01, 2.308049053E-01, 1.057909846E+00
 7.500000000E-01, 2.355070859E-01, 1.056535363E+00
 7.500000000E-01, 2.403050512E-01, 1.055180311E+00
 7.500000000E-01, 2.452007979E-01, 1.053844929E+00
 7.500000000E-01, 2.501962483E-01, 1.052529097E+00
 7.500000000E-01, 2.552934885E-01, 1.051233530E+00
 7.500000000E-01, 2.604945600E-01, 1.049957752E+00
 7.500000000E-01, 2.658016384E-01, 1.048702359E+00
 7.500000000E-01, 2.712168097E-01, 1.047467351E+00
 7.500000000E-01, 2.767422795E-01, 1.046252728E+00
 7.500000000E-01, 2.823803425E-01, 1.045058727E+00
 7.500000000E-01, 2.881332934E-01, 1.043885231E+00
 7.500000000E-01, 2.940034270E-01, 1.042732596E+00
 7.500000000E-01, 2.999931276E-01, 1.041600466E+00
 7.500000000E-01, 3.061048985E-01, 1.040489197E+00
 7.500000000E-01, 3.123411536E-01, 1.039398551E+00
 7.500000000E-01, 3.187044859E-01, 1.038328767E+00
 7.500000000E-01, 3.251974285E-01, 1.037279606E+00
 7.500000000E-01, 3.318226933E-01, 1.036251068E+00
 7.500000000E-01, 3.385829031E-01, 1.035243034E+00
 7.500000000E-01, 3.454808295E-01, 1.034255624E+00
 7.500000000E-01, 3.525193036E-01, 1.033288479E+00
 7.500000000E-01, 3.597011864E-01, 1.032341719E+00
 7.500000000E-01, 3.670293689E-01, 1.031415343E+00
 7.500000000E-01, 3.745068610E-01, 1.030508995E+00
 7.500000000E-01, 3.821366727E-01, 1.029622436E+00
 7.500000000E-01, 3.899219334E-01, 1.028755784E+00
 7.500000000E-01, 3.978658020E-01, 1.027908683E+00
 7.500000000E-01, 4.059715271E-01, 1.027081013E+00
 7.500000000E-01, 4.142423570E-01, 1.026272655E+00
 7.500000000E-01, 4.226817191E-01, 1.025483251E+00
 7.500000000E-01, 4.312930107E-01, 1.024712801E+00
 7.500000000E-01, 4.400797188E-01, 1.023960948E+00
 7.500000000E-01, 4.490454495E-01, 1.023227572E+00
 7.500000000E-01, 4.581938386E-01, 1.022512197E+00
 7.500000000E-01, 4.675286412E-01, 1.021814942E+00
 7.500000000E-01, 4.770535827E-01, 1.021135330E+00
 7.500000000E-01, 4.867725968E-01, 1.020473123E+00
 7.500000000E-01, 4.966895580E-01, 1.019828081E+00
 7.500000000E-01, 5.068086386E-01, 1.019199967E+00
 7.500000000E-01, 5.171338320E-01, 1.018588543E+00
 7.500000000E-01, 5.276693702E-01, 1.017993450E+00
 7.500000000E-01, 5.384196043E-01, 1.017414451E+00
 7.500000000E-01, 5.493887663E-01, 1.016851306E+00
 7.500000000E-01, 5.605814457E-01, 1.016303539E+00
 7.500000000E-01, 5.720021725E-01, 1.015771031E+00
 7.500000000E-01, 5.836555958E-01, 1.015253544E+00
 7.500000000E-01, 5.955463648E-01, 1.014750719E+00
 7.500000000E-01, 6.076794267E-01, 1.014262199E+00
 7.500000000E-01, 6.200596690E-01, 1.013787746E+00
 7.500000000E-01, 6.326921582E-01, 1.013327122E+00
 7.500000000E-01, 6.455819607E-01, 1.012879968E+00
 7.500000000E-01, 6.587343812E-01, 1.012445927E+00
 7.500000000E-01, 6.721547842E-01, 1.012024760E+00
 7.500000000E-01, 6.858485341E-01, 1.011616349E+00
 7.500000000E-01, 6.998213530E-01, 1.011220098E+00
 7.500000000E-01, 7.140787840E-01, 1.010836005E+00
 7.500000000E-01, 7.286266685E-01, 1.010463595E+00
 7.500000000E-01, 7.434709668E-01, 1.010102630E+00
 7.500000000E-01, 7.586176991E-01, 1.009752870E+00
 7.500000000E-01, 7.740730047E-01, 1.009413958E+00
 7.500000000E-01, 7.898432016E-01, 1.009085655E+00
 7.500000000E-01, 8.059346080E-01, 1.008767843E+00
 7.500000000E-01, 8.223538995E-01, 1.008460045E+00
 7.500000000E-01, 8.391076922E-01, 1.008162022E+00
 7.500000000E-01, 8.562028408E-01, 1.007873654E+00
 7.500000000E-01, 8.736462593E-01, 1.007594466E+00
 7.500000000E-01, 8.914450407E-01, 1.007324457E+00
 7.500000000E-01, 9.096063972E-01, 1.007063150E+00
 7.500000000E-01, 9.281377792E-01, 1.006810427E+00
 7.500000000E-01, 9.470467567E-01, 1.006566048E+00
 7.500000000E-01, 9.663408399E-01, 1.006329775E+00
 7.500000000E-01, 9.860281348E-01, 1.006101251E+00
 7.500000000E-01, 1.006116509E+00, 1.005880475E+00
 7.500000000E-01, 1.026614070E+00, 1.005667090E+00
 7.500000000E-01, 1.047529340E+00, 1.005460858E+00
 7.500000000E-01, 1.068870544E+00, 1.005261540E+00
 7.500000000E-01, 1.090646625E+00, 1.005069137E+00
 7.500000000E-01, 1.112866402E+00, 1.004883170E+00
 7.500000000E-01, 1.135538816E+00, 1.004703522E+00
 7.500000000E-01, 1.158673048E+00, 1.004530072E+00
 7.500000000E-01, 1.182278752E+00, 1.004362822E+00
 7.500000000E-01, 1.206365228E+00, 1.004201174E+00
 7.500000000E-01, 1.230942488E+00, 1.004045129E+00
 7.500000000E-01, 1.256020427E+00, 1.003894567E+00
 7.500000000E-01, 1.281609297E+00, 1.003749251E+00
 7.500000000E-01, 1.307719469E+00, 1.003609061E+00
 7.500000000E-01, 1.334361672E+00, 1.003473878E+00
 7.500000000E-01, 1.361546636E+00, 1.003343344E+00
 7.500000000E-01, 1.389285326E+00, 1.003217459E+00
 7.500000000E-01, 1.417589188E+00, 1.003096104E+00
 7.500000000E-01, 1.446469784E+00, 1.002979159E+00
 7.500000000E-01, 1.475938678E+00, 1.002866268E+00
 7.500000000E-01, 1.506007910E+00, 1.002757430E+00
 7.500000000E-01, 1.536689758E+00, 1.002652645E+00
 7.500000000E-01, 1.567996740E+00, 1.002551556E+00
 7.500000000E-01, 1.599941492E+00, 1.002454162E+00
 7.500000000E-01, 1.632537007E+00, 1.002360225E+00
 7.500000000E-01, 1.665796638E+00, 1.002269864E+00
 7.500000000E-01, 1.699733853E+00, 1.002182722E+00
 7.500000000E-01, 1.734362483E+00, 1.002098799E+00
 7.500000000E-01, 1.769696712E+00, 1.002017975E+00
 7.500000000E-01, 1.805750608E+00, 1.001940131E+00
 7.500000000E-01, 1.842539191E+00, 1.001865149E+00
 7.500000000E-01, 1.880077124E+00, 1.001793027E+00
 7.500000000E-01, 1.918379903E+00, 1.001723647E+00
 7.500000000E-01, 1.957463026E+00, 1.001656651E+00
 7.500000000E-01, 1.997342348E+00, 1.001592398E+00
 7.500000000E-01, 2.038034201E+00, 1.001530409E+00
 7.500000000E-01, 2.079555035E+00, 1.001470923E+00
 7.500000000E-01, 2.121921778E+00, 1.001413703E+00
 7.500000000E-01, 2.165151596E+00, 1.001358628E+00
 7.500000000E-01, 2.209262133E+00, 1.001305580E+00
 7.500000000E-01, 2.254271507E+00, 1.001254797E+00
 7.500000000E-01, 2.300197601E+00, 1.001205802E+00
 7.500000000E-01, 2.347059488E+00, 1.001158714E+00
 7.500000000E-01, 2.394876242E+00, 1.001113653E+00
 7.500000000E-01, 2.443666935E+00, 1.001070261E+00
 7.500000000E-01, 2.493451595E+00, 1.001028657E+00
 7.500000000E-01, 2.544250727E+00, 1.000988722E+00
 7.500000000E-01, 2.596084595E+00, 1.000950336E+00
 7.500000000E-01, 2.648974657E+00, 1.000913739E+00
 7.500000000E-01, 2.702942133E+00, 1.000878453E+00
 7.500000000E-01, 2.758009195E+00, 1.000844598E+00
 7.500000000E-01, 2.814198017E+00, 1.000812411E+00
 7.500000000E-01, 2.871531487E+00, 1.000781417E+00
 7.500000000E-01, 2.930033207E+00, 1.000751853E+00
 7.500000000E-01, 2.989726782E+00, 1.000723481E+00
 7.500000000E-01, 3.050636292E+00, 1.000696540E+00
 7.500000000E-01, 3.112786770E+00, 1.000670791E+00
 7.500000000E-01, 3.176203728E+00, 1.000646234E+00
 7.500000000E-01, 3.240912437E+00, 1.000622869E+00
 7.500000000E-01, 3.306939363E+00, 1.000600576E+00
 7.500000000E-01, 3.374311686E+00, 1.000579476E+00
 7.500000000E-01, 3.443056345E+00, 1.000559449E+00
 7.500000000E-01, 3.513201714E+00, 1.000540495E+00
 7.500000000E-01, 3.584775925E+00, 1.000522614E+00
 7.500000000E-01, 3.657808542E+00, 1.000505805E+00
 7.500000000E-01, 3.732329130E+00, 1.000489950E+00
 7.500000000E-01, 3.808367729E+00, 1.000475168E+00
 7.500000000E-01, 3.885955572E+00, 1.000461340E+00
 7.500000000E-01, 3.965123892E+00, 1.000448585E+00
 7.500000000E-01, 4.045905113E+00, 1.000436902E+00
 7.500000000E-01, 4.128332138E+00, 1.000426054E+00
 7.500000000E-01, 4.212438583E+00, 1.000416398E+00
 7.500000000E-01, 4.298258781E+00, 1.000407696E+00
 7.500000000E-01, 4.385827065E+00, 1.000400066E+00
 7.500000000E-01, 4.475179195E+00, 1.000393391E+00
 7.500000000E-01, 4.566351891E+00, 1.000388026E+00
 7.500000000E-01, 4.659382343E+00, 1.000383615E+00
 7.500000000E-01, 4.754307747E+00, 1.000380397E+00
 7.500000000E-01, 4.851167202E+00, 1.000378489E+00
 7.500000000E-01, 4.949999809E+00, 1.000377893E+00
