"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
384, 2.780639759250000e-16, 0.000000000000000e+00, 7.907741304582200e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718386066381208e+05, 0.000000000000000e+00, 6.873544265524831e+04, 3.028019208975105e+02, 0.000000000000000e+00, 3.258365806729389e-02, 1.859144175486376e-05, 3.314253298108513e-02, 0.000000000000000e+00, -7.598372275756461e+01, 1.909182169669638e-01, 0.000000000000000e+00
385, 7.999999999930000e-04, 0.000000000000000e+00, 7.909875042015643e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.717852764875035e+05, 0.000000000000000e+00, 6.871411059500139e+04, 3.026262889225848e+02, 0.000000000000000e+00, 2.148960903476757e-02, 1.858316771225063e-05, 1.520695240585723e-02, 0.000000000000000e+00, -1.150871401824427e+01, 1.293979878796059e-01, 0.000000000000000e+00
386, 1.606264993380000e-03, 0.000000000000000e+00, 7.912752532011611e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.717986800312885e+05, 0.000000000000000e+00, 6.871947201251538e+04, 3.025398420271183e+02, 0.000000000000000e+00, 2.427789240241401e-02, 1.857909432853832e-05, 1.083589455412781e-02, 0.000000000000000e+00, -5.846117511290570e+00, 1.092730341195686e-01, 0.000000000000000e+00
387, 2.418837259700000e-03, 0.000000000000000e+00, 7.914622853449833e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718024334567929e+05, 0.000000000000000e+00, 6.872097338271716e+04, 3.024749564626230e+02, 0.000000000000000e+00, 2.505870187143248e-02, 1.857603654313276e-05, 8.842126512424199e-03, 0.000000000000000e+00, -3.893796561483258e+00, 9.873742176730252e-02, 0.000000000000000e+00
388, 3.237759250030000e-03, 0.000000000000000e+00, 7.916033559087765e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718046537420281e+05, 0.000000000000000e+00, 6.872186149681122e+04, 3.024249611418749e+02, 0.000000000000000e+00, 2.552057855807162e-02, 1.857368025437299e-05, 7.690908948582442e-03, 0.000000000000000e+00, -2.946393103375961e+00, 9.210560259170722e-02, 0.000000000000000e+00
389, 4.063073585720000e-03, 0.000000000000000e+00, 7.917171224103664e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718067458433959e+05, 0.000000000000000e+00, 6.872269833735834e+04, 3.023851860791025e+02, 0.000000000000000e+00, 2.595578968885808e-02, 1.857180551253433e-05, 6.945044791610385e-03, 0.000000000000000e+00, -2.402926933767824e+00, 8.754065305472711e-02, 0.000000000000000e+00
390, 4.894823056840000e-03, 0.000000000000000e+00, 7.918097934132076e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718081856293014e+05, 0.000000000000000e+00, 6.872327425172056e+04, 3.023523296104781e+02, 0.000000000000000e+00, 2.625530235191686e-02, 1.857025677820028e-05, 6.427100450477461e-03, 0.000000000000000e+00, -2.058091972748903e+00, 8.422508040239504e-02, 0.000000000000000e+00
391, 5.733050620970000e-03, 0.000000000000000e+00, 7.918888800658703e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718096996691951e+05, 0.000000000000000e+00, 6.872387986767801e+04, 3.023247975912146e+02, 0.000000000000000e+00, 2.657026176273194e-02, 1.856895895580537e-05, 6.050042617789490e-03, 0.000000000000000e+00, -1.823842358764833e+00, 8.172692293964774e-02, 0.000000000000000e+00
392, 6.577799401510000e-03, 0.000000000000000e+00, 7.919591172454467e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718117077295318e+05, 0.000000000000000e+00, 6.872468309181271e+04, 3.023015182125102e+02, 0.000000000000000e+00, 2.698799018798838e-02, 1.856786155218795e-05, 5.767854556578173e-03, 0.000000000000000e+00, -1.657786627942211e+00, 7.980645270175751e-02, 0.000000000000000e+00
393, 7.429112686290000e-03, 0.000000000000000e+00, 7.920188841714227e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718130712649856e+05, 0.000000000000000e+00, 6.872522850599424e+04, 3.022811050393973e+02, 0.000000000000000e+00, 2.727164078726800e-02, 1.856689922926700e-05, 5.551690403652020e-03, 0.000000000000000e+00, -1.535952458388215e+00, 7.830371598946251e-02, 0.000000000000000e+00
394, 8.287033925960001e-03, 0.000000000000000e+00, 7.920742540318745e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718151075517935e+05, 0.000000000000000e+00, 6.872604302071738e+04, 3.022635564250324e+02, 0.000000000000000e+00, 2.769524104770435e-02, 1.856607192275287e-05, 5.383622326530244e-03, 0.000000000000000e+00, -1.444435101377066e+00, 7.711548203162991e-02, 0.000000000000000e+00
395, 9.151606732250000e-03, 0.000000000000000e+00, 7.921212353882747e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718162994422249e+05, 0.000000000000000e+00, 6.872651977688994e+04, 3.022477256208356e+02, 0.000000000000000e+00, 2.794318504813007e-02, 1.856532558005547e-05, 5.251403191422788e-03, 0.000000000000000e+00, -1.374424267876023e+00, 7.616795664770111e-02, 0.000000000000000e+00
396, 1.002287487650000e-02, 0.000000000000000e+00, 7.921641639688303e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718176751413425e+05, 0.000000000000000e+00, 6.872707005653701e+04, 3.022337662636043e+02, 0.000000000000000e+00, 2.822936600372054e-02, 1.856466745083845e-05, 5.145153423577563e-03, 0.000000000000000e+00, -1.319425115847777e+00, 7.539819539549715e-02, 0.000000000000000e+00
