"x","cp"
 1.278100014E+00, 5.259900168E-02
 1.280300021E+00, 5.200299993E-02
 1.282600045E+00, 5.141900107E-02
 1.284800053E+00, 5.085000023E-02
 1.287099957E+00, 5.028900132E-02
 1.289299965E+00, 4.974099994E-02
 1.291499972E+00, 4.920399934E-02
 1.293699980E+00, 4.868000001E-02
 1.295899987E+00, 4.816399887E-02
 1.297999978E+00, 4.765800014E-02
 1.300199986E+00, 4.715999961E-02
 1.302299976E+00, 4.667399824E-02
 1.304499984E+00, 4.619700089E-02
 1.306599975E+00, 4.572999850E-02
 1.308699965E+00, 4.527100176E-02
 1.310799956E+00, 4.482100159E-02
 1.312899947E+00, 4.437699914E-02
 1.314900041E+00, 4.394099861E-02
 1.317000031E+00, 4.351500049E-02
 1.319100022E+00, 4.309799895E-02
 1.321099997E+00, 4.268399999E-02
 1.323099971E+00, 4.228100181E-02
 1.325099945E+00, 4.188200086E-02
 1.327100039E+00, 4.149200022E-02
 1.329100013E+00, 4.110699892E-02
 1.331099987E+00, 4.073200002E-02
 1.332999945E+00, 4.035900161E-02
 1.335000038E+00, 3.999599814E-02
 1.336899996E+00, 3.963499889E-02
 1.338899970E+00, 3.928299993E-02
 1.340800047E+00, 3.893499821E-02
 1.342700005E+00, 3.859499842E-02
 1.344599962E+00, 3.825800121E-02
 1.346400023E+00, 3.792700171E-02
 1.348299980E+00, 3.759900108E-02
 1.350200057E+00, 3.728099912E-02
 1.351999998E+00, 3.696500137E-02
 1.353800058E+00, 3.665199876E-02
 1.355700016E+00, 3.634500131E-02
 1.357499957E+00, 3.604400158E-02
 1.359300017E+00, 3.574600071E-02
 1.361099958E+00, 3.545400128E-02
 1.362800002E+00, 3.516500071E-02
 1.364599943E+00, 3.487899899E-02
 1.366400003E+00, 3.459800035E-02
 1.368100047E+00, 3.432099894E-02
 1.369799972E+00, 3.404999897E-02
 1.371600032E+00, 3.377899900E-02
 1.373299956E+00, 3.351400048E-02
 1.375000000E+00, 3.325099871E-02
 1.376700044E+00, 3.299500048E-02
 1.378299952E+00, 3.273899853E-02
 1.379999995E+00, 3.248799965E-02
 1.381600022E+00, 3.223799914E-02
 1.383299947E+00, 3.199400008E-02
 1.384899974E+00, 3.175200149E-02
 1.386500001E+00, 3.151100129E-02
 1.388200045E+00, 3.127500042E-02
 1.389799953E+00, 3.104300052E-02
 1.391299963E+00, 3.081000037E-02
 1.392899990E+00, 3.058400005E-02
 1.394500017E+00, 3.035699949E-02
 1.396000028E+00, 3.013700061E-02
 1.397600055E+00, 2.991599962E-02
 1.399099946E+00, 2.969899960E-02
 1.400699973E+00, 2.948400006E-02
 1.402199984E+00, 2.927299961E-02
 1.403699994E+00, 2.906100079E-02
 1.405200005E+00, 2.885200083E-02
 1.406700015E+00, 2.864699997E-02
 1.408100009E+00, 2.844399959E-02
 1.409600019E+00, 2.824199945E-02
 1.411100030E+00, 2.804199979E-02
 1.412500024E+00, 2.784500085E-02
 1.413900018E+00, 2.764800005E-02
 1.415400028E+00, 2.745500021E-02
 1.416800022E+00, 2.726400085E-02
 1.418200016E+00, 2.707299963E-02
 1.419600010E+00, 2.688599937E-02
 1.421000004E+00, 2.669800073E-02
 1.422299981E+00, 2.651299909E-02
 1.423699975E+00, 2.632799931E-02
 1.425099969E+00, 2.614600025E-02
 1.426399946E+00, 2.596499957E-02
 1.427800059E+00, 2.578599937E-02
 1.429100037E+00, 2.560699917E-02
 1.430400014E+00, 2.543099970E-02
 1.431699991E+00, 2.525500022E-02
 1.432999969E+00, 2.508199960E-02
 1.434299946E+00, 2.490999922E-02
 1.435600042E+00, 2.473700047E-02
 1.436900020E+00, 2.456700057E-02
 1.438099980E+00, 2.439700067E-02
 1.439399958E+00, 2.422700077E-02
 1.440600038E+00, 2.405999973E-02
 1.441900015E+00, 2.389300056E-02
 1.443099976E+00, 2.372900024E-02
 1.444300056E+00, 2.356299944E-02
 1.445500016E+00, 2.339899912E-02
 1.446699977E+00, 2.323500067E-02
 1.447900057E+00, 2.307100035E-02
 1.449100018E+00, 2.291000076E-02
 1.450299978E+00, 2.274600044E-02
 1.451500058E+00, 2.258500084E-02
 1.452600002E+00, 2.242399938E-02
 1.453799963E+00, 2.226299979E-02
 1.454900026E+00, 2.210200019E-02
 1.455999970E+00, 2.194399945E-02
 1.457200050E+00, 2.178299986E-02
 1.458299994E+00, 2.162200026E-02
 1.459400058E+00, 2.146200091E-02
 1.460500002E+00, 2.130400017E-02
 1.461599946E+00, 2.114300057E-02
 1.462700009E+00, 2.098199911E-02
 1.463799953E+00, 2.082099952E-02
 1.464800000E+00, 2.065999992E-02
 1.465899944E+00, 2.049900033E-02
 1.466899991E+00, 2.033500001E-02
 1.468000054E+00, 2.017400041E-02
 1.468999982E+00, 2.001000009E-02
 1.470100045E+00, 1.984300092E-02
 1.471099973E+00, 1.967900060E-02
 1.472100019E+00, 1.950900070E-02
 1.473099947E+00, 1.934299991E-02
 1.474099994E+00, 1.916999929E-02
 1.475100040E+00, 1.899999939E-02
 1.476099968E+00, 1.882399991E-02
 1.477100015E+00, 1.864499971E-02
 1.478000045E+00, 1.846599951E-02
 1.478999972E+00, 1.828500070E-02
 1.479900002E+00, 1.809700020E-02
 1.480900049E+00, 1.790600084E-02
 1.481799960E+00, 1.771200076E-02
 1.482800007E+00, 1.751299948E-02
 1.483700037E+00, 1.730399951E-02
 1.484599948E+00, 1.709200069E-02
 1.485499978E+00, 1.687500067E-02
 1.486400008E+00, 1.664499938E-02
 1.487300038E+00, 1.640699990E-02
 1.488199949E+00, 1.615400054E-02
 1.489099979E+00, 1.588799991E-02
 1.490000010E+00, 1.560799964E-02
 1.490800023E+00, 1.530999970E-02
 1.491700053E+00, 1.499400008E-02
 1.492599964E+00, 1.466100011E-02
 1.493399978E+00, 1.429099962E-02
 1.494300008E+00, 1.384699997E-02
 1.495100021E+00, 1.326000039E-02
 1.495900035E+00, 1.244600024E-02
 1.496799946E+00, 1.138199959E-02
 1.497599959E+00, 1.016000006E-02
 1.498399973E+00, 9.197800420E-03
 1.499199986E+00, 8.285899647E-03
 1.500000000E+00, 9.588300250E-03
