"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -1.997952184,      -3.413917926,      -12.59275662,       3.484667302,      -4.896699756,      0.3244681302,     -0.4074494111,                 0,                 0,                 0,     -0.1035465905,      0.3244681302,     -0.4074494111,                 0,      -1.255745551
          0,           0,           1,      -2.153370417,    -0.05225029971,      0.3635953307,       3.337018977,      -5.180631926,      0.2737658698,     -0.1705368309,                 0,                 0,                 0,   -0.007959542841,      0.2737658698,     -0.1705368309,                 0,     -0.6229294799
          0,           0,           2,      -2.608028517,     -0.3019925893,    -0.09612272753,        2.87587698,      -5.552984381,      0.2503003085,    -0.05007271452,                 0,                 0,                 0,     0.04644035755,      0.2503003085,    -0.05007271452,                 0,     -0.2000505506
          0,           0,           3,      -2.735722203,     -0.4053808481,     -0.2127194679,       2.747119776,      -5.914884629,      0.2346370069,    0.002493010474,                 0,                 0,                 0,      0.0715790954,      0.2346370069,    0.002493010474,                 0,     0.01062496708
          0,           0,           4,      -2.810609951,     -0.4913505454,     -0.2744035792,       2.672092427,      -6.067905369,      0.2214736542,      0.0133015668,                 0,                 0,                 0,     0.07695255011,      0.2214736542,      0.0133015668,                 0,     0.06005936393
          0,           0,           5,       -2.87079677,     -0.5499773388,     -0.3096412217,       2.611808014,      -6.193586856,      0.2091461017,    0.009549095927,                 0,                 0,                 0,     0.07534093072,      0.2091461017,    0.009549095927,                 0,     0.04565753724
          0,           0,           6,      -2.963994935,     -0.5266174455,     -0.3071671545,       2.517358776,       -6.30504019,      0.1957460735,    0.006118819669,                 0,                 0,                 0,     0.07407682443,      0.1957460735,    0.006118819669,                 0,     0.03125896504
          0,           0,           7,      -3.146492349,     -0.4502116012,     -0.2982381525,       2.326681365,      -6.400191662,      0.1771015943,    0.005856373028,                 0,                 0,                 0,     0.07424715805,      0.1771015943,    0.005856373028,                 0,     0.03306787299
          0,           0,           8,      -3.254499488,     -0.4332392374,     -0.3443917258,       2.201564339,      -6.483285186,      0.1478525694,     0.00751648091,                 0,                 0,                 0,     0.07355657242,      0.1478525694,     0.00751648091,                 0,     0.05083767527
          0,           0,           9,      -3.089053842,     -0.5208643375,     -0.4907536241,       2.381040642,      -6.548269291,      0.1071018608,     0.01104356976,                 0,                 0,                 0,     0.06822090276,      0.1071018608,     0.01104356976,                 0,      0.1031127722
          0,           0,          10,      -3.015051797,     -0.6944726699,     -0.7737986917,       2.460566681,      -6.623211424,     0.06333433001,     0.01941387892,                 0,                 0,                 0,     0.05568768636,     0.06333433001,     0.01941387892,                 0,      0.3065301065
          0,           0,          11,      -3.070632272,     -0.8272184711,     -0.8384171881,       2.405568316,      -6.709417237,     0.03056188525,     0.03469044365,                 0,                 0,                 0,     0.03749564623,     0.03056188525,     0.03469044365,                 0,       1.135088473
          0,           0,          12,      -3.234683376,     -0.8264379478,     -0.6747133255,       2.239418707,      -6.783722691,     0.01790243876,     0.05252031513,                 0,                 0,                 0,     0.01983342957,     0.01790243876,     0.05252031513,                 0,        2.93369612
          0,           0,          13,       -3.34340966,     -0.8521360934,     -0.6860747016,        2.13133152,      -6.848561789,     0.02277088606,     0.06445521018,                 0,                 0,                 0,     0.01049359181,     0.02277088606,     0.06445521018,                 0,        2.83059737
          0,           0,          14,      -3.344640459,     -0.9483850015,     -0.8055857159,        2.13373946,      -6.909994057,     0.03353081662,     0.06203815191,                 0,                 0,                 0,     0.01063446868,     0.03353081662,     0.06203815191,                 0,        1.85018315
          0,           0,          15,       -3.38120901,      -1.038908912,       -0.86556876,       2.098940341,      -6.950391591,     0.03901348402,     0.04444515382,                 0,                 0,                 0,     0.01314105651,     0.03901348402,     0.04444515382,                 0,       1.139225448
          0,           0,          16,      -3.392165799,      -1.107735779,     -0.8543946842,       2.089399375,      -6.965548627,     0.03645164524,     0.02593532915,                 0,                 0,                 0,     0.01344232137,     0.03645164524,     0.02593532915,                 0,       0.711499549
          0,           0,          17,      -3.388475771,      -1.157590495,     -0.8522624123,       2.094305909,      -6.961428069,     0.03063310073,     0.02008812245,                 0,                 0,                 0,     0.01335978015,     0.03063310073,     0.02008812245,                 0,      0.6557652335
          0,           0,          18,      -3.373808881,      -1.181787101,     -0.8431609792,       2.109376244,      -6.948116912,     0.02620647772,     0.02328368061,                 0,                 0,                 0,     0.01405403342,     0.02620647772,     0.02328368061,                 0,      0.8884704334
          0,           0,          19,      -3.354992591,      -1.210562274,     -0.8273490946,        2.12763314,       -6.92263725,     0.02355991395,     0.02587443107,                 0,                 0,                 0,     0.01414834923,     0.02355991395,     0.02587443107,                 0,       1.098239625
          0,           0,          20,      -3.341577465,      -1.255328683,     -0.8144431923,       2.140484341,      -6.886102423,      0.0213719355,     0.02623618047,                 0,                 0,                 0,     0.01367820358,      0.0213719355,     0.02623618047,                 0,       1.227599647
          0,           0,          21,      -3.356206034,      -1.300961739,     -0.8259358848,       2.125973706,      -6.838958997,     0.01921284709,     0.02630394253,                 0,                 0,                 0,     0.01356877755,     0.01921284709,     0.02630394253,                 0,       1.369080928
          0,           0,          22,      -3.464187347,      -1.308750706,     -0.9352359521,       2.019270875,      -6.775270109,     0.01721709345,     0.02615640017,                 0,                 0,                 0,     0.01357979771,     0.01721709345,     0.02615640017,                 0,        1.51921114
          0,           0,          23,      -3.609629142,      -1.292618555,      -1.100924335,       1.876930996,      -6.700374295,     0.01542520856,     0.02561782195,                 0,                 0,                 0,     0.01333029138,     0.01542520856,     0.02561782195,                 0,       1.660776375
          0,           0,          24,      -3.599759119,      -1.329849946,      -1.089803096,       1.885480684,      -6.617198641,     0.01380364592,     0.02532025489,                 0,                 0,                 0,     0.01316082998,     0.01380364592,     0.02532025489,                 0,       1.834316458
          0,           0,          25,      -3.610080556,      -1.453925339,      -1.081233388,       1.872825505,      -6.523126525,     0.01233727787,     0.02502655856,                 0,                 0,                 0,     0.01298219233,     0.01233727787,     0.02502655856,                 0,       2.028531643
          0,           0,          26,      -3.703994746,      -1.576977386,      -1.166380874,       1.778499198,      -6.421023575,     0.01101008018,     0.02464086265,                 0,                 0,                 0,     0.01273810059,     0.01101008018,     0.02464086265,                 0,       2.238027539
          0,           0,          27,      -3.748549404,      -1.574991664,      -1.223015508,        1.73534514,      -6.317511856,    0.009804229144,     0.02439723301,                 0,                 0,                 0,      0.0125319693,    0.009804229144,     0.02439723301,                 0,       2.488439698
          0,           0,          28,      -3.790447714,      -1.592802804,      -1.269879594,       1.693133933,      -6.220726049,    0.008743322639,     0.02415641713,                 0,                 0,                 0,     0.01235561719,    0.008743322639,     0.02415641713,                 0,       2.762841785
          0,           0,          29,      -3.962273159,      -1.684335647,       -1.43893285,       1.519188841,      -6.142508711,    0.007829100398,     0.02376868498,                 0,                 0,                 0,      0.0121584674,    0.007829100398,     0.02376868498,                 0,       3.035940756
