 "x","y","mut"
 7.500003741E-01, 5.748552876E-02, 6.239506802E+01
 7.500003741E-01, 5.763803211E-02, 6.062624832E+01
 7.500003741E-01, 5.779364240E-02, 5.874791086E+01
 7.500003741E-01, 5.795242291E-02, 5.675645719E+01
 7.500003741E-01, 5.811443824E-02, 5.464836720E+01
 7.500003741E-01, 5.827975429E-02, 5.242023874E+01
 7.500003741E-01, 5.844843831E-02, 5.006883490E+01
 7.500003741E-01, 5.862055890E-02, 4.759113966E+01
 7.500003741E-01, 5.879618610E-02, 4.498442247E+01
 7.500003741E-01, 5.897539132E-02, 4.224631035E+01
 7.500003741E-01, 5.915824748E-02, 3.937486244E+01
 7.500003741E-01, 5.934482894E-02, 3.636863248E+01
 7.500003741E-01, 5.953521161E-02, 3.322668399E+01
 7.500003741E-01, 5.972947294E-02, 2.994847607E+01
 7.500003741E-01, 5.992769193E-02, 2.653343609E+01
 7.500003741E-01, 6.012994922E-02, 2.297983115E+01
 7.500003741E-01, 6.033632708E-02, 1.928227014E+01
 7.500003741E-01, 6.054690946E-02, 1.542777029E+01
 7.500003741E-01, 6.076178201E-02, 1.139956221E+01
 7.500003741E-01, 6.098103215E-02, 7.268679780E+00
 7.500003741E-01, 6.120474906E-02, 3.511747271E+00
 7.500003741E-01, 6.143302374E-02, 1.233647746E+00
 7.500003741E-01, 6.166594904E-02, 4.554973207E-01
 7.500003741E-01, 6.190361971E-02, 2.577075833E-01
 7.500003741E-01, 6.214613243E-02, 2.068365194E-01
 7.500003741E-01, 6.239358584E-02, 1.931990330E-01
 7.500003741E-01, 6.264608061E-02, 1.897511638E-01
 7.500003741E-01, 6.290371944E-02, 1.891774814E-01
 7.500003741E-01, 6.316660713E-02, 1.894104360E-01
 7.500003741E-01, 6.343485061E-02, 1.898590626E-01
 7.500003741E-01, 6.370855900E-02, 1.903550410E-01
 7.500003741E-01, 6.398784364E-02, 1.908512564E-01
 7.500003741E-01, 6.427281813E-02, 1.913351103E-01
 7.500003741E-01, 6.456359839E-02, 1.918036552E-01
 7.500003741E-01, 6.486030271E-02, 1.922565689E-01
 7.500003741E-01, 6.516305176E-02, 1.926942094E-01
 7.500003741E-01, 6.547196870E-02, 1.931170923E-01
 7.500003741E-01, 6.578717920E-02, 1.935257560E-01
 7.500003741E-01, 6.610881146E-02, 1.939207279E-01
 7.500003741E-01, 6.643699632E-02, 1.943025178E-01
 7.500003741E-01, 6.677186728E-02, 1.946716166E-01
 7.500003741E-01, 6.711356055E-02, 1.950284966E-01
 7.500003741E-01, 6.746221512E-02, 1.953736124E-01
 7.500003741E-01, 6.781797282E-02, 1.957074019E-01
 7.500003741E-01, 6.818097835E-02, 1.960302864E-01
 7.500003741E-01, 6.855137938E-02, 1.963426721E-01
 7.500003741E-01, 6.892932657E-02, 1.966449500E-01
 7.500003741E-01, 6.931497367E-02, 1.969374970E-01
 7.500003741E-01, 6.970847753E-02, 1.972206765E-01
 7.500003741E-01, 7.010999824E-02, 1.974948388E-01
 7.500003741E-01, 7.051969912E-02, 1.977603214E-01
 7.500003741E-01, 7.093774681E-02, 1.980174503E-01
 7.500003741E-01, 7.136431138E-02, 1.982665395E-01
 7.500003741E-01, 7.179956633E-02, 1.985078924E-01
 7.500003741E-01, 7.224368871E-02, 1.987418014E-01
 7.500003741E-01, 7.269685919E-02, 1.989685488E-01
 7.500003741E-01, 7.315926209E-02, 1.991884073E-01
 7.500003741E-01, 7.363108550E-02, 1.994016399E-01
 7.500003741E-01, 7.411252136E-02, 1.996085005E-01
 7.500003741E-01, 7.460376550E-02, 1.998092343E-01
 7.500003741E-01, 7.510501774E-02, 2.000040781E-01
 7.500003741E-01, 7.561648197E-02, 2.001932604E-01
 7.500003741E-01, 7.613836625E-02, 2.003770019E-01
 7.500003741E-01, 7.667088286E-02, 2.005555158E-01
 7.500003741E-01, 7.721424841E-02, 2.007290079E-01
 7.500003741E-01, 7.776868394E-02, 2.008976769E-01
 7.500003741E-01, 7.833441496E-02, 2.010617146E-01
 7.500003741E-01, 7.891167160E-02, 2.012213063E-01
 7.500003741E-01, 7.950068867E-02, 2.013766305E-01
 7.500003741E-01, 8.010170578E-02, 2.015278599E-01
 7.500003741E-01, 8.071496738E-02, 2.016751606E-01
 7.500003741E-01, 8.134072295E-02, 2.018186932E-01
 7.500003741E-01, 8.197922701E-02, 2.019586122E-01
 7.500003741E-01, 8.263073930E-02, 2.020950667E-01
 7.500003741E-01, 8.329552484E-02, 2.022282001E-01
 7.500003741E-01, 8.397385403E-02, 2.023581506E-01
 7.500003741E-01, 8.466600280E-02, 2.024850514E-01
 7.500003741E-01, 8.537225269E-02, 2.026090304E-01
 7.500003741E-01, 8.609289100E-02, 2.027302106E-01
 7.500003741E-01, 8.682821085E-02, 2.028487100E-01
 7.500003741E-01, 8.757851136E-02, 2.029646427E-01
 7.500003741E-01, 8.834409771E-02, 2.030781181E-01
 7.500003741E-01, 8.912528134E-02, 2.031892411E-01
 7.500003741E-01, 8.992238000E-02, 2.032981123E-01
 7.500003741E-01, 9.073571793E-02, 2.034048282E-01
 7.500003741E-01, 9.156562597E-02, 2.035094815E-01
 7.500003741E-01, 9.241244170E-02, 2.036121608E-01
 7.500003741E-01, 9.327650959E-02, 2.037129509E-01
 7.500003741E-01, 9.415818112E-02, 2.038119333E-01
 7.500003741E-01, 9.505781491E-02, 2.039091855E-01
 7.500003741E-01, 9.597577692E-02, 2.040047819E-01
 7.500003741E-01, 9.691244055E-02, 2.040987935E-01
 7.500003741E-01, 9.786818680E-02, 2.041912880E-01
 7.500003741E-01, 9.884340444E-02, 2.042823299E-01
 7.500003741E-01, 9.983849017E-02, 2.043719808E-01
 7.500003741E-01, 1.008538488E-01, 2.044602995E-01
