"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
192, 2.780639759250000e-16, 0.000000000000000e+00, 7.901187683865871e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718464231296562e+05, 0.000000000000000e+00, 1.882845912045761e+10, 6.873856925186247e+04, 3.030668643038238e+02, 0.000000000000000e+00, 3.420969023394758e-02, 1.860391883899985e-05, 2.869003940015576e-02, 0.000000000000000e+00, -1.149586938750037e+02, 3.549498575651084e-01, 0.000000000000000e+00
193, 1.606264993380000e-03, 0.000000000000000e+00, 7.908264114374804e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718066804006952e+05, 0.000000000000000e+00, 1.879572154146928e+10, 6.872267216027806e+04, 3.027256484213748e+02, 0.000000000000000e+00, 2.594217591650127e-02, 1.858784883747084e-05, 1.339928465521715e-02, 0.000000000000000e+00, -1.788985748314222e+01, 2.428912882626313e-01, 0.000000000000000e+00
194, 3.237759250030000e-03, 0.000000000000000e+00, 7.913070849130476e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718210496826140e+05, 0.000000000000000e+00, 1.877680667491924e+10, 6.872841987304561e+04, 3.025670635121365e+02, 0.000000000000000e+00, 2.893135776438741e-02, 1.858037706805270e-05, 9.735787294680217e-03, 0.000000000000000e+00, -9.450801741426561e+00, 2.071873441252240e-01, 0.000000000000000e+00
195, 4.894823056840000e-03, 0.000000000000000e+00, 7.915698321229003e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718231351436877e+05, 0.000000000000000e+00, 1.876598332762140e+10, 6.872925405747506e+04, 3.024703030370178e+02, 0.000000000000000e+00, 2.936518754244674e-02, 1.857581723433909e-05, 8.097331947088683e-03, 0.000000000000000e+00, -6.539388108624464e+00, 1.890285227867625e-01, 0.000000000000000e+00
196, 6.577799401510000e-03, 0.000000000000000e+00, 7.917446873920259e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718234054310793e+05, 0.000000000000000e+00, 1.875868898423166e+10, 6.872936217243169e+04, 3.024039787584671e+02, 0.000000000000000e+00, 2.942141430236245e-02, 1.857269129412935e-05, 7.160238962639639e-03, 0.000000000000000e+00, -5.114215333843819e+00, 1.778038571885034e-01, 0.000000000000000e+00
197, 8.287033925960001e-03, 0.000000000000000e+00, 7.918813296173203e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718241935137332e+05, 0.000000000000000e+00, 1.875303846577872e+10, 6.872967740549326e+04, 3.023531845296096e+02, 0.000000000000000e+00, 2.958535585330757e-02, 1.857029707701655e-05, 6.555669259286937e-03, 0.000000000000000e+00, -4.287661824037759e+00, 1.701685894242781e-01, 0.000000000000000e+00
198, 1.002287487650000e-02, 0.000000000000000e+00, 7.919890305645162e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718236995611175e+05, 0.000000000000000e+00, 1.874849252709000e+10, 6.872947982444699e+04, 3.023111990731431e+02, 0.000000000000000e+00, 2.948260094872238e-02, 1.856831791866439e-05, 6.137379059446289e-03, 0.000000000000000e+00, -3.758466457995659e+00, 1.646789823469866e-01, 0.000000000000000e+00
199, 1.178567305130000e-02, 0.000000000000000e+00, 7.920796532770468e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718238741524082e+05, 0.000000000000000e+00, 1.874471770215775e+10, 6.872954966096325e+04, 3.022769184586468e+02, 0.000000000000000e+00, 2.951892044748480e-02, 1.856670186051110e-05, 5.834519692410267e-03, 0.000000000000000e+00, -3.397066778806625e+00, 1.605875606210969e-01, 0.000000000000000e+00
200, 1.357578174370000e-02, 0.000000000000000e+00, 7.921542103464765e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718244006211557e+05, 0.000000000000000e+00, 1.874164478392175e+10, 6.872976024846225e+04, 3.022493944300995e+02, 0.000000000000000e+00, 2.962843954748886e-02, 1.856540425690755e-05, 5.608921770258376e-03, 0.000000000000000e+00, -3.139694141139782e+00, 1.574707259280342e-01, 0.000000000000000e+00
201, 1.539355668390000e-02, 0.000000000000000e+00, 7.922135821638570e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.718245047697129e+05, 0.000000000000000e+00, 1.873917182906253e+10, 6.872980190788516e+04, 3.022269257792267e+02, 0.000000000000000e+00, 2.965010513792698e-02, 1.856434494328215e-05, 5.435700047943537e-03, 0.000000000000000e+00, -2.948964552443363e+00, 1.550347079058239e-01, 0.000000000000000e+00
