"x","y","m","v"
0.75, 0.110975361913, 3.67975593885748e-06, 81.36403490923443
0.75, 0.112217611676, 3.682262484853644e-06, 81.24517391316408
0.75, 0.113485169764, 3.68475971519688e-06, 81.12562394525547
0.75, 0.114778551782, 3.687247925967764e-06, 81.00540806886137
0.75, 0.116098283841, 3.689727374202103e-06, 80.8845500920371
0.75, 0.117444902769, 3.692198279126218e-06, 80.76307456158159
0.75, 0.118818956332, 3.694660823447333e-06, 80.64100675532679
0.75, 0.120221003455, 3.697115154662554e-06, 80.5183726736784
0.75, 0.121651614451, 3.699561386329329e-06, 80.39519902962631
0.75, 0.12311137125, 3.701999599291266e-06, 80.27151323782503
0.75, 0.12460086764, 3.704429842942254e-06, 80.14734340201424
0.75, 0.126120709504, 3.706852136358978e-06, 80.02271830165078
0.75, 0.127671515071, 3.709266469308468e-06, 79.89766737695761
0.75, 0.129253915162, 3.711672803263845e-06, 79.77222071310378
0.75, 0.130868553453, 3.714071072476107e-06, 79.64640902253197
0.75, 0.132516086732, 3.716461185131189e-06, 79.52026362658978
0.75, 0.134197185167, 3.718843024459576e-06, 79.39381643555944
0.75, 0.135912532581, 3.721216449970557e-06, 79.26709992723922
0.75, 0.137662826728, 3.723581298701199e-06, 79.14014712468894
0.75, 0.139448779576, 3.725937386220039e-06, 79.01299157254843
0.75, 0.1412711176, 3.728284507740121e-06, 78.88566731186354
0.75, 0.143130582073, 3.730622438908673e-06, 78.75820885406202
0.75, 0.145027929373, 3.732950936835041e-06, 78.63065115314137
0.75, 0.146963931284, 3.735269741101727e-06, 78.50302957729556
0.75, 0.148939375318, 3.73757857489527e-06, 78.37537987874751
0.75, 0.150955065026, 3.739877146162554e-06, 78.24773816328111
0.75, 0.153011820334, 3.742165148795514e-06, 78.12014085776208
0.75, 0.15511047787, 3.744442263785178e-06, 77.99262467719667
0.75, 0.157251891308, 3.746708159492516e-06, 77.86522659035012
0.75, 0.159436931711, 3.748962494269396e-06, 77.73798378448981
0.75, 0.161666487892, 3.751204915755221e-06, 77.61093362896627
0.75, 0.163941466769, 3.753435060618122e-06, 77.48411363844941
0.75, 0.166262793738, 3.755652556867249e-06, 77.35756143500944
0.75, 0.168631413048, 3.757857028965331e-06, 77.23131470940532
0.75, 0.171048288184, 3.760048094200655e-06, 77.10541118174868
0.75, 0.173514402261, 3.762225363658974e-06, 76.97988856095044
0.75, 0.176030758424, 3.764388444364287e-06, 76.85478450405604
0.75, 0.178598380252, 3.766536939792045e-06, 76.73013657524758
0.75, 0.181218312181, 3.768670450978665e-06, 76.60598220402674
0.75, 0.183891619922, 3.770788577624146e-06, 76.48235864341595
0.75, 0.1866193909, 3.772890919053713e-06, 76.35930292737235
0.75, 0.189402734694, 3.774977075008596e-06, 76.236851828101
0.75, 0.192242783487, 3.777046646410064e-06, 76.11504181337698
0.75, 0.195140692528, 3.779099236283929e-06, 75.99390900384519
0.75, 0.198097640604, 3.781134450708609e-06, 75.8734891303816
0.75, 0.201114830515, 3.783151899658245e-06, 75.7538174917544
0.75, 0.204193489567, 3.785151197715132e-06, 75.6349289120923
0.75, 0.207334870069, 3.787131964728419e-06, 75.51685769886427
0.75, 0.210540249843, 3.789093826631372e-06, 75.39963760133845
0.75, 0.213810932747, 3.791036416366087e-06, 75.283301769608
0.75, 0.217148249198, 3.792959374774306e-06, 75.1678827144693
0.75, 0.22055355672, 3.794862351365015e-06, 75.05341226756185
0.75, 0.224028240495, 3.79674500412377e-06, 74.93992154239969
0.75, 0.227573713923, 3.798607001611877e-06, 74.8274408966486
0.75, 0.2311914192, 3.800448022205678e-06, 74.71599989517456
0.75, 0.234882827903, 3.802267755368071e-06, 74.60562727439286
0.75, 0.238649441592, 3.804065902170709e-06, 74.49635090762328
0.75, 0.242492792415, 3.805842175815238e-06, 74.38819777187706
0.75, 0.246414443736, 3.807596302075386e-06, 74.28119391580387
0.75, 0.25041599077, 3.809328020020968e-06, 74.17536442914806
0.75, 0.254499061231, 3.811037082260428e-06, 74.07073341554143
0.75, 0.258665315992, 3.812723255640919e-06, 73.96732396287345
0.75, 0.262916449767, 3.814386321310761e-06, 73.86515811940853
0.75, 0.267254191793, 3.816026075121641e-06, 73.7642568698836
0.75, 0.271680306538, 3.817642328043219e-06, 73.66464011371939
0.75, 0.276196594418, 3.819234906556282e-06, 73.56632664523214
0.75, 0.280804892528, 3.820803652790178e-06, 73.46933413582617
0.75, 0.28550707539, 3.822348424638824e-06, 73.37367911814923
0.75, 0.290305055716, 3.823869096054402e-06, 73.27937697246652
0.75, 0.295200785186, 3.825365557313072e-06, 73.18644191518106
0.75, 0.300196255241, 3.826837714928852e-06, 73.09488698950926
0.75, 0.305293497893, 3.828285491886544e-06, 73.00472405822423
0.75, 0.310494586554, 3.829708827504305e-06, 72.91596379872016
0.75, 0.315801636876, 3.831107677585804e-06, 72.82861570040487
0.75, 0.321216807612, 3.832482014453903e-06, 72.74268806422386
0.75, 0.326742301499, 3.83383182676694e-06, 72.65818800438927
0.75, 0.332380366147, 3.835157119452766e-06, 72.57512145246912
0.75, 0.338133294957, 3.836457913354845e-06, 72.49349316354713
0.75, 0.344003428055, 3.837734245549514e-06, 72.41330672468308
0.75, 0.349993153241, 3.838986168848236e-06, 72.33456456549305
0.75, 0.356104906962, 3.840213751640376e-06, 72.25726797080704
0.75, 0.362341175302, 3.841417077680093e-06, 72.18141709544498
0.75, 0.368704494995, 3.842596245794602e-06, 72.10701098097454
0.75, 0.375197454456, 3.843751369165759e-06, 72.03404757443622
0.75, 0.381822694831, 3.844882575673053e-06, 71.96252374899981
0.75, 0.388582911078, 3.845990007103451e-06, 71.8924353262944
0.75, 0.395480853057, 3.847073819037531e-06, 71.82377710060346
0.75, 0.402519326651, 3.84813418024335e-06, 71.75654286463423
0.75, 0.409701194907, 3.849171272288514e-06, 71.69072543684395
0.75, 0.417029379202, 3.850185289182761e-06, 71.62631669019585
0.75, 0.424506860429, 3.851176436786889e-06, 71.563307582301
0.75, 0.43213668021, 3.852144932280922e-06, 71.50168818676966
0.75, 0.439921942137, 3.853091003847453e-06, 71.44144772569341
0.75, 0.447865813028, 3.854014890222552e-06, 71.38257460319937
0.75, 0.455971524219, 3.854916840026129e-06, 71.32505643983208
0.75, 0.464242372881, 3.855797111225846e-06, 71.26888010774606
0.75, 0.472681723354, 3.856655970746411e-06, 71.21403176664344
0.75, 0.481293008523, 3.857493693864735e-06, 71.16049690018751
0.75, 0.490079731208, 3.858310563574255e-06, 71.10826035289698
0.75, 0.499045465595, 3.859106870143014e-06, 71.0573063673052
0.75, 0.508193858685, 3.859882910630124e-06, 71.00761862141813
0.75, 0.517528631779, 3.860638988233042e-06, 70.95918026624427
0.75, 0.527053581994, 3.861375411736625e-06, 70.91197396327381
0.75, 0.536772583802, 3.862092495098157e-06, 70.8659819218232
0.75, 0.546689590614, 3.862790556870992e-06, 70.82118593620763
0.75, 0.55680863638, 3.863469919606938e-06, 70.77756742264893
0.75, 0.567133837235, 3.86413090941149e-06, 70.73510745565738
0.75, 0.577669393173, 3.864773855440204e-06, 70.69378680387769
0.75, 0.588419589753, 3.865399089352918e-06, 70.65358596541691
0.75, 0.599388799843, 3.866006945001282e-06, 70.61448520253533
0.75, 0.610581485401, 3.866597757804796e-06, 70.57646457558478
0.75, 0.622002199287, 3.867171864197723e-06, 70.53950397599284
0.75, 0.633655587118, 3.867729601240963e-06, 70.50358315839811
0.75, 0.645546389155, 3.86827130633177e-06, 70.46868177197625
0.75, 0.657679442231, 3.868797316875997e-06, 70.43477939073276
0.75, 0.670059681722, 3.869307970271158e-06, 70.40185554270575
0.75, 0.682692143551, 3.86980360108421e-06, 70.36988973806777
0.75, 0.695581966238, 3.870284544163501e-06, 70.3388614961281
0.75, 0.70873439299, 3.870751132410617e-06, 70.3087503712785
0.75, 0.722154773833, 3.871203696534033e-06, 70.27953597779006
0.75, 0.73584856779, 3.871642564224509e-06, 70.25119801334503
0.75, 0.7498213451, 3.872068061207348e-06, 70.22371628135383
0.75, 0.764078789485, 3.872480511925184e-06, 70.1970707121479
0.75, 0.778626700461, 3.872880236776543e-06, 70.17124138300193
0.75, 0.793470995696, 3.87326755179974e-06, 70.1462085369499
0.75, 0.808617713422, 3.873642769559177e-06, 70.12195260040382
0.75, 0.824073014883, 3.874006199221772e-06, 70.09845419956544
0.75, 0.83984318685, 3.874358145931587e-06, 70.07569417570731
0.75, 0.855934644172, 3.874698910404613e-06, 70.0536535993362
0.75, 0.872353932389, 3.875028788999406e-06, 70.03231378328584
0.75, 0.889107730392, 3.875348073806656e-06, 70.01165629467187
0.75, 0.906202853141, 3.875657052275383e-06, 69.9916629657454
0.75, 0.923646254438, 3.875956006931799e-06, 69.97231590371004
0.75, 0.941445029753, 3.876245215496617e-06, 69.9535974995049
0.75, 0.959606419113, 3.876524950825808e-06, 69.9354904357274
0.75, 0.978137810047, 3.876795480612383e-06, 69.91797769385256
0.75, 0.997046740587, 3.877057067250087e-06, 69.90104256063356
0.75, 1.01634090234, 3.877309968112506e-06, 69.88466863332535
0.75, 1.03602814361, 3.877554435625414e-06, 69.86883982342047
0.75, 1.0561164726, 3.877790716843656e-06, 69.85354035955088
0.75, 1.07661406066, 3.878019053281521e-06, 69.83875479087533
0.75, 1.09752924562, 3.878239681335506e-06, 69.82446799057203
0.75, 1.11887053517, 3.878452832291673e-06, 69.81066515635746
0.75, 1.14064661032, 3.878658732072644e-06, 69.79733181138498
0.75, 1.16286632896, 3.878857601191389e-06, 69.78445380459672
0.75, 1.18553872942, 3.879049654925459e-06, 69.77201731044663
0.75, 1.20867303418, 3.879235103535436e-06, 69.76000882811782
0.75, 1.23227865361, 3.879414152062646e-06, 69.74841518025681
0.75, 1.25636518978, 3.879587000267157e-06, 69.73722351126054
0.75, 1.28094244041, 3.879753842854923e-06, 69.72642128513384
0.75, 1.30602040281, 3.879914869363051e-06, 69.71599628297848
0.75, 1.33160927797, 3.880070264769473e-06, 69.70593660012236
0.75, 1.3577194747, 3.880220209059501e-06, 69.69623064295746
0.75, 1.38436161387, 3.880364876820182e-06, 69.68686712545072
0.75, 1.41154653274, 3.880504438065027e-06, 69.67783506539348
0.75, 1.43928528935, 3.880639058227504e-06, 69.669123780432
0.75, 1.46758916701, 3.880768898131443e-06, 69.66072288389029
0.75, 1.49646967893, 3.88089411395057e-06, 69.65262228037786
0.75, 1.52593857287, 3.881014857332454e-06, 69.64481216126488
0.75, 1.55600783591, 3.881131275464427e-06, 69.63728300000837
0.75, 1.58668969937, 3.88124351117614e-06, 69.6300255473385
0.75, 1.61799664373, 3.881351703168483e-06, 69.6230308263763
0.75, 1.64994140376, 3.881455985864482e-06, 69.61629012764362
0.75, 1.68253697366, 3.881556489608943e-06, 69.60979500402976
0.75, 1.71579661237, 3.881653340786882e-06, 69.60353726570723
0.75, 1.74973384894, 3.881746661759409e-06, 69.59750897501293
0.75, 1.78436248806, 3.881836571040043e-06, 69.59170244131721
0.75, 1.81969661566, 3.881923183352223e-06, 69.58611021589596
0.75, 1.85575060464, 3.882006609721136e-06, 69.5807250868294
0.75, 1.89253912072, 3.882086958113882e-06, 69.57554007390407
0.75, 1.9300771284, 3.882164332306432e-06, 69.57054842356347
0.75, 1.96837989705, 3.882238832865858e-06, 69.56574360392764
0.75, 2.00746300715, 3.882310557017569e-06, 69.56111929985092
0.75, 2.04734235656, 3.882379598749259e-06, 69.55666940806525
0.75, 2.08803416705, 3.88244604873147e-06, 69.55238803241787
0.75, 2.12955499087, 3.882509994625174e-06, 69.54826947920704
0.75, 2.17192171749, 3.882571521167595e-06, 69.54430825259014
0.75, 2.21515158047, 3.882630709354157e-06, 69.54049905014114
0.75, 2.25926216447, 3.882687637774614e-06, 69.53683675852825
0.75, 2.3042714124, 3.882742382556954e-06, 69.53331644932918
0.75, 2.35019763271, 3.882795017675178e-06, 69.52993337498454
0.75, 2.39705950686, 3.882845613982598e-06, 69.52668296491237
0.75, 2.44487609691, 3.882894233599695e-06, 69.52356082178834
0.75, 2.49366685327, 3.882940948533537e-06, 69.52056271803927
0.75, 2.5434516226, 3.882985821596556e-06, 69.51768459248753
0.75, 2.5942506559, 3.883028906251951e-06, 69.51492254724464
0.75, 2.64608461676, 3.883070264087636e-06, 69.5122728447815
0.75, 2.69897458972, 3.883109952998757e-06, 69.50973190529342
0.75, 2.7529420889, 3.883148019250837e-06, 69.50729630428492
0.75, 2.80800906672, 3.883184516880401e-06, 69.50496277048443
0.75, 2.86419792283, 3.883219491805109e-06, 69.50272818400464
0.75, 2.92153151322, 3.883252993992601e-06, 69.50058957492095
0.75, 2.98003315955, 3.883285064885463e-06, 69.49854412208275
0.75, 3.0397266586, 3.883315745498475e-06, 69.49658915246953
0.75, 3.10063629194, 3.88334507511655e-06, 69.49472214089715
0.75, 3.16278683586, 3.883373090821716e-06, 69.49294071025976
0.75, 3.22620357141, 3.883399827191872e-06, 69.49124263226972
0.75, 3.29091229466, 3.883425316609652e-06, 69.48962582883868
0.75, 3.35693932727, 3.883449589218137e-06, 69.48808837413074
0.75, 3.42431152711, 3.883472672921458e-06, 69.4866284973699
0.75, 3.49305629925, 3.883494593130563e-06, 69.48524458650816
0.75, 3.56320160707, 3.8835153728568e-06, 69.48393519289446
0.75, 3.63477598366, 3.883535032608299e-06, 69.48269903704424
0.75, 3.70780854339, 3.88355359035987e-06, 69.48153501568643
0.75, 3.78232899381, 3.883571061362735e-06, 69.48044221031658
0.75, 3.85836764767, 3.883587458015159e-06, 69.47941989741726
0.75, 3.9359554353, 3.883602789647526e-06, 69.47846756067453
0.75, 4.01512391717, 3.883617062402208e-06, 69.47758490550562
0.75, 4.09590529672, 3.883630279067161e-06, 69.47677187625591
0.75, 4.17833243348, 3.883642438687117e-06, 69.47602867658686
0.75, 4.26243885643, 3.883653536168641e-06, 69.47535579356112
0.75, 4.34825877762, 3.883663561935146e-06, 69.47475402603567
0.75, 4.43582710612, 3.883672500845955e-06, 69.47422451724519
0.75, 4.52517946218, 3.883680330800033e-06, 69.47376879179306
0.75, 4.61635219177, 3.883687012135251e-06, 69.47338878118815
0.75, 4.70938238131, 3.883692480083985e-06, 69.47308683743056
0.75, 4.80430787279, 3.883696611340018e-06, 69.47286541019923
0.75, 4.90116727915, 3.88371026893516e-06, 69.47272634408205
0.75, 5.0, 3.883766155930711e-06, 69.47266547522642
