"x","y","m","v"
0.75, 0.0500798564254, 2.912283873017932e-05, 40.66175594395596
0.75, 0.0500815576857, 3.10496601377039e-05, 41.073300615558914
0.75, 0.0500832921212, 3.307083702360959e-05, 41.4764638454587
0.75, 0.0500850604376, 3.518802033313894e-05, 41.871312848205875
0.75, 0.0500868633541, 3.74026483777071e-05, 42.25794208834646
0.75, 0.0500887016041, 3.971593536038579e-05, 42.63647074832146
0.75, 0.0500905759353, 4.21288612280368e-05, 43.00704002760664
0.75, 0.0500924871102, 4.464216427350961e-05, 43.369810539206256
0.75, 0.0500944359062, 4.725633566327332e-05, 43.724959679232455
0.75, 0.050096423116, 4.997161692484432e-05, 44.07267914347745
0.75, 0.0500984495479, 5.278799998000732e-05, 44.41317253691625
0.75, 0.0501005160263, 5.570523018037017e-05, 44.746653149383384
0.75, 0.0501026233917, 5.872281135222424e-05, 45.07334179796553
0.75, 0.0501047725012, 6.184001418539062e-05, 45.39346491337914
0.75, 0.0501069642293, 6.505588762079205e-05, 45.70725282632101
0.75, 0.0501091994672, 6.83692704154245e-05, 46.01493800322319
0.75, 0.0501114791244, 7.177880824054523e-05, 46.31675377750892
0.75, 0.050113804128, 7.528296930538977e-05, 46.61293291568904
0.75, 0.0501161754238, 7.88800642801762e-05, 46.903706584438915
0.75, 0.0501185939765, 8.256826620249345e-05, 47.18930333839281
0.75, 0.0501210607698, 8.634563120958165e-05, 47.46994823865834
0.75, 0.050123576807, 9.021012068320015e-05, 47.74586215881829
0.75, 0.0501261431118, 9.415962402243311e-05, 48.01726122296278
0.75, 0.0501287607279, 9.81919795519047e-05, 48.284356221626425
0.75, 0.0501314307201, 0.0001023049974014784, 48.5473522865305
0.75, 0.0501341541746, 0.0001064964805229664, 48.80644856282524
0.75, 0.0501369321991, 0.0001107642445016469, 49.061837943460425
0.75, 0.0501397659237, 0.000115106137466268, 49.31370694777665
0.75, 0.0501426565009, 0.0001195200572787097, 49.56223557596687
0.75, 0.0501456051068, 0.000124003969061555, 49.80759732155852
0.75, 0.0501486129405, 0.000128555918351875, 50.0499590749366
0.75, 0.0501516812258, 0.0001331740460443271, 50.28948125845889
0.75, 0.0501548112105, 0.0001378565979250496, 50.526317798005095
0.75, 0.050158004168, 0.000142601935895613, 50.76061630479788
0.75, 0.050161261397, 0.0001474085445633268, 50.992518132206165
0.75, 0.0501645842224, 0.0001522750379032086, 51.22215854330223
0.75, 0.050167973996, 0.000157200163936896, 51.449666875228964
0.75, 0.0501714320965, 0.0001621828068109885, 51.67516666846309
0.75, 0.0501749599307, 0.0001672219891391611, 51.898775885622435
0.75, 0.0501785589335, 0.0001723168712323296, 52.120607056663175
0.75, 0.0501822305688, 0.0001774667503801595, 52.34076748703675
0.75, 0.0501859763304, 0.0001826710589818322, 52.559359464604
0.75, 0.0501897977417, 0.0001879293600143006, 52.77648039715991
0.75, 0.0501936963572, 0.0001932413441472951, 52.992223055247855
0.75, 0.0501976737628, 0.0001986068244302195, 53.20667574131438
0.75, 0.0502017315764, 0.0002040257307832888, 53.419922474249404
0.75, 0.0502058714485, 0.0002094981039837914, 53.63204317037377
0.75, 0.0502100950632, 0.0002150240897744705, 53.84311383996299
0.75, 0.0502144041385, 0.0002206039317397308, 54.053206742636995
0.75, 0.0502188004272, 0.0002262379647642715, 54.2623905681961
0.75, 0.0502232857175, 0.0002319266079628555, 54.470730596451396
0.75, 0.0502278618341, 0.0002376703581809997, 54.67828887411204
0.75, 0.0502325306382, 0.0002434697821093448, 54.885124335035904
0.75, 0.0502372940291, 0.0002493255104665013, 55.091292987041435
0.75, 0.0502421539443, 0.0002552382304029103, 55.296848024650274
0.75, 0.0502471123607, 0.0002612086794141152, 55.501839984247304
0.75, 0.0502521712953, 0.000267237638800781, 55.706316870552264
0.75, 0.0502573328059, 0.0002733259273330775, 55.91032427737811
0.75, 0.050262598992, 0.0002794743953716805, 56.11390551040433
0.75, 0.0502679719958, 0.0002856839193284088, 56.31710170718459
0.75, 0.0502734540029, 0.0002919553960139146, 56.51995193946241
0.75, 0.0502790472431, 0.0002982897373543719, 56.722493313996495
0.75, 0.0502847539916, 0.0003046878658055144, 56.92476108200857
0.75, 0.0502905765699, 0.0003111507096606526, 57.12678873141548
0.75, 0.0502965173463, 0.0003176791981644738, 57.32860806032605
0.75, 0.0503025787374, 0.0003242742579737798, 57.530249279977106
0.75, 0.0503087632087, 0.0003309368088459431, 57.73174108128903
0.75, 0.050315073276, 0.0003376677604205353, 57.93311072322718
0.75, 0.050321511506, 0.0003444680083443299, 58.13438409005129
0.75, 0.0503280805175, 0.0003513384312463415, 58.335585763693416
0.75, 0.0503347829828, 0.00035827988809568, 58.53673909690286
0.75, 0.050341621628, 0.0003652932145938159, 58.737866248889304
0.75, 0.050348599235, 0.0003723792214963019, 58.93898826792957
0.75, 0.0503557186422, 0.000379538691732893, 59.14012513050161
0.75, 0.0503629827453, 0.0003867723777943592, 59.34129578070181
0.75, 0.0503703944994, 0.0003940810005446972, 59.542518201884114
0.75, 0.0503779569192, 0.0004014652462530544, 59.743809431679054
0.75, 0.050385673081, 0.0004089257655232176, 59.94518562307321
0.75, 0.0503935461234, 0.0004164631710374422, 60.14666206675878
0.75, 0.050401579249, 0.000424078036362703, 60.34825323668734
0.75, 0.0504097757254, 0.0004317708941571085, 60.54997281413042
0.75, 0.0504181388867, 0.0004395422349241954, 60.75183372147323
0.75, 0.0504266721348, 0.0004473925056350323, 60.953848147887115
0.75, 0.0504353789408, 0.0004553221084951394, 61.15602757455019
0.75, 0.0504442628464, 0.000463331399754956, 61.35838279708811
0.75, 0.0504533274652, 0.0004714206884686547, 61.56092394314248
0.75, 0.0504625764845, 0.0004795902357291352, 61.76366049852924
0.75, 0.0504720136666, 0.0004878402534736419, 61.96660131945906
0.75, 0.0504816428501, 0.0004961709033171901, 62.16975464281129
0.75, 0.050491467952, 0.000504582296090946, 62.37312811101485
0.75, 0.0505014929689, 0.0005130744905993615, 62.57672877531149
0.75, 0.0505117219786, 0.000521647492733042, 62.78056310562802
0.75, 0.050522159142, 0.0005303012548268888, 62.984637004185586
0.75, 0.0505328087046, 0.0005390356746716553, 63.1889558089322
0.75, 0.0505436749984, 0.0005478505948467756, 63.39352430284963
0.75, 0.0505547624435, 0.0005567458017899807, 63.59834671549342
0.75, 0.0505660755498, 0.0005657210249370459, 63.803426724839795
0.75, 0.0505776189193, 0.0005747759363128991, 64.00876746803122
0.75, 0.0505893972475, 0.000583910149381288, 64.21437153393173
0.75, 0.0506014153254, 0.0005931232183513492, 64.420240965099
0.75, 0.0506136780417, 0.0006024146376022437, 64.62637726125178
0.75, 0.0506261903845, 0.0006117838406937482, 64.83278137255623
0.75, 0.0506389574433, 0.0006212301995817485, 65.03945369668871
0.75, 0.0506519844116, 0.0006307530242395206, 65.24639408388926
0.75, 0.0506652765883, 0.0006403515613578131, 65.45360182116826
0.75, 0.0506788393802, 0.0006500249938287291, 65.66107563299947
0.75, 0.0506926783044, 0.0006597724401080754, 65.86881367862163
0.75, 0.0507067989901, 0.0006695929531186459, 66.07681353895228
0.75, 0.0507212071811, 0.0006794855196206758, 66.28507221301385
0.75, 0.0507359087383, 0.000689449059537426, 66.49358611280216
0.75, 0.050750909642, 0.000699482425106364, 66.70235105402192
0.75, 0.0507662159939, 0.000709584399805571, 66.91136224182199
0.75, 0.0507818340204, 0.0007197536981105511, 67.12061427330667
0.75, 0.0507977700742, 0.0007299889640936883, 67.33010111578218
0.75, 0.0508140306379, 0.0007402887712984488, 67.53981611085479
0.75, 0.0508306223257, 0.0007506516213545471, 67.74975195247376
0.75, 0.0508475518866, 0.0007610759435289336, 67.95990068380996
0.75, 0.0508648262072, 0.0007715600939822108, 68.17025368781894
0.75, 0.0508824523139, 0.0007821023546396901, 68.38080166991176
0.75, 0.0509004373768, 0.0007927009330617266, 68.59153466042035
0.75, 0.0509187887115, 0.000803353961026695, 68.80244199121333
0.75, 0.0509375137829, 0.0008140594942818145, 69.01351229547504
0.75, 0.0509566202078, 0.000824815511559041, 69.2247334928226
0.75, 0.0509761157581, 0.00083561991392048, 69.43609278096106
0.75, 0.050996008364, 0.0008464705240768092, 69.64757662681329
0.75, 0.0510163061173, 0.0008573650857356245, 69.85917075835772
0.75, 0.0510370172746, 0.000868301262871889, 70.07086015512373
0.75, 0.0510581502605, 0.0008792766389813807, 70.28262903867439
0.75, 0.0510797136712, 0.0008902887165212557, 70.49446086703206
0.75, 0.0511017162783, 0.0009013349164185536, 70.70633833085529
0.75, 0.0511241670317, 0.0009124125770980554, 70.91824334099236
0.75, 0.0511470750637, 0.0009235189540921453, 71.13015702789518
0.75, 0.0511704496926, 0.0009346512193624244, 71.3420597363462
0.75, 0.0511943004266, 0.0009458064607331447, 71.553931023336
0.75, 0.0512186369675, 0.0009569816811908231, 71.76574965457482
0.75, 0.0512434692146, 0.0009681737982400148, 71.97749360345144
0.75, 0.051268807269, 0.0009793796433893412, 72.18914005403931
0.75, 0.0512946614375, 0.0009905959613983237, 72.40066540137843
0.75, 0.0513210422368, 0.001001819409600326, 72.61204525527666
0.75, 0.0513479603979, 0.001013046557238233, 72.82325444669226
0.75, 0.0513754268703, 0.001024273884633972, 73.03426703363922
0.75, 0.0514034528265, 0.001035497782394733, 73.24505631073532
0.75, 0.0514320496667, 0.00104671455059337, 73.45559482161154
0.75, 0.0514612290233, 0.001057920397748433, 73.6658543712423
0.75, 0.0514910027656, 0.001069111439755028, 73.87580604147743
0.75, 0.0515213830047, 0.001080283698742352, 74.0854202097792
0.75, 0.0515523820983, 0.00109143310172452, 74.29466656908288
0.75, 0.0515840126561, 0.001102555479280611, 74.50351415377362
0.75, 0.0516162875444, 0.001113646563736124, 74.7119313623955
0.75, 0.0516492198917, 0.001124701987466854, 74.9198859893333
0.75, 0.0516828230939, 0.001135717280796024, 75.12734525611948
0.75, 0.0517171108199, 0.001146687869736568, 75.33427584780587
0.75, 0.0517520970169, 0.001157609073313105, 75.54064395006279
0.75, 0.0517877959162, 0.001168476100692302, 75.7464152920245
0.75, 0.0518242220392, 0.001179284047976991, 75.95155519296306
0.75, 0.051861390203, 0.001190027894448206, 76.15602860948971
0.75, 0.0518993155264, 0.001200702498462538, 76.35980018804516
0.75, 0.0519380134364, 0.001211302592971419, 76.56283432294067
0.75, 0.0519774996742, 0.001221822780334457, 76.76509521462204
0.75, 0.0520177903017, 0.001232257526662745, 76.96654693358137
0.75, 0.0520589017079, 0.001242601155471716, 77.16715348668153
0.75, 0.0521008506157, 0.001252847840720514, 77.36687888838865
0.75, 0.0521436540888, 0.001262991599095276, 77.56568723518508
0.75, 0.0521873295383, 0.001273026281389488, 77.76354278133434
0.75, 0.0522318947302, 0.001282945563201136, 77.96041002138378
0.75, 0.0522773677923, 0.00129274293452859, 78.15625377224144
0.75, 0.0523237672217, 0.001302411688479847, 78.3510392601517
0.75, 0.0523711118924, 0.001311944908907644, 78.54473220994073
0.75, 0.0524194210628, 0.001321335456864901, 78.73729893542401
0.75, 0.0524687143837, 0.00133057595593484, 78.92870643312106
0.75, 0.0525190119062, 0.001339658776243018, 79.11892247638637
0.75, 0.0525703340898, 0.001348576017144121, 79.30791571069254
0.75, 0.052622701811, 0.001357319488565183, 79.49565575065058
0.75, 0.0526761363714, 0.001365880690765994, 79.68211327448363
0.75, 0.0527306595066, 0.001374250792677217, 79.86726012010513
0.75, 0.0527862933951, 0.001382420608613542, 80.05106937908141
0.75, 0.0528430606671, 0.001390380573299989, 80.2335154875654
0.75, 0.052900984414, 0.001398120715276962, 80.41457431599441
0.75, 0.0529600881974, 0.001405630628467181, 80.59422325272702
0.75, 0.053020396059, 0.001412899442060202, 80.77244128522321
0.75, 0.0530819325303, 0.001419915788535252, 80.94920907422294
0.75, 0.0531447226427, 0.001426667769878906, 81.12450902173562
0.75, 0.0532087919372, 0.00143314292190368, 81.29832532954795
0.75, 0.0532741664754, 0.001439328176849677, 81.4706440518046
0.75, 0.0533408728498, 0.001445209824069346, 81.64145313484907
0.75, 0.0534089381946, 0.001450773468957108, 81.81074244650159
0.75, 0.0534783901969, 0.001456003990150176, 81.97850379309628
0.75, 0.0535492571076, 0.001460885495006359, 82.14473092127278
0.75, 0.0536215677534, 0.001465401273545092, 82.30941950661186
0.75, 0.0536953515483, 0.001469533750825781, 82.47256712381268
0.75, 0.0537706385052, 0.001473264437939465, 82.63417319859238
0.75, 0.0538474592487, 0.001476573881799591, 82.79423894213082
0.75, 0.0539258450274, 0.001479441613795206, 82.95276726259505
0.75, 0.0540058277262, 0.001481846097530424, 83.1097626543233
0.75, 0.0540874398798, 0.001483764675885961, 83.2652310652714
0.75, 0.0541707146857, 0.001485173517562006, 83.41917973771162
0.75, 0.0542556860177, 0.001486047563389742, 83.5716170227648
0.75, 0.0543423884396, 0.001486360472670124, 83.72255216662924
0.75, 0.0544308572195, 0.001486084569834117, 83.87199506769574
0.75, 0.0545211283439, 0.001485190791736261, 84.01995600160004
0.75, 0.0546132385325, 0.001483648635924488, 84.16644531420933
0.75, 0.054707225253, 0.001481426110249138, 84.31147307975408
0.75, 0.0548031267366, 0.001478489684188598, 84.45504872358502
0.75, 0.0549009819932, 0.001474804242325025, 84.59718060596772
0.75, 0.0550008308274, 0.001470333040398352, 84.7378755657003
0.75, 0.055102713855, 0.001465037664417398, 84.877138423658
0.75, 0.0552066725189, 0.001458877993411051, 85.01497144053785
0.75, 0.0553127491065, 0.001451812166302498, 85.15137372940396
0.75, 0.0554209867667, 0.001443796553634817, 85.2863406177726
0.75, 0.0555314295275, 0.001434785734815211, 85.41986295754597
0.75, 0.0556441223138, 0.001424732481692755, 85.55192637876958
0.75, 0.0557591109658, 0.001413587749334016, 85.68251048374107
0.75, 0.0558764422574, 0.001401300675059183, 85.81158797619081
0.75, 0.0559961639158, 0.001387818586782968, 85.93912372181279
0.75, 0.0561183246401, 0.001373087022211542, 86.06507373165492
0.75, 0.0562429741219, 0.001357049760145951, 86.18938406500061
0.75, 0.0563701630649, 0.001339648866032829, 86.31198964081692
0.75, 0.0564999432059, 0.001320824753655158, 86.43281295125568
0.75, 0.0566323673357, 0.001300516265738669, 86.55176266578135
0.75, 0.0567674893207, 0.001278660776515766, 86.66873211489948
0.75, 0.0569053641246, 0.00125519432021157, 86.78359763986879
0.75, 0.0570460478307, 0.001230051750236053, 86.89621679374676
0.75, 0.0571895976653, 0.001203166935075274, 87.00642637714964
0.75, 0.0573360720201, 0.001174472998961399, 87.11404028959983
0.75, 0.0574855304769, 0.001143902616409978, 87.21884717125195
0.75, 0.0576380338308, 0.001111388372850404, 87.3206078010223
0.75, 0.0577936441158, 0.00107686320242332, 87.41905224417188
0.75, 0.0579524246298, 0.001040260911879852, 87.51387670370237
0.75, 0.0581144399601, 0.001001516789158437, 87.60474005060993
0.75, 0.0582797560098, 0.0009605682960107384, 87.69126000681851
0.75, 0.0584484400246, 0.0009173558911784059, 87.77300895975334
0.75, 0.0586205606204, 0.0008718240095860099, 87.84950939102914
0.75, 0.0587961878108, 0.0008239222010846858, 87.92022890996604
0.75, 0.0589753930359, 0.0007736063931857012, 87.98457491979713
0.75, 0.0591582491912, 0.0007208401595935152, 88.04188899753719
0.75, 0.0593448306573, 0.0006655956900672465, 88.09144114386544
0.75, 0.0595352133302, 0.0006078537404316338, 88.13242414262398
0.75, 0.0597294746519, 0.0005476009136984652, 88.16394829162103
0.75, 0.0599276936424, 0.0004848206008706711, 88.1850364557707
0.75, 0.0601299509314, 0.0004194698502260274, 88.19461785564788
0.75, 0.0603363287914, 0.0003514288347121535, 88.19151371511356
0.75, 0.0605469111708, 0.0002804212130263491, 88.17439344513456
0.75, 0.0607617837286, 0.0002060843828083537, 88.1416753763441
0.75, 0.0609810338686, 0.0001298480355253917, 88.09175463090666
0.75, 0.0612047507755, 6.120650947287987e-05, 88.02714273520982
0.75, 0.0614330254508, 2.092034264400396e-05, 87.96338433016638
0.75, 0.06166595075, 7.739722284067435e-06, 87.9117611152174
0.75, 0.0619036214204, 4.462385326223741e-06, 87.86671467547326
0.75, 0.0621461341397, 3.620931229240179e-06, 87.82264630653631
0.75, 0.0623935875549, 3.394591455960145e-06, 87.77813958879109
0.75, 0.0626460823228, 3.337711164782064e-06, 87.7329730233896
0.75, 0.0629037211512, 3.329147607509531e-06, 87.68708027110311
0.75, 0.06316660884, 3.334307268747245e-06, 87.64043215889012
0.75, 0.0634348523244, 3.343170670487583e-06, 87.593014594588
0.75, 0.0637085607179, 3.352842853094797e-06, 87.54481706635438
0.75, 0.0639878453573, 3.362503703193026e-06, 87.49582979857931
0.75, 0.0642728198474, 3.371926300088942e-06, 87.44604335535224
0.75, 0.0645636001077, 3.381058951431579e-06, 87.39544846311658
0.75, 0.0648603044192, 3.389897625817582e-06, 87.34403591616163
0.75, 0.0651630534725, 3.398449929328771e-06, 87.29179655646476
0.75, 0.0654719704172, 3.406726216234215e-06, 87.23872128072459
0.75, 0.0657871809119, 3.414737256699834e-06, 87.18480105016452
0.75, 0.066108813175, 3.422493634961095e-06, 87.13002688830072
0.75, 0.0664369980371, 3.430005610694422e-06, 87.07438980778893
0.75, 0.0667718689945, 3.437283090108163e-06, 87.01788084307609
0.75, 0.067113562263, 3.444335609964888e-06, 86.96049187886034
0.75, 0.0674622168334, 3.451172385341538e-06, 86.90221400278206
0.75, 0.0678179745283, 3.457802295190815e-06, 86.84303866570797
0.75, 0.0681809800598, 3.46423389169878e-06, 86.7829574959736
0.75, 0.0685513810879, 3.470475417016859e-06, 86.72196224872023
0.75, 0.0689293282811, 3.476534811863008e-06, 86.66004481913625
0.75, 0.0693149753773, 3.482419725130975e-06, 86.59719725314388
0.75, 0.0697084792466, 3.488137523261679e-06, 86.53341175729382
0.75, 0.0701099999551, 3.493695299524926e-06, 86.46868070946817
0.75, 0.0705197008297, 3.499099882922774e-06, 86.40299666963742
0.75, 0.0709377485249, 3.504357847102587e-06, 86.33635239115802
0.75, 0.0713643130903, 3.509475518995173e-06, 86.26874083228473
0.75, 0.0717995680402, 3.514458987402919e-06, 86.2001551677735
0.75, 0.0722436904237, 3.519314111219986e-06, 86.13058880044747
0.75, 0.0726968608967, 3.524046527623808e-06, 86.06003537321646
0.75, 0.0731592637962, 3.528661659618415e-06, 85.98848878089997
0.75, 0.073631087214, 3.533164723417376e-06, 85.91594318429495
0.75, 0.0741125230744, 3.53756073464717e-06, 85.84239300293613
0.75, 0.0746037672115, 3.541854526139902e-06, 85.76783284207237
0.75, 0.0751050194492, 3.546050720988257e-06, 85.6922579815942
0.75, 0.0756164836824, 3.550153782694236e-06, 85.61566368397281
0.75, 0.0761383679601, 3.554167994017405e-06, 85.53804558212458
0.75, 0.0766708845695, 3.558097467625494e-06, 85.45939969065016
0.75, 0.0772142501231, 3.56194615375769e-06, 85.37972238082624
0.75, 0.0777686856462, 3.565717845416165e-06, 85.29901039327744
0.75, 0.0783344166673, 3.569416183610032e-06, 85.21726085189363
0.75, 0.0789116733091, 3.573044662528713e-06, 85.13447127778049
0.75, 0.0795006903832, 3.5766066344768e-06, 85.05063960303706
0.75, 0.0801017074846, 3.580105314629261e-06, 84.96576418505998
0.75, 0.0807149690896, 3.583543785725348e-06, 84.87984382068409
0.75, 0.0813407246553, 3.586925002602673e-06, 84.79287776040877
0.75, 0.081979228721, 3.590251796621669e-06, 84.70486572256696
0.75, 0.0826307410117, 3.593526880068892e-06, 84.61580790733443
0.75, 0.0832955265437, 3.596752850267978e-06, 84.52570501084915
0.75, 0.0839738557325, 3.599932193295481e-06, 84.43455823895398
0.75, 0.0846660045029, 3.603067287721339e-06, 84.34236932111591
0.75, 0.0853722544008, 3.606160407981912e-06, 84.24914052431436
0.75, 0.0860928927084, 3.609213729265623e-06, 84.15487466664408
0.75, 0.0868282125605, 3.612229411397306e-06, 84.05957513100529
0.75, 0.0875785130638, 3.61520963425066e-06, 83.96324587852665
0.75, 0.088344099419, 3.618155620034501e-06, 83.86589146181132
0.75, 0.0891252830444, 3.621069537017737e-06, 83.7675170375742
0.75, 0.0899223817029, 3.623953113077137e-06, 83.66812837933719
0.75, 0.0907357196312, 3.626807979815173e-06, 83.5677318897156
0.75, 0.0915656276715, 3.629635688389797e-06, 83.46633461227634
0.75, 0.0924124434066, 3.632437712451484e-06, 83.36394424301045
0.75, 0.0932765112965, 3.635215450824596e-06, 83.26056914213093
0.75, 0.094158182819, 3.637970228943412e-06, 83.1562183425568
0.75, 0.0950578166127, 3.640703305642195e-06, 83.05090153796833
0.75, 0.0959757786224, 3.64341586439714e-06, 82.94462919050558
0.75, 0.0969124422487, 3.646109028204132e-06, 82.8374124062413
0.75, 0.0978681884991, 3.648783853714135e-06, 82.72926300630441
0.75, 0.0988434061435, 3.651441334516008e-06, 82.62019354203139
0.75, 0.0998384918724, 3.654082403627591e-06, 82.51021729281054
0.75, 0.100853850458, 3.656707935231365e-06, 82.39934827281785
0.75, 0.101889894918, 3.659318746470968e-06, 82.28760123715224
0.75, 0.102947046686, 3.661915599331829e-06, 82.17499168696233
0.75, 0.104025735781, 3.664499202439142e-06, 82.06153587410466
0.75, 0.105126400982, 3.667070212659291e-06, 81.94725080480667
0.75, 0.106249490008, 3.66962923678795e-06, 81.83215424236221
0.75, 0.107395459699, 3.672176833084727e-06, 81.71626470917295
0.75, 0.108564776202, 3.674713512661569e-06, 81.59960148768624
0.75, 0.109757915162, 3.677239740954955e-06, 81.48218462043961
