"x","y","m","v","k","o"
0.75, 0.0500718239897, 2.721225637382865e-05, 33.68390887913409, 27.62350970352359, 770479.5879784656
0.75, 0.0500733694936, 2.842814319381092e-05, 34.057450644277246, 28.10740684201037, 749651.5260146654
0.75, 0.0500749448421, 2.968253812031139e-05, 34.42828655640761, 28.58068015236227, 729432.0468405349
0.75, 0.050076550676, 3.097613223842478e-05, 34.79640359179636, 29.04322983412555, 709800.5237461814
0.75, 0.0500781876485, 3.230961416832703e-05, 35.161793479201826, 29.49498605067744, 690737.5172394008
0.75, 0.0500798564254, 3.368367012046164e-05, 35.52445245044132, 29.93590701589109, 672224.6537180236
0.75, 0.0500815576857, 3.509898417752511e-05, 35.88438107044131, 30.36597716147105, 654244.5134963683
0.75, 0.0500832921212, 3.655623852661431e-05, 36.241583848114914, 30.78520504031998, 636780.5422030797
0.75, 0.0500850604376, 3.805611430363868e-05, 36.596069161146936, 31.19362162712449, 619816.9575598774
0.75, 0.0500868633541, 3.959929173722561e-05, 36.94784886534597, 31.59127827379926, 603338.6820798203
0.75, 0.0500887016041, 4.118644874982067e-05, 37.296938137348256, 31.97824498379397, 587331.2735911959
0.75, 0.0500905759353, 4.281825117259412e-05, 37.64335523191702, 32.35460862858331, 571780.8686130992
0.75, 0.0500924871102, 4.449531292911788e-05, 37.98712145185207, 32.72047141757422, 556674.124364757
0.75, 0.0500944359062, 4.621805224323101e-05, 38.32826150905849, 33.07594968976912, 541998.1528745552
0.75, 0.050096423116, 4.798710307550469e-05, 38.66680315269699, 33.42117224189408, 527740.484715581
0.75, 0.0500984495479, 4.980327437652987e-05, 39.00277588649233, 33.75627770650745, 513889.0720269151
0.75, 0.0501005160263, 5.166723977128211e-05, 39.336210741670875, 34.08141308733556, 500432.2633682613
0.75, 0.0501026233917, 5.357962800279913e-05, 39.66714049849655, 34.39673296228695, 487358.7676096942
0.75, 0.0501047725012, 5.55410497907498e-05, 39.995599662823345, 34.70239842436932, 474657.6272443354
0.75, 0.0501069642293, 5.755210567740764e-05, 40.32162439471788, 34.9985760177489, 462318.196009709
0.75, 0.0501091994672, 5.961338788880698e-05, 40.64525219267058, 35.28543651553692, 450330.1284541701
0.75, 0.0501114791244, 6.172548097483201e-05, 40.96652192167256, 35.56315408510821, 438683.3588639953
0.75, 0.050113804128, 6.388896134993355e-05, 41.28547350928892, 35.83190522318925, 427368.0949088117
0.75, 0.0501161754238, 6.61043971586138e-05, 41.60214790894645, 36.09186799830056, 416374.8032726474
0.75, 0.0501185939765, 6.837234778685559e-05, 41.91658694100435, 36.34322124954657, 405694.2015056106
0.75, 0.0501210607698, 7.069336341028172e-05, 42.22883313251897, 36.58614385134972, 395317.2511964992
0.75, 0.050123576807, 7.3067984725291e-05, 42.53892963044833, 36.82081409855195, 385235.1498126806
0.75, 0.0501261431118, 7.549674259563e-05, 42.84692014197544, 37.04740916481654, 375439.322820705
0.75, 0.0501287607279, 7.798015752281669e-05, 43.152848735726224, 37.26610450974982, 365921.4211595511
0.75, 0.0501314307201, 8.051873947461544e-05, 43.4567598319385, 37.47707347881367, 356673.313329267
0.75, 0.0501341541746, 8.31129874444136e-05, 43.75869809954017, 37.68048687789809, 347687.0811665111
0.75, 0.0501369321991, 8.57633890531642e-05, 44.058708339484724, 37.8765125845473, 338955.0164584417
0.75, 0.0501397659237, 8.847042028886899e-05, 44.35683546181325, 38.0653152629555, 330469.6151963763
0.75, 0.0501426565009, 9.123454511407569e-05, 44.65312436925491, 38.2470560537386, 322223.57494845
0.75, 0.0501456051068, 9.405621519034796e-05, 44.94761997086061, 38.42189238037339, 314209.7888357958
0.75, 0.0501486129405, 9.69358693809044e-05, 45.24036701584828, 38.58997767620902, 306421.3447710044
0.75, 0.0501516812258, 9.987393358497065e-05, 45.5314101622972, 38.75146128209943, 298851.5184626121
0.75, 0.0501548112105, 0.0001028708202043031, 45.82079381333564, 38.90648823325174, 291493.7729004567
0.75, 0.050158004168, 0.0001059269279677099, 46.10856217752957, 39.05519919764583, 284341.7521287429
0.75, 0.050161261397, 0.0001090426414108769, 46.39475915316321, 39.19773033720102, 277389.2798847925
0.75, 0.0501645842224, 0.0001122183306361119, 46.679428327077126, 39.33421325010315, 270630.3557104912
0.75, 0.050167973996, 0.0001154543509802915, 46.96261295501795, 39.46477491625152, 264059.1522963339
0.75, 0.0501714320965, 0.000118751042840047, 47.24435588559139, 39.58953766964994, 257670.0076629386
0.75, 0.0501749599307, 0.0001221087315428246, 47.52469958653675, 39.70861923273667, 251457.4138569885
0.75, 0.0501785589335, 0.0001255277265467962, 47.803686073984636, 39.8221326192071, 245416.0260962
0.75, 0.0501822305688, 0.0001290083209736024, 48.08135691731678, 39.93018613062583, 239540.6631681186
0.75, 0.0501859763304, 0.0001325507913364647, 48.357753242345694, 40.03288341955859, 233826.2960700955
0.75, 0.0501897977417, 0.0001361553971774557, 48.63291564684165, 40.13032348899412, 228268.0458876786
0.75, 0.0501936963572, 0.0001398223809089235, 48.90688425100154, 40.22260075142272, 222861.178869863
0.75, 0.0501976737628, 0.000143551967389897, 49.17969865895982, 40.30980506022664, 217601.1034073342
0.75, 0.0502017315764, 0.000147344363576512, 49.45139794400063, 40.39202175665072, 212483.3665332566
0.75, 0.0502058714485, 0.0001511997582207622, 49.72202063465788, 40.4693317225083, 207503.6504396001
0.75, 0.0502100950632, 0.0001551183215489391, 49.99160472705471, 40.54181144456396, 202657.768558828
0.75, 0.0502144041385, 0.0001591002048800937, 50.260187651573546, 40.60953306930792, 197941.6625391539
0.75, 0.0502188004272, 0.0001631455403425196, 50.527806279005894, 40.67256447242933, 193351.3985360174
0.75, 0.0502232857175, 0.0001672544405715531, 50.79449690742216, 40.73096932554952, 188883.16390767
0.75, 0.0502278618341, 0.0001714269983663276, 51.06029527873579, 40.7848071716247, 184533.263466194
0.75, 0.0502325306382, 0.0001756632863741626, 51.32523653040452, 40.83413348815945, 180298.1168635055
0.75, 0.0502372940291, 0.0001799633568565496, 51.58935524017195, 40.87899977140376, 176174.2544985967
0.75, 0.0502421539443, 0.000184327241336681, 51.85268538398203, 40.91945360396346, 172158.314904024
0.75, 0.0502471123607, 0.0001887549503863559, 52.115260355784805, 40.95553873504625, 168247.0411994388
0.75, 0.0502521712953, 0.0001932464733268656, 52.37711295845012, 40.98729515567616, 164437.2780725404
0.75, 0.0502573328059, 0.0001978017779817149, 52.63827539475696, 41.0147591748302, 160725.9688100836
0.75, 0.050262598992, 0.0002024208104799289, 52.898779268255865, 41.03796349719766, 157110.1522456864
0.75, 0.0502679719958, 0.0002071034950443514, 53.15865558780285, 41.05693730086806, 153586.9597312884
0.75, 0.0502734540029, 0.0002118497337866624, 53.41793475637184, 41.07170631345223, 150153.6123933307
0.75, 0.0502790472431, 0.0002166594065999977, 53.67664656450411, 41.08229288907287, 146807.4183797749
0.75, 0.0502847539916, 0.0002215323710353242, 53.934820201259, 41.08871608595758, 143545.7699468457
0.75, 0.0502905765699, 0.0002264684621264703, 54.192484249499984, 41.09099174237456, 140366.1408276379
0.75, 0.0502965173463, 0.0002314674923446621, 54.44966666304536, 41.08913255277827, 137266.0838791774
0.75, 0.0503025787374, 0.000236529251583997, 54.706394787039606, 41.08314814439302, 134243.2282575358
0.75, 0.0503087632087, 0.0002416535071392148, 54.962695337444366, 41.07304515321155, 131295.277162526
0.75, 0.050315073276, 0.0002468400037074524, 55.21859441347793, 41.0588272994186, 128420.0052523896
0.75, 0.050321511506, 0.0002520884634355879, 55.47411747542067, 41.04049546381882, 125615.2565240847
0.75, 0.0503280805175, 0.0002573985860975811, 55.72928934622245, 41.01804776376397, 122878.9419761069
0.75, 0.0503347829828, 0.0002627700491825845, 55.9841342186393, 40.99147962790119, 120209.0372846646
0.75, 0.050341621628, 0.0002682025081408331, 56.23867561892605, 40.96078387541385, 117603.5809986013
0.75, 0.050348599235, 0.0002736955966709489, 56.4929364339619, 40.92595078943852, 115060.6721229745
0.75, 0.0503557186422, 0.0002792489269700628, 56.7469388872468, 40.88696819574194, 112578.4683015462
0.75, 0.0503629827453, 0.0002848620902313721, 57.00070451857535, 40.84382154300948, 110155.1839985121
0.75, 0.0503703944994, 0.0002905346570371602, 57.25425420780319, 40.79649397656902, 107789.0883123207
0.75, 0.0503779569192, 0.0002962661779043188, 57.507608130305684, 40.7449664241126, 105478.5035019724
0.75, 0.050385673081, 0.0003020561839439632, 57.760785773292476, 40.6892176721543, 103221.8029857814
0.75, 0.0503935461234, 0.0003079041875802017, 58.01380590609346, 40.62922445233649, 101017.4098207093
0.75, 0.050401579249, 0.0003138096833382412, 58.266686582115085, 40.56496152278503, 98863.79494326682
0.75, 0.0504097757254, 0.0003197721487783769, 58.51944511614138, 40.49640175653913, 96759.47567901459
0.75, 0.0504181388867, 0.0003257910454899149, 58.77209807596914, 40.42351622865397, 94703.0141729622
0.75, 0.0504266721348, 0.0003318658202379374, 59.024661265879416, 40.34627430735512, 92693.01593753403
0.75, 0.0504353789408, 0.0003379959062141277, 59.27714971133412, 40.26464374730904, 90728.12843430508
0.75, 0.0504442628464, 0.0003441807243885562, 59.52957764188898, 40.17859078603838, 88807.0397139532
0.75, 0.0504533274652, 0.0003504196851240916, 59.78195846948971, 40.0880802448804, 86928.47713360655
0.75, 0.0504625764845, 0.0003567121898175554, 60.03430477884777, 39.99307562883029, 85091.20602509782
0.75, 0.0504720136666, 0.0003630576326987439, 60.28662830173963, 39.89353923519096, 83294.02852673321
0.75, 0.0504816428501, 0.0003694554028929413, 60.53893988990892, 39.78943226710096, 81535.78245933188
0.75, 0.050491467952, 0.0003759048865129145, 60.79124950715761, 39.68071494325062, 79815.34010672828
0.75, 0.0505014929689, 0.0003824054690420869, 61.04356619548924, 39.5673466220866, 78131.60721859404
0.75, 0.0505117219786, 0.0003889565379574645, 61.29589805011375, 39.44928592753892, 76483.52198431786
0.75, 0.050522159142, 0.0003955574854927991, 61.548252199745015, 39.32649087706483, 74870.05400989267
0.75, 0.0505328087046, 0.000402207711697185, 61.80063477483757, 39.19891902041333, 73290.20341055784
0.75, 0.0505436749984, 0.0004089066276759709, 62.05305088351476, 39.06652758038511, 71742.99988826354
0.75, 0.0505547624435, 0.0004156536590497022, 62.30550457828293, 38.92927360412994, 70227.50190157922
0.75, 0.0505660755498, 0.0004224482498341139, 62.55799882337525, 38.78711412081442, 68742.79586374985
0.75, 0.0505776189193, 0.0004292898665230665, 62.81053547325698, 38.64000629954077, 67287.99530941986
0.75, 0.0505893972475, 0.0004361780025058773, 63.06311522887027, 38.48790762668781, 65862.24022609567
0.75, 0.0506014153254, 0.0004431121828382771, 63.315737605478176, 38.33077608460641, 64464.69634809432
0.75, 0.0506136780417, 0.000450091969251833, 63.56840090240452, 38.16857033664063, 63094.55447456486
0.75, 0.0506261903845, 0.0004571169657030118, 63.82110216026078, 38.00124992811617, 61751.02988942275
0.75, 0.0506389574433, 0.0004641868244238069, 64.07383712262789, 37.82877549361881, 60433.36178708159
0.75, 0.0506519844116, 0.0004713012520966071, 64.32660020746086, 37.65110896644457, 59140.81268086956
0.75, 0.0506652765883, 0.0004784600167441643, 64.5793844528904, 37.46821381499273, 57872.66797727556
0.75, 0.0506788393802, 0.000485662955022682, 64.83218148296488, 37.2800552757858, 56628.23547736126
0.75, 0.0506926783044, 0.00049290997998948, 65.08498146919145, 37.08660059920715, 55406.84493471463
0.75, 0.0507067989901, 0.0005002010896873446, 65.33777307923762, 36.88781931570851, 54207.84770820946
0.75, 0.0507212071811, 0.000507536376240531, 65.590543437034, 36.68368350495754, 53030.61639082288
0.75, 0.0507359087383, 0.0005149160354853712, 65.84327808093107, 36.47416807770013, 51874.54448232891
0.75, 0.050750909642, 0.0005223403773339289, 66.09596091684712, 36.25925107357912, 50739.04611887804
0.75, 0.0507662159939, 0.0005298098372814772, 66.34857416529722, 36.03891397700203, 49623.55586234065
0.75, 0.0507818340204, 0.0005373249883431573, 66.60109832876869, 35.81314202832162, 48527.52843251757
0.75, 0.0507977700742, 0.0005448865543246378, 66.8535121299246, 35.58192457353235, 47450.43860312116
0.75, 0.0508140306379, 0.0005524954236002538, 67.10579248120604, 35.34525539970998, 46391.78099476017
0.75, 0.0508306223257, 0.0005601526643437689, 67.35791442345766, 35.10313311236098, 45351.07003606814
0.75, 0.0508475518866, 0.0005678595408982471, 67.60985108758997, 34.85556150604716, 44327.83986095797
0.75, 0.0508648262072, 0.0005756175312314904, 67.86157364930062, 34.60254995553081, 43321.64427126369
0.75, 0.0508824523139, 0.0005834283461046137, 68.11305127506785, 34.3441138306646, 42332.05676856005
0.75, 0.0509004373768, 0.0005912939491321496, 68.36425109281826, 34.08027490121138, 41358.67052269278
0.75, 0.0509187887115, 0.00059921657890202, 68.61513813295208, 33.8110617868286, 40401.09849206138
0.75, 0.0509375137829, 0.0006071987722903525, 68.86567529843542, 33.53651039213036, 39458.97346405592
0.75, 0.0509566202078, 0.0006152433896368455, 69.11582331930383, 33.25666437278733, 38531.94818963981
0.75, 0.0509761157581, 0.0006233536417011001, 69.3655407170864, 32.97157560580409, 37619.695512245
0.75, 0.050996008364, 0.0006315331181773586, 69.61478377123981, 32.68130467162382, 36721.90852053315
0.75, 0.0510163061173, 0.0006397858177582383, 69.86350648966072, 32.38592134512893, 35838.30071588098
0.75, 0.0510370172746, 0.0006481161798025613, 70.11166058149828, 32.08550509666376, 34968.60619870635
0.75, 0.0510581502605, 0.0006565291175187871, 70.35919543459369, 31.78014559932586, 34112.5798625185
0.75, 0.0510797136712, 0.0006650300520452768, 70.60605810308265, 31.46994323391754, 33269.99757354386
0.75, 0.0511017162783, 0.0006736249468633972, 70.85219330379181, 31.15500959063798, 32440.65633776203
0.75, 0.0511241670317, 0.0006823203429282259, 71.09754341057543, 30.83546797886527, 31624.37448706864
0.75, 0.0511470750637, 0.0006911233929060064, 71.34204847186764, 30.5114539097126, 30820.99179382817
0.75, 0.0511704496926, 0.0007000418938071275, 71.58564623405286, 30.18311556893713, 30030.36956714886
0.75, 0.0511943004266, 0.0007090843169993963, 71.82827218174214, 29.85061426097104, 29252.39068676343
0.75, 0.0512186369675, 0.0007182598344404625, 72.06985959196837, 29.51412482201826, 28486.95957675672
0.75, 0.0512434692146, 0.0007275783393835001, 72.310339609179, 29.17383598597203, 27734.00208827479
0.75, 0.051268807269, 0.0007370504595824138, 72.5496413455819, 28.82995068823791, 26993.46526799553
0.75, 0.0512946614375, 0.0007466875611643372, 72.78769200210944, 28.48268630471331, 26265.31701735681
0.75, 0.0513210422368, 0.000756501740718911, 73.02441702020732, 28.13227480098145, 25549.54560008913
0.75, 0.0513479603979, 0.0007665058031880725, 73.25974026651093, 27.77896277655123, 24846.15898156744
0.75, 0.0513754268703, 0.0007767132231299, 73.49358425009108, 27.42301139174231, 24155.18399052314
0.75, 0.0514034528265, 0.0007871380863247899, 73.72587037981069, 27.06469615213337, 23476.66527048101
0.75, 0.0514320496667, 0.0007977950092608255, 73.95651926352403, 26.70430653319145, 22810.6640072987
0.75, 0.0514612290233, 0.0008086990342793407, 74.1854510478539, 26.34214543211362, 22157.25642927082
0.75, 0.0514910027656, 0.0008198654978766865, 74.41258580345958, 25.97852842469553, 21516.5320604266
0.75, 0.0515213830047, 0.000831309870892236, 74.63784395603075, 25.61378281258212, 20888.59172449938
0.75, 0.0515523820983, 0.0008430475694432551, 74.86114675972803, 25.24824645334668, 20273.54531048084
0.75, 0.0515840126561, 0.0008550937360108676, 75.08241681608636, 24.88226635773567, 19671.50929697469
0.75, 0.0516162875444, 0.0008674629925033469, 75.30157862425773, 24.51619706904451, 19082.60408448242
0.75, 0.0516492198917, 0.0008801691665458566, 75.51855916979486, 24.15039880883436, 18506.95113356454
0.75, 0.0516828230939, 0.0008932249944902197, 75.73328853441745, 23.78523541737928, 17944.66997580935
0.75, 0.0517171108199, 0.0009066418057042507, 75.94570052312054, 23.42107210021222, 17395.87513609088
0.75, 0.0517520970169, 0.0009204291946954533, 76.1557332930023, 23.05827301771692, 16860.6730415734
0.75, 0.0517877959162, 0.0009345946873569561, 76.36332997657088, 22.69719874471831, 16339.15896559131
0.75, 0.0518242220392, 0.0009491434091419873, 76.56843928420162, 22.33820364483364, 15831.41407160049
0.75, 0.051861390203, 0.0009640777637525496, 76.77101606866712, 21.98163321070737, 15337.50261846722
0.75, 0.0518993155264, 0.0009793971304372683, 76.97102184296847, 21.62782141034702, 14857.46936647595
0.75, 0.0519380134364, 0.0009950975882766192, 77.16842523882322, 21.27708809111352, 14391.3372431789
0.75, 0.0519774996742, 0.001011171676750453, 77.36320238898816, 20.92973650617992, 13939.10535323631
0.75, 0.0520177903017, 0.001027608201111451, 77.55533722885833, 20.58605101145034, 13500.74739824291
0.75, 0.0520589017079, 0.001044392090676894, 77.74482170640312, 20.24629499365236, 13076.21058404783
0.75, 0.0521008506157, 0.001061504316236566, 77.93165589758596, 19.91070907280065, 12665.41505224055
0.75, 0.0521436540888, 0.001078921870063235, 78.11584802323439, 19.57950961699646, 12268.25384229962
0.75, 0.0521873295383, 0.001096617808807111, 78.29741436649523, 19.25288759234587, 11884.59335063665
0.75, 0.0522318947302, 0.001114561355703052, 78.47637909992311, 18.93100774385806, 11514.27421117385
0.75, 0.0522773677923, 0.001132718056426772, 78.65277402265906, 18.61400811117067, 11157.11253580615
0.75, 0.0523237672217, 0.00115104998014911, 78.82663822236087, 18.30199985334231, 10812.90143349296
0.75, 0.0523711118924, 0.001169515957163491, 78.99801767120212, 17.99506736395866, 10481.41275517167
0.75, 0.0524194210628, 0.00118807184397997, 79.16696476803713, 17.69326865153315, 10162.39902193715
0.75, 0.0524687143837, 0.001206670806979646, 79.3335378423061, 17.39663595218682, 9855.595496101349
0.75, 0.0525190119062, 0.001225263617240538, 79.49780063066954, 17.10517654679433, 9560.722363467754
0.75, 0.0525703340898, 0.001243798948984174, 79.65982173999828, 16.81887374618882, 9277.486983310435
0.75, 0.052622701811, 0.001262223674660935, 79.81967410917986, 16.53768800593592, 9005.58615633461
0.75, 0.0526761363714, 0.001280483150584715, 79.97743447680025, 16.26155813819647, 8744.70836459881
0.75, 0.0527306595066, 0.001298521485870291, 80.13318286773831, 15.99040257623192, 8494.535926681574
0.75, 0.0527862933951, 0.001316281789024895, 80.28700210365808, 15.72412066115749, 8254.747036444465
0.75, 0.0528430606671, 0.001333706388174776, 80.43897734340514, 15.46259392039946, 8025.017644893565
0.75, 0.052900984414, 0.001350737022427558, 80.58919566012779, 15.20568730821724, 7805.023163296289
